level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
1,1,0,0,0,0,0,0,2200,3706,-1.0,
2,1,1,0,0,0,199,254,1591,78,-1.0,
3,1,1,1,0,0,199,254,1591,78,-1.0,
4,1,1,1,1,0,199,254,1591,78,-1.0,
5,1,1,1,1,1,199,257,761,75,95.119026,INTERNATIONAL
5,1,1,1,1,2,1013,256,398,74,95.119026,LABOUR
5,1,1,1,1,3,1463,254,327,76,96.000816,OFFICE
2,1,2,0,0,0,148,376,1698,7,-1.0,
3,1,2,1,0,0,148,376,1698,7,-1.0,
4,1,2,1,1,0,148,376,1698,7,-1.0,
5,1,2,1,1,1,148,376,1698,7,95.0, 
2,1,3,0,0,0,147,388,1699,9,-1.0,
3,1,3,1,0,0,147,388,1699,9,-1.0,
4,1,3,1,1,0,147,388,1699,9,-1.0,
5,1,3,1,1,1,147,388,1699,9,95.0, 
2,1,4,0,0,0,223,1201,1525,162,-1.0,
3,1,4,1,0,0,223,1201,1525,162,-1.0,
4,1,4,1,1,0,223,1201,1525,162,-1.0,
5,1,4,1,1,1,223,1201,765,146,95.489052,LEGISLATIVE
5,1,4,1,1,2,1049,1253,410,110,95.489052,"SERIES,"
5,1,4,1,1,3,1522,1256,226,91,96.922318,1921
2,1,5,0,0,0,695,1404,597,65,-1.0,
3,1,5,1,0,0,695,1404,597,65,-1.0,
4,1,5,1,1,0,695,1404,597,65,-1.0,
5,1,5,1,1,1,695,1404,233,65,96.76265,(PARTS
5,1,5,1,1,2,975,1405,16,54,91.576721,I
5,1,5,1,1,3,1032,1405,150,54,91.576721,AND
5,1,5,1,1,4,1220,1404,72,64,41.249153,ID)
2,1,6,0,0,0,0,0,170,1428,-1.0,
3,1,6,1,0,0,0,0,170,1428,-1.0,
4,1,6,1,1,0,0,0,170,1428,-1.0,
5,1,6,1,1,1,0,0,170,1428,95.0, 
2,1,7,0,0,0,793,2040,399,73,-1.0,
3,1,7,1,0,0,793,2040,399,73,-1.0,
4,1,7,1,1,0,793,2040,399,73,-1.0,
5,1,7,1,1,1,793,2040,399,73,95.778954,INDEXES
2,1,8,0,0,0,145,3143,1201,135,-1.0,
3,1,8,1,0,0,145,3143,1201,135,-1.0,
4,1,8,1,1,0,640,3143,706,48,-1.0,
5,1,8,1,1,1,640,3143,251,48,94.982857,"GENEVA,"
5,1,8,1,1,2,928,3144,418,42,96.420967,SWITZERLAND
4,1,8,1,2,0,145,3238,268,40,-1.0,
5,1,8,1,2,1,145,3238,146,40,95.27021,Price:
5,1,8,1,2,2,321,3238,30,38,93.149612,8
5,1,8,1,2,3,375,3238,38,38,92.561852,d.
1,2,0,0,0,0,0,0,2234,3734,-1.0,
2,2,1,0,0,0,465,268,1533,151,-1.0,
3,2,1,1,0,0,465,268,1533,151,-1.0,
4,2,1,1,1,0,465,268,1533,57,-1.0,
5,2,1,1,1,1,465,271,767,54,95.174377,INTERNATIONAL
5,2,1,1,1,2,1274,268,354,56,96.139191,LABOUR
5,2,1,1,1,3,1671,268,327,57,95.775993,OFFICE
4,2,1,1,2,0,908,373,640,46,-1.0,
5,2,1,1,2,1,908,373,234,46,96.271523,"(GENEVA,"
5,2,1,1,2,2,1167,373,381,44,96.271523,SWITZERLAND)
2,2,2,0,0,0,376,459,1714,5,-1.0,
3,2,2,1,0,0,376,459,1714,5,-1.0,
4,2,2,1,1,0,376,459,1714,5,-1.0,
5,2,2,1,1,1,376,459,1714,5,95.0, 
2,2,3,0,0,0,601,967,1241,86,-1.0,
3,2,3,1,0,0,601,967,1241,86,-1.0,
