level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
1,1,0,0,0,0,0,0,2217,3634,-1.0,
2,1,1,0,0,0,317,212,1386,335,-1.0,
3,1,1,1,0,0,317,212,1386,335,-1.0,
4,1,1,1,1,0,1087,212,183,35,-1.0,
5,1,1,1,1,1,1087,230,45,7,92.750023,—
5,1,1,1,1,2,1159,212,41,35,63.270508,10
5,1,1,1,1,3,1223,230,47,7,63.270508,—
4,1,1,1,2,0,319,313,1384,43,-1.0,
5,1,1,1,2,1,319,316,224,35,91.347496,Workmen’s
5,1,1,1,2,2,560,313,292,43,84.615639,Compensation:
5,1,1,1,2,3,871,325,57,24,96.832344,see
5,1,1,1,2,4,946,315,120,34,93.289879,Social
5,1,1,1,2,5,1082,313,448,43,91.948586,Security—Employment
5,1,1,1,2,6,1546,315,157,40,78.112228,Injuries.
4,1,1,1,3,0,317,407,1174,45,-1.0,
5,1,1,1,3,1,317,411,112,33,96.786934,Work
5,1,1,1,3,2,443,411,108,33,96.833015,Rules
5,1,1,1,3,3,564,411,41,32,96.77784,of
5,1,1,1,3,4,614,408,282,44,93.103821,Undertakings
5,1,1,1,3,5,891,403,19,53,93.103821,:
5,1,1,1,3,6,911,409,132,42,93.223457,Congo
5,1,1,1,3,7,1058,408,118,41,91.363907,(Kin.)
5,1,1,1,3,8,1194,409,13,32,96.402649,1
5,1,1,1,3,9,1226,407,60,41,96.321899,(ss.
5,1,1,1,3,10,1306,408,76,41,96.321899,"136,"
5,1,1,1,3,11,1400,408,91,41,96.249107,137).
4,1,1,1,4,0,319,503,664,44,-1.0,
5,1,1,1,4,1,319,505,129,34,96.384926,Works
5,1,1,1,4,2,465,504,190,35,84.315994,Councils:
5,1,1,1,4,3,671,504,73,35,95.901703,Bel.
5,1,1,1,4,4,767,505,13,32,94.739426,1
5,1,1,1,4,5,800,505,51,40,94.739426,A;
5,1,1,1,4,6,872,503,60,44,96.253189,Sp.
5,1,1,1,4,7,954,505,29,34,95.84832,1.
2,1,2,0,0,0,317,596,1713,141,-1.0,
3,1,2,1,0,0,317,596,1713,141,-1.0,
4,1,2,1,1,0,317,596,1713,44,-1.0,
5,1,2,1,1,1,317,600,124,40,96.450859,Young
5,1,2,1,1,2,459,599,168,41,96.308403,"Persons,"
5,1,2,1,1,3,644,599,242,41,96.573593,Employment
5,1,2,1,1,4,903,600,59,33,93.423691,of:
5,1,2,1,1,5,980,600,82,33,95.769432,Bra.
5,1,2,1,1,6,1083,599,21,34,93.225044,2
5,1,2,1,1,7,1122,597,42,42,93.161545,(s.
5,1,2,1,1,8,1186,597,53,42,96.917442,8);
5,1,2,1,1,9,1259,597,104,35,96.292542,Cam.
5,1,2,1,1,10,1387,599,12,33,93.240143,1
5,1,2,1,1,11,1422,597,47,43,91.297272,(s.
5,1,2,1,1,12,1488,597,75,42,96.365997,93);
5,1,2,1,1,13,1583,597,134,42,93.082802,Congo
5,1,2,1,1,14,1737,596,118,44,90.633347,(Kin.)
5,1,2,1,1,15,1878,599,12,33,93.223709,1
5,1,2,1,1,16,1914,596,43,41,92.985489,(s.
5,1,2,1,1,17,1978,597,52,43,96.675842,3);
4,1,2,1,2,0,456,645,1574,43,-1.0,
5,1,2,1,2,1,456,647,99,33,95.766319,Dah.
5,1,2,1,2,2,575,647,13,32,96.656479,1
5,1,2,1,2,3,608,647,62,41,96.015213,(ss.
5,1,2,1,2,4,689,647,78,40,95.988152,"107,"
5,1,2,1,2,5,787,647,93,41,96.378075,108);
5,1,2,1,2,6,898,647,78,34,96.271973,Fin.
5,1,2,1,2,7,995,647,35,41,96.817719,3;
