level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
1,1,0,0,0,0,0,0,2434,3743,-1.0,
2,1,1,0,0,0,221,247,1817,86,-1.0,
3,1,1,1,0,0,221,247,1817,86,-1.0,
4,1,1,1,1,0,221,247,1817,51,-1.0,
5,1,1,1,1,1,221,247,234,51,96.532799,International
5,1,1,1,1,2,1715,252,196,41,96.155739,Legislative
5,1,1,1,1,3,1928,250,110,34,96.975624,Series
4,1,1,1,2,0,221,298,1817,35,-1.0,
5,1,1,1,2,1,221,300,132,32,96.256599,Labour
5,1,1,1,2,2,369,300,108,33,96.819725,Office
5,1,1,1,2,3,1866,298,84,33,96.56794,1987
5,1,1,1,2,4,1968,298,70,33,96.713974,List
2,1,2,0,0,0,667,416,917,51,-1.0,
3,1,2,1,0,0,667,416,917,51,-1.0,
4,1,2,1,1,0,667,416,917,51,-1.0,
5,1,2,1,1,1,667,416,152,48,95.492615,LIST
5,1,2,1,1,2,844,416,93,48,94.903023,OF
5,1,2,1,1,3,964,416,127,49,94.919235,1987
5,1,2,1,1,4,1115,417,469,50,95.420258,LEGISLATION
2,1,3,0,0,0,218,508,1822,91,-1.0,
3,1,3,1,0,0,218,508,1822,91,-1.0,
4,1,3,1,1,0,289,508,1751,43,-1.0,
5,1,3,1,1,1,289,510,75,33,96.195312,This
5,1,3,1,1,2,379,509,52,34,96.434799,list
5,1,3,1,1,3,449,510,158,34,96.975273,indicates
5,1,3,1,1,4,624,510,53,33,96.715439,the
5,1,3,1,1,5,695,510,88,33,96.677826,titles
5,1,3,1,1,6,797,509,44,42,96.999435,of
5,1,3,1,1,7,851,509,184,42,96.630203,legislation
5,1,3,1,1,8,1052,509,70,34,96.691414,and
5,1,3,1,1,9,1135,509,200,40,96.840538,regulations
5,1,3,1,1,10,1351,521,41,21,96.507195,on
5,1,3,1,1,11,1409,509,126,38,96.414421,"labour,"
5,1,3,1,1,12,1552,509,106,34,96.466789,social
5,1,3,1,1,13,1672,512,142,39,96.405128,security
5,1,3,1,1,14,1830,509,68,34,96.88958,and
5,1,3,1,1,15,1911,508,129,33,96.215919,related
4,1,3,1,2,0,218,556,1624,43,-1.0,
5,1,3,1,2,1,218,557,153,42,96.511002,"subjects,"
5,1,3,1,2,2,388,557,145,42,96.250336,adopted
5,1,3,1,2,3,545,560,31,30,96.879982,in
5,1,3,1,2,4,596,557,93,38,96.747551,"1987,"
5,1,3,1,2,5,709,557,102,32,96.525856,which
5,1,3,1,2,6,827,557,82,32,96.630821,have
5,1,3,1,2,7,924,556,82,33,96.434189,been
5,1,3,1,2,8,1023,556,160,33,96.434189,recorded
5,1,3,1,2,9,1195,556,43,43,96.415031,by
5,1,3,1,2,10,1255,556,52,33,96.598846,the
5,1,3,1,2,11,1323,556,240,33,96.154793,International
5,1,3,1,2,12,1579,556,129,33,96.516983,Labour
5,1,3,1,2,13,1726,556,116,41,96.777931,Office.
2,1,4,0,0,0,220,771,1766,109,-1.0,
3,1,4,1,0,0,220,771,1766,109,-1.0,
4,1,4,1,1,0,220,771,1432,45,-1.0,
5,1,4,1,1,1,220,771,199,33,95.982826,ALGERIA
4,1,4,1,2,0,225,837,1761,43,-1.0,
5,1,4,1,2,1,225,839,110,41,7.599304,[/VIII
5,1,4,1,2,2,383,840,64,32,96.159195,Act
5,1,4,1,2,3,466,840,66,32,96.391464,No.
5,1,4,1,2,4,551,840,98,32,96.309456,87-18
5,1,4,1,2,5,667,839,41,33,96.150627,of
5,1,4,1,2,6,731,840,4,32,86.191986,|
5,1,4,1,2,7,757,840,135,40,96.223274,August
5,1,4,1,2,8,914,839,81,33,96.788177,1987
5,1,4,1,2,9,1012,849,45,23,96.63649,on
5,1,4,1,2,10,1075,839,131,32,96.193008,mutual
5,1,4,1,2,11,1223,837,163,35,96.415466,societies.
5,1,4,1,2,12,1404,839,155,41,96.635643,(Journal
5,1,4,1,2,13,1572,839,128,41,95.682137,"officiel,"
5,1,4,1,2,14,1723,839,36,32,96.12825,12
5,1,4,1,2,15,1778,839,88,40,95.431763,Aug.
5,1,4,1,2,16,1890,839,96,40,95.431763,1987)
2,1,5,0,0,0,285,907,1757,604,-1.0,
3,1,5,1,0,0,285,907,1757,604,-1.0,
4,1,5,1,1,0,285,907,1757,44,-1.0,
5,1,5,1,1,1,285,908,83,41,79.760803,[The
5,1,5,1,1,2,380,919,147,32,96.396446,purpose
5,1,5,1,1,3,539,908,41,33,96.98378,of
5,1,5,1,1,4,588,908,64,33,97.013527,this
5,1,5,1,1,5,665,909,64,32,96.856049,Act
5,1,5,1,1,6,743,908,26,33,96.856049,is
5,1,5,1,1,7,783,913,34,28,96.950569,to
5,1,5,1,1,8,829,908,110,33,96.980019,define
5,1,5,1,1,9,951,919,18,21,96.707977,a
5,1,5,1,1,10,983,908,132,32,96.678139,mutual
5,1,5,1,1,11,1128,907,126,41,96.678139,society
5,1,5,1,1,12,1265,907,67,33,96.627174,and
5,1,5,1,1,13,1347,913,35,28,96.37735,to
5,1,5,1,1,14,1395,913,48,28,96.37735,set
5,1,5,1,1,15,1455,908,92,33,96.760262,forth
5,1,5,1,1,16,1560,908,42,32,96.96521,its
5,1,5,1,1,17,1612,917,166,32,96.158951,purposes
5,1,5,1,1,18,1790,907,68,33,96.223312,and
5,1,5,1,1,19,1871,917,117,23,96.475693,means
5,1,5,1,1,20,2000,907,42,33,96.540161,of
4,1,5,1,2,0,285,953,1751,43,-1.0,
5,1,5,1,2,1,285,955,179,41,94.632599,operation
5,1,5,1,2,2,489,956,67,33,96.549011,and
5,1,5,1,2,3,581,955,140,33,96.182892,finance.
5,1,5,1,2,4,749,956,28,31,96.182892,It
5,1,5,1,2,5,800,955,157,33,95.130844,contains
5,1,5,1,2,6,983,955,20,32,95.130844,9
5,1,5,1,2,7,1027,955,178,40,96.262955,Chapters:
5,1,5,1,2,8,1231,953,64,34,96.153961,Ch.
5,1,5,1,2,9,1322,955,25,38,96.191574,"I,"
5,1,5,1,2,10,1372,955,132,41,96.106689,general
5,1,5,1,2,11,1531,953,200,43,96.106689,"provisions,"
5,1,5,1,2,12,1756,953,95,34,96.509407,deals
5,1,5,1,2,13,1875,953,80,32,96.636978,with
5,1,5,1,2,14,1982,953,54,34,96.460686,the
4,1,5,1,3,0,285,1000,1753,43,-1.0,
5,1,5,1,3,1,285,1001,195,35,96.483101,conditions
5,1,5,1,3,2,495,1003,33,32,96.786629,in
5,1,5,1,3,3,544,1003,108,32,96.601707,which
5,1,5,1,3,4,669,1001,131,34,96.710617,mutual
5,1,5,1,3,5,816,1001,153,34,96.464653,societies
5,1,5,1,3,6,987,1012,77,31,96.916641,may
5,1,5,1,3,7,1081,1001,41,32,96.925629,be
5,1,5,1,3,8,1137,1000,215,40,96.626564,"established,"
5,1,5,1,3,9,1371,1001,84,34,96.189781,their
5,1,5,1,3,10,1471,1012,101,31,96.361351,scope
5,1,5,1,3,11,1588,1001,40,34,96.611153,of
5,1,5,1,3,12,1642,1001,208,42,96.335617,application
5,1,5,1,3,13,1867,1001,67,34,96.889832,and
5,1,5,1,3,14,1954,1000,84,33,95.761589,their
4,1,5,1,4,0,287,1047,1749,44,-1.0,
5,1,5,1,4,1,287,1048,166,41,96.349228,founding
5,1,5,1,4,2,465,1049,143,42,96.758354,(mutual
5,1,5,1,4,3,620,1048,152,33,96.644798,societies
5,1,5,1,4,4,783,1048,204,33,96.632164,established
5,1,5,1,4,5,1000,1048,43,41,96.55616,by
5,1,5,1,4,6,1053,1048,150,32,96.942543,workers
5,1,5,1,4,7,1215,1048,221,41,96.662491,themselves).
5,1,5,1,4,8,1450,1048,64,33,96.75724,Ch.
5,1,5,1,4,9,1527,1049,29,31,96.553749,II
5,1,5,1,4,10,1568,1048,127,33,96.790451,defines
5,1,5,1,4,11,1706,1048,54,32,96.868752,the
5,1,5,1,4,12,1774,1053,94,36,97.005753,types
5,1,5,1,4,13,1879,1047,41,33,96.88858,of
5,1,5,1,4,14,1928,1048,108,39,96.88858,"loans,"
4,1,5,1,5,0,287,1095,1749,41,-1.0,
5,1,5,1,5,1,287,1096,78,32,96.480423,loan
5,1,5,1,5,2,380,1095,225,34,96.688728,beneficiaries
5,1,5,1,5,3,617,1096,67,33,96.878983,and
5,1,5,1,5,4,700,1096,55,33,96.663719,the
5,1,5,1,5,5,768,1095,140,33,96.294418,method
5,1,5,1,5,6,923,1095,40,33,96.973221,of
5,1,5,1,5,7,972,1095,79,33,96.108429,loan
5,1,5,1,5,8,1064,1095,216,33,95.497139,calculation.
5,1,5,1,5,9,1295,1095,63,33,96.428558,Ch.
5,1,5,1,5,10,1374,1096,46,32,93.899582,III
5,1,5,1,5,11,1433,1096,177,33,96.813766,addresses
5,1,5,1,5,12,1622,1095,129,33,96.470436,mutual
5,1,5,1,5,13,1766,1095,125,41,96.173454,society
5,1,5,1,5,14,1906,1095,130,38,96.461502,"bodies,"
4,1,5,1,6,0,287,1141,1751,43,-1.0,
5,1,5,1,6,1,287,1143,50,32,90.514847,i.e.
5,1,5,1,6,2,351,1143,84,32,96.506866,their
5,1,5,1,6,3,444,1143,265,38,96.717049,"establishment,"
5,1,5,1,6,4,721,1141,231,43,96.184624,composition
5,1,5,1,6,5,965,1141,69,34,96.880646,and
5,1,5,1,6,6,1045,1141,183,34,96.502586,functions.
5,1,5,1,6,7,1241,1141,64,34,96.136314,Ch.
5,1,5,1,6,8,1319,1141,45,32,89.415733,IV
5,1,5,1,6,9,1375,1152,164,23,96.348511,concerns
5,1,5,1,6,10,1550,1141,217,34,96.045906,amendment
5,1,5,1,6,11,1779,1141,41,34,96.360657,of
5,1,5,1,6,12,1828,1141,55,32,96.651619,the
5,1,5,1,6,13,1896,1141,142,42,96.433937,by-laws
4,1,5,1,7,0,287,1188,1749,43,-1.0,
5,1,5,1,7,1,287,1189,41,34,96.384155,of
5,1,5,1,7,2,345,1191,130,32,96.556572,mutual
