level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
1,1,0,0,0,0,0,0,2204,3631,-1.0,
2,1,1,0,0,0,160,237,1768,78,-1.0,
3,1,1,1,0,0,160,237,1768,78,-1.0,
4,1,1,1,1,0,160,237,1768,78,-1.0,
5,1,1,1,1,1,160,250,783,65,95.626137,INTERNATIONAL
5,1,1,1,1,2,1041,249,385,64,94.972237,LABOUR
5,1,1,1,1,3,1514,237,414,71,94.1633,OFFICE
5,1,1,1,1,4,1879,233,54,105,36.983192,©
2,1,2,0,0,0,401,336,1447,17,-1.0,
3,1,2,1,0,0,401,336,1447,17,-1.0,
4,1,2,1,1,0,401,336,1447,17,-1.0,
5,1,2,1,1,1,401,336,1447,17,95.0, 
2,1,3,0,0,0,157,346,1696,19,-1.0,
3,1,3,1,0,0,157,346,1696,19,-1.0,
4,1,3,1,1,0,157,346,1696,19,-1.0,
5,1,3,1,1,1,157,346,1696,19,95.0, 
2,1,4,0,0,0,184,1169,1648,112,-1.0,
3,1,4,1,0,0,184,1169,1648,112,-1.0,
4,1,4,1,1,0,184,1169,1648,112,-1.0,
5,1,4,1,1,1,184,1171,756,92,88.056145,LEGISLATIVE
5,1,4,1,1,2,1034,1169,437,112,88.056145,"SERIES,"
5,1,4,1,1,3,1570,1171,262,93,95.324158,1946
2,1,5,0,0,0,830,1829,361,59,-1.0,
3,1,5,1,0,0,830,1829,361,59,-1.0,
4,1,5,1,1,0,830,1829,361,59,-1.0,
5,1,5,1,1,1,830,1829,361,59,95.139786,INDEXES
2,1,6,0,0,0,901,3047,252,115,-1.0,
3,1,6,1,0,0,901,3047,252,115,-1.0,
4,1,6,1,1,0,901,3047,252,44,-1.0,
5,1,6,1,1,1,901,3047,252,44,96.51812,GENEVA
4,1,6,1,2,0,973,3117,114,45,-1.0,
5,1,6,1,2,1,973,3117,114,45,95.764099,1948
2,1,7,0,0,0,183,3209,1697,50,-1.0,
3,1,7,1,0,0,183,3209,1697,50,-1.0,
4,1,7,1,1,0,183,3209,1697,50,-1.0,
5,1,7,1,1,1,183,3215,133,36,96.542374,Price:
5,1,7,1,1,2,345,3215,55,36,90.058273,2s.
5,1,7,1,1,3,421,3213,59,37,90.058273,6d.
5,1,7,1,1,4,514,3212,70,47,88.655403,(50
5,1,7,1,1,5,601,3211,120,47,95.676712,cents)
5,1,7,1,1,6,1280,3245,1,3,39.897369,_
5,1,7,1,1,7,1373,3209,382,49,39.897369, September-October
5,1,7,1,1,8,1780,3209,100,37,95.879219,1948
1,2,0,0,0,0,0,0,2231,3658,-1.0,
2,2,1,0,0,0,685,901,996,68,-1.0,
3,2,1,1,0,0,685,901,996,68,-1.0,
4,2,1,1,1,0,685,901,996,68,-1.0,
5,2,1,1,1,1,685,901,491,59,95.061966,LEGISLATIVE
