level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
1,1,0,0,0,0,0,0,2242,3482,-1.0,
2,1,1,0,0,0,182,324,1701,315,-1.0,
3,1,1,1,0,0,182,324,1701,315,-1.0,
4,1,1,1,1,0,849,324,353,63,-1.0,
5,1,1,1,1,1,849,324,353,63,95.192177,INDEXES.
4,1,1,1,2,0,571,441,925,55,-1.0,
5,1,1,1,2,1,571,445,38,39,93.165634,I.
5,1,1,1,2,2,651,441,525,43,95.942879,CHRONOLOGICAL
5,1,1,1,2,3,1216,441,280,55,95.77356,INDEXES.
4,1,1,1,3,0,183,529,1699,60,-1.0,
5,1,1,1,3,1,183,536,50,53,96.927063,A)
5,1,1,1,3,2,267,529,486,51,94.16684,CHRONOLOGICAL
5,1,1,1,3,3,773,537,191,40,96.093803,INDEX
5,1,1,1,3,4,984,537,74,40,96.45961,OF
5,1,1,1,3,5,1079,537,161,42,96.523018,LAWS
5,1,1,1,3,6,1260,536,122,41,95.470741,AND
5,1,1,1,3,7,1403,536,236,41,95.470741,ORDERS
5,1,1,1,3,8,1670,536,62,40,96.054993,IN
5,1,1,1,3,9,1764,535,118,40,96.150261,THE
4,1,1,1,4,0,182,595,1701,44,-1.0,
5,1,1,1,4,1,182,596,258,41,95.999863,ENGLISH
5,1,1,1,4,2,473,597,242,42,96.479774,EDITION
5,1,1,1,4,3,749,599,75,40,96.482025,OF
5,1,1,1,4,4,853,596,119,41,96.316544,THE
5,1,1,1,4,5,1004,596,387,41,95.94516,LEGISLATIVE
5,1,1,1,4,6,1426,595,205,42,96.268356,SERIES
5,1,1,1,4,7,1662,596,73,41,96.419838,OF
5,1,1,1,4,8,1766,595,117,40,96.403732,THE
2,1,2,0,0,0,182,655,1701,112,-1.0,
3,1,2,1,0,0,182,655,1701,112,-1.0,
4,1,2,1,1,0,182,655,1701,53,-1.0,
5,1,2,1,1,1,182,655,479,42,96.203842,INTERNATIONAL
5,1,2,1,1,2,699,656,236,41,95.859261,LABOUR
5,1,2,1,1,3,976,655,219,49,96.475197,"OFFICE,"
5,1,2,1,1,4,1241,667,118,41,96.057808,"1923,"
5,1,2,1,1,5,1400,656,122,40,94.353195,AND
5,1,2,1,1,6,1567,656,73,40,96.20475,OF
5,1,2,1,1,7,1683,655,200,41,96.404366,OTHER
4,1,2,1,2,0,182,715,1698,52,-1.0,
5,1,2,1,2,1,182,715,235,41,96.838524,LABOUR
5,1,2,1,2,2,453,716,387,41,95.439049,LEGISLATION
