country,region,text,page
BELGIUM,,"1956, 4 Aug. Royal Order to amend the Order of the Regent of 26 May  1945 to set up the National Placement and Unemployment  Office. (Moniteur Belge—Belgisch Staatsblad, 5 Sep. 1956)  Bel. 2 B  ",1
BELGIUM,,"1958, 12 Mar. Royal Order to amend the Order of the Regent of 26 May  1945 to set up the National Placement and Unemployment  Office. (Ibid., 17-18 Mar. 1958) Bel. 2 €  ",1
LUXEMBOURG,,"1947, 8 Aug. Grand-Ducal Order to regulate statutory public holidays.  (Mémorial, 11 Aug. 1947) Lux. 1B  ",1
MOROCCO,,"1959, 26 Dec. Dahir No. 1-59-382, to amend the Dahir of 9 Jan. 1946  respecting annual holidays with pay. (Bulletin Officiel,  8 Jan. 1960) Mor. 1 C  ",1
UNITED STATES OF AMERICA,,"1956, 8 Aug. An Act:to amend the Fair Labor Standards Act of 1938, as  amended. U.S.A.1B  ",1
UNITED STATES OF AMERICA,,"1957, 30 Aug. An Act to amend the Fair Labor Standards Act of 1938, as  amended, to restrict its application in certain overseas  areas, and for other purposes. U.S.A. 1 €  ",1
UNITED STATES OF AMERICA,,"1958, 25 Aug. An Act to amend the Fair Labor Standards Act of 1938  with respect to the frequency of review of minimum wage  rates established for Puerto Rico and the Virgin Islands.  U.S.A.1D  — 9 —  ",1
YUGOSLAVIA,,Note: The Legislative Series for 1961 also includes two translations in  which the International Labour Office has gathered together numerous amend-  ments to form a consolidated or more easily usable text. These are as follows:  ,2
IRAQ,,OF LABOUR LEGISLATION ENACTED IN 1961  Contents  ,2
IRAQ,,"This list gives the titles of Acts, decrees, regulations, etc., enacted during  1961 on labour and related subjects such as social security and co-operation.  ",2
IRAQ,It includes—,number of the brochure in bold type;  (b) enactments not published in the Legislative Series for 1961 that amend  ,2
IRAQ,It includes—,"legislation previously published in the Legislative Series, with a note  ",2
IRAQ,It includes—,"indicating the nature of the amendment or the sections amended;  (c) in the case of labour legislation, all other known enactments except those  ",2
IRAQ,It includes—,"of limited duration or scope (e.g. wage-fixing orders, trade descriptions,  ",2
IRAQ,It includes—,"minor administrative changes);  (d) in the case of legislation on related subjects, all Acts and general regula-  ",2
IRAQ,It includes—,"tions, but not detailed regulations or minor amendments.  Presentation  ",2
IRAQ,It includes—,"The titles are arranged chronologically under the names of the countries,  which are in alphabetical order, the legislation of provinces and overseas  territories being listed after that of the mother country. International  ",2
ALBANIA,,"6 Apr. Decision No. 92 of the Council of Ministers, respecting the training  of saps visors for agricultural co- operatives. (Gazeta Zyrtare,  5 June  ",3
ALBANIA,,"28 June Directive No. 40/57 under Ch. IX of the Labour Code! [liability  of manual and non-manual workers for damage to materials].  (Ibid., 18 July)  ",3
ALBANIA,,"27 Oct. Directive No. 9 of the Council of Ministers, respecting the issue  of work books to wage and salary earners [under Government  Ordinance No. 14 of 6 Oct. 1958 on the same subject (books to  be verified and brought up to date; penalties for administrative  personnel responsible for omissions)]. (Ibid., 25 Dec.)  ",3
ALBANIA,,"28 Oct. Decision No. 354 of the Council of Ministers, respecting the crea-  tion of an Institute of Industrial Research. (Ibid., 15 Nov.)  ",3
ALBANIA,,"1 Dec. Decision No. 409 of the Council of Ministers, respecting the admis-  sion to higher educational establishments of certain persons in  managerial positions who have not received a full secondary  education. (Ibid., 25 Dec.)  ",3
ARGENTINA,,"30 Jan. Decree No. 845, to establish an Advisory Council for Indigenous  Affairs. (Boletin Oficial, 1 Apr.)  ",3
ARGENTINA,,"27 June Decree No. 5467, to supplement s. 2 of Decree No. 845 of 30 Jan.  to establish an Advisory Council for Indigenous Affairs. (Ibid.,  13 July)  ",3
ARGENTINA,,"30 June Decree No. 5561, to alter the structure and prescribe the duties of  the Under-Secretariats of Labour and Social Security. (Ibid.)  ",3
ARGENTINA,,"25 July Decree No. 6259, to prescribe the structure and duties of the  General Directorate of Industrial Relations [of the Ministry of  Labour and Social Security]. (Ibid., 2 Aug.)  ",3
ARGENTINA,,"4 Oct. Decree No. 8828, partly to amend the regulations made under  the legislation establishing national social security funds for  employers, members of the professions, self-employed persons  and agricultural workers [amends Decrees Nos. 1511 and 1644  of 12 and 15 Feb. 1957, made under Acts Nos. 14397 2 and 14399  respectively, and Decree No. 11732 of 22 Sep. 1960 to prescribe  the rates of retirement and other pensions]. (Ibid., 23 Oct.)  ",3
ARGENTINA,,"13 Dec. Decree No. 11703, to promote the employment of blind persons  and persons with poor sight in economically productive activities.  (Ibid., 4 Jan. 1962)  1 LS. ant OP i 2,1960—Alb.4. 2 L.S.1954—Arg. 1, 1956—Arg. 3. 3 L.S. 1954—  ",3
ARGENTINA,,"Arg. 2, 956—Arg. 3.  — 14 —  ",3
AUSTRALIA,,"10 Feb. The Commonwealth Employees’ Compensation Regulations  [repeal the Employees’ Compensation Regulations (comprising  Statutory Rules Nos. 22 and 73 of 1953, 19 of 1954, 40 of 1958  and 42 of 1960)]. (Statutory Rules, 1961, No. 22)  ",4
AUSTRALIA,,"11 May An Act to amend the National Health Act 1953-1959 and for  other purposes [amends ss. 13, 16, 45, 66, 82E, 101 and 120 and  repeals s. 3 of the National Health Act 1959]. No.16. National  Health Act 1961. (Acts of the Parliament of the Commonwealth  of Australia, 1961, p. 98)  ",4
AUSTRALIA,,"6 June An Act to amend the Stevedoring Industry Act 1956-1957 [inter  alia, adds new ss. 7A (continuous ports and seasonal ports),  31A (registration of waterside workers as irregular waterside  workers), 32A (medical examination of registered waterside  workers}, 52A (reduction of qualifying service for long service  leave, etc., on account of participation in port stoppage) and a  new Part IIIA (Long Service Leave)]. No. 39. Stevedoring  Industry Act 1961.  ",4
