country,region,text,page
INTERNATIONAL,Esthonia — Latvia,"Nov. 1 Preliminary Treaty respecting the economic and customs union between  Esthonia and Latvia [art. 12: accident compensation]. (Likumu un ministru  kabineta noteikumu krajums, 1923, no. 158, p. 360; Riigi Teataja, 1924,  no. 8/9, p. 121) Extract: Int. 6  Finjand — Poland .  ",2
INTERNATIONAL,Esthonia — Latvia,"Nov. to Treaty of Commerce and Navigation between Finland and Poland [art. 21:  reciprocity of treatment in respect of social insurance]. (Dziennik Ustaw,  1924, no. 81, poz. 781; S. A. and F. F., 1924, no. 234, p.967) Extract: Int.5  ",2
INTERNATIONAL,Finland — Sweden,"Sept. 11 Agreement between Sweden and Finland concerning reciprocity in respect  of compensation for industrial accidents. (S. A. and F. F., 1923, no. 208;  Sveriges Overenkommelser med Frammande Makter, no. 17)  Text: Int. 3 (A, i)  Germany — Czechoslovakia .  ",2
INTERNATIONAL,Finland — Sweden,"Apr. 28 Protocol concerning the reciprocal treatment of nationals of the two Parties  [C: employment or dismissal of workers]. (League of Nations Treaty Series,  vol. XXXI, p. 165, no. 793)  ",2
INTERNATIONAL,Germany — Lithuania,"June 1 Treaty of Commerce between Germany and Lithuania [arts. 21 —22: migrants].  (Vyriausybes Zinios, 1924, no. 173; Reichsgesetzblatt, 1924, Part EI, no. 29,  p. 205) Extract: Int. 4  ",2
INTERNATIONAL,Germany — Saar Basin Governing Commission,May 31 P: 1 of 3rd 2 in tters of social insurance. (League  ,2
INTERNATIONAL,Germany — Saar Basin Governing Commission,"July 21 rotocol of 3rd June, 1921, concerning matte Cc u . g  of Nations Treaty Series, vol. XXVII, p. 296, no. 693)  NATIONAL LEGISLATION.  ",2
ALBERTA see Canada,,"Algeria, while such matters as do not come within the legislative power are regulated  ",2
ALBERTA see Canada,,"by decree of the President of the Republic.” (Statesman’s Year-Book, 1924, p. 899.)  ",2
ARGENTINE,Federal Government,"Mar. 23 Decree respecting the employment of women. (C.M. May 1923, Pp. 1055)  ",2
ARGENTINE,Federal Government,"June 16 Decree respecting the work and remuneration of convict labour. (C. M.  July 1923, p. 1080)  ",2
ARGENTINE,Federal Government,"June 30 Decree to approve the regulations under the second part of section 9 of Act  no. 11,110 (National Superannuation and Pensions Fund). (Almanaque  del Trabajo 1924, p. 125)  ",2
ARGENTINE,Federal Government,"Sept. 18 Decree respecting the prevention of accidents arising from the use of powet  machinery in agriculture. (C.M. Oct. 1923, p. 1140)  ",2
ARGENTINE,Federal Government,S.A. and F. F. = Suomen Asetuskokoelma and Finlands Férfattningssamling.  ,2
ARGENTINE,Federal Government,C. M. == Cronica Mensual del Departamento Nacional del Trabajo.  ,2
ARGENTINE,Federal Government,"Oct. 9 Act no. 11,232, providing for the institution of a superannuation and  pension fund for bank employees. (B. O. 14th Dec. 1923, p. 314)  Text: Arg. 3 (B)  ",3
ARGENTINE,Federal Government,"Nov. 12 Decree respecting Sunday rest [in Buenos Aires and the National Territories:  transportation of agricultural machinery]. (B. D. N. T., May 1924, p. 1293)  ",3
ARGENTINE,Federal Government,"Nov. 22 Act no. 11,289, providing for the institution of various superannuation funds.  (B. O. 14th Dec. 1923, p. 313) Text: Arg. 3 (A)  ",3
ARGENTINE,Federal Government,"Dec. 31 Decree for the administration of Act no. 817 respecting immigration. (C. M.  Feb. 1924, p. 1215)  ",3
ARGENTINE,Buenos Aires,"Sept. 11 Act no. 11,110: adoption by the province of Buenos Aires of Federal Act  no. 11,110 establishing a superannuation, pension, and relief fund for employees  of private tramway, telephone,’ gas and electrical undertakings, etc. (C. M.  Dec. 1923, p. 1183) -  ",3
ARGENTINE,Mendoza,"Nov. 22 Act no. 854 respecting old age pensions. (C. M. Feb. 1924, p. 1209)  ",3
ARGENTINE,Salta,"Aug. 28 Act no. 1133 respecting the legal working day. (C. M. Feb. 1924, p. 1206)  Text: Arg. 6  ",3
ARGENTINE,Salta,"Dec. 21 Regulations for the administration of the Act respecting the legal working  day. {C. M. Feb. 1924, p. 1207) Text: Arg. 6  ",3
ARGENTINE,San Juan,"Nov. 29 Act respecting the legal working day. (C. M. Dec. 1923, p. 1171) Text: Arg. 4  ",3
ARGENTINE,San Juan,"Nov. 29 Act respecting the minimum wage. (C. M. Dec. 1923, p. 1183) Text: Arg. 5  ",3
ARGENTINE,San Luis,"Dec. 31 Act no. 782 respecting the regulation of labour conditions. (B. D. N. T  Dec. 1924, no. 84, p. 1485)  ",3
ARGENTINE,Santa Fé,"Jan. 19 Decree to establish a Department of Labour in Santa Fé. (C. M. Mar. 1923,  : p. 1017) .  ",3
ARGENTINE,Tucuman,"Mar. 24 Act respecting the legal working day. (C. M. May 1923, p. 1055)  ' Text: Arg. 1 (A)  ",3
ARGENTINE,Tucuman,"Mar. 24 Act to establish a minimum wage. (C. M. May 1923, p. 1056)  Text: Arg. 2 (A)  ",3
ARGENTINE,Tucuman,"Apr. 30 Decree for the administration of the Act respecting the legal working day.  (C. M. July 1923, p. 1077) Text: Arg. 1 (B)  ",3
ARGENTINE,Tucuman,"Apr. 30 Decree for the administration of the Minimum Wage Act. (C. M. July 1923,  p. 1082) Text: Arg. 2 (B)  ",3
AUSTRALIA,Commonwealth,"Sept. r Act to amend sections seventeen, twenty-two, twenty-four, twenty-six,  thirty-one, forty-five, and forty-seven of the Invalid and Old Age Pensions  Act, 1908—1920. No. 15 of 1923. Consolidated text: Austral. 7  ",3
AUSTRALIA,Commonwealth,"See also League of Nations: Mandated Territorics (New Guinea, Nauru}.  ",3
AUSTRALIA,Commonwealth,C. M. = Cronica Mensual del Departamento Nacional del Trabajo.  ,3
AUSTRALIA,Commonwealth,B. O. = Boletin Oficial.  ,3
AUSTRALIA,Commonwealth,B. D. N. T. = Boletin del Departamento Nacional del Trabajo.  ,3
AUSTRALIA,Mew South Wales,"Mar. 7 Regulation under the Industrial Arbitration Act, 19121, as amended: Part  X (Publication of Notifications). (N. I. G. vol. XXIII, p. 685)  ",4
AUSTRALIA,Mew South Wales,"Mar. 16 Regulations under the Workmen’s Compensation (Lead Poisoning — Broken  Hill) Act, 1922? [nomination of medical board; notification forms]. (N. G. G.  23/3/23, 6/4/23; N. I. G. vol. XXIII, pp. 677 and 838)  ",4
AUSTRALIA,Mew South Wales,"Mar. 23 Regulations under the Industrial Arbitration Act [matters of procedure].  (N. I. G. vol. XXIII, p. 683)  ",4
AUSTRALIA,Mew South Wales,"May 18 Industrial Arbitration Act, Part X: Regulation no. 20 [private employment  agencies]. (N. I. G. vol. XXIII, p. 962)  ",4
AUSTRALIA,Mew South Wales,"July 11 Regulations under the Workmen’s Compensation (Lead Poisoning — Broken  Hill) Act, 1922? [amends Regulations of 16th March, 1923]. (N. G G. 27/7/23;  N. I G. vol XXIV, p. 6)  ",4
AUSTRALIA,Mew South Wales,"Aug. 8 Regulations under section 81 of the Industrial Arbitration Act, 19124, as  amended: conditions of apprenticeship in the industry or occupation of  bricklaying. (N. G. G. 10/8/23; N. I. G. vol XXIV, p. 244)  ",4
