country,region,text,page
INTERNATIONAL,,"Jan. gth Treaty of commerce and shipping between the Czechoslovak Re-  public and the Kingdom of Italy, signed at Rome on 23rd March,  1921. Provisionally brought into operation by the Czechoslovak  Government on 9th January, 1922. (EJ Int. 1 (1).  ",1
INTERNATIONAL,,"May 12th Polish-Italian Commercial Convention signed at Genoa on May 12th,  1922. (E} Int. 2.  ",1
INTERNATIONAL,,"July 27th Franco-German Convention respecting the crews on Rhine vessels,  signed at Berlin on 27th July, r922. [TJ Int. 4.  ",1
INTERNATIONAL,,"Sept. 25th Commercial treaty between the Czechoslovak Republic and the  Austrian Republic, signed at Prague on 4th May, 1921, ratified  on 25th September, 1922. {EJ Int. x (1).  ",1
INTERNATIONAL,,"Nov. 7th Franco-Belgian Agreement for the execution of section 6 of the  Convention of 14th February, 1921, concerning miners’ pensions,  signed at Paris on 7th November, 1922. [T] Int. 3.  ",1
AUSTRALIA,(New South Wales)!,"Sept. r2th Act to repeal the Eight Hours (Amendment) Act, 1920; to amend  the Eight Hours Act, 1916, and certain other Acts; and for purposes  connected therewith. No. 8 of 1922. [T] Austral. x (1).  ",1
AUSTRALIA,(New South Wales)!,"[Undated] Act to extend the provisions for the payment of compensation to  persons disabled by lead poisoning in or upon the Broken Hill mines;  to establish a Medical Board with jurisdiction in the county of  Yancowinna; to amend the Workmen’s Compensation Act, 1916,  and certain other Acts; and for purposes connected therewith.  No. 31 of 1922. [T] Austral. 3.  ",1
AUSTRALIA,( Queensland),"Oct. 18th Act to make provision for the Insurance of Unemployed Workers,  and for other ancillary purposes. [T} Austral. 2 (1).  ",1
AUSTRALIA,( Queensland),Nov. oth Regulations under the Unemployed Workers Insurance Act of  1922. [S] Austral. 2 (14).  ,1
AUSTRALIA,Austria!,Apr. 5th Act respecting industrial courts. [T] Aus. 1.  ,1
AUSTRALIA,Austria!,"June goth Act concerning the amendment of the Act of 30th March, 1888,  concerning workers’ sickness insurance (Sickness Insurance Amend-  ment Act No. XIII). [E] Aus. 6 (40).  ",1
AUSTRALIA,Austria!,"July i1th Act respecting the introduction of remuneration for apprentices  (Industrial Code Amendment Act 1922), [T] Aus. 2.  1 See also list of Laws and Orders of years previous to 1922, p. 12 below.  — 4 —  ",1
AUSTRALIA,Austria!,July 13th Act relating to theatrical contracts of service (Actors Act). [T]  . Aus. 3.  ,2
AUSTRALIA,Austria!,Aug. rst Order containing regulations for the protection of the life and healh  of workers against anthrax. [T] Aus. 4 (1).  ,2
AUSTRALIA,Austria!,Aug. Ist. Circular concerning regulations for the protection of human beings  against anthrax. [S] Aus. 4 (8).  ,2
AUSTRALIA,Austria!,"Aug. 18th Order respecting unemployment insurance contributions (Executive  Order No. I under the Unemployment Insurance Act as last amended  by the Federal Act of 19th July, 1922, B.G. Bl. No. 534). [S] Aus.7 (13).  ",2
AUSTRALIA,Austria!,"Aug. 18th Order respecting extension of the maximum period of unemployment  benefit (Executive Order No. II under the Unemployment Insurance  Act as last amended by the Federal Act of r9th July, 1922). [S]  Aus. 7 (14).  ",2
AUSTRALIA,Austria!,"Aug. rgth Order respecting the form of the notification for the establishment  of a claiin to unemployment benefit (Executive Order No. III under  the Unemployment Insurance Act as last amended by the Federal  Act of r9th July, 1922). [S] Aus. 7 (14).  ",2
AUSTRALIA,Austria!,"Aug. rgth Order respecting areas and seats of the district industrial com-  missions (Executive Order No. IV under the Unemployment In-  surance Act as last amended by the Federal Act of r9th July, 1922).  (S] Aus. 7 (14).  ",2
AUSTRALIA,Austria!,Sept. 6th Federal Act concerning the sickness insurance of workers (Sickness  Insurance Amendment Act No. XVI). [E] Aus. 6 (40).  ,2
AUSTRALIA,Austria!,Oct. r1th Order issuing the new version of the Unemployment Insurance  Act. [T] Aus. 7 (1).  ,2
AUSTRALIA,Austria!,"Oct. rth Order under which young persons, apprentices and persons whose  means of subsistence are not endangered, are excluded from un-  employment benefit (Executive Order No. V under the Unemploy-  ment Insurance Act as last amended by the Federal Act of rgth  July, 1922). [S] Aus. 7 (14).  ",2
AUSTRALIA,Austria!,Oct. 31st Order extending unemployment insurance to the Burgenland.  {Ti} Aus. 7 (15).  ,2
AUSTRALIA,Austria!,Nov. 7th Instructions for the district industrial commissions and the un-  employment offices respecting the administration of the Unemploy-  ment Insurance Act (new version). [S] Aus. 7 (15).  ,2
AUSTRALIA,Austria!,"Nov. roth Order respecting the establishment of a district industrial com-  mission for the Burgenland (Executive Order No. VI under the  Unemployment Insurance Act, new version). [S] Aus. 7 (15).  ",2
AUSTRALIA,Austria!,Nov. 2oth Order respecting the text of the Act relating to workers’ sickness  insurance. [T] Aus. 6 (1).  ,2
AUSTRALIA,Austria!,Dec. 13th Act relating to the contracts of service of caretakers (Caretakers  Order). [T] Aus. 5.  ,2
AUSTRALIA,Austria!,"Dec. 15th Act relating to extraordinary measures for unemployment relief  and the amendment of the Act of 24th March, 1920 (Amendment  Act no. VI to the Unemployment Insurance Act). [T] Aus. 7 (15).  ",2
AUSTRALIA,Austria!,Dec. 27th Order concerning the sickness insurance of persons employed in  home work (Executive Order No. V to the Sickness Insurance  Amendment Act No. VII). [T] Aus. 6 (41).  ,2
BELGIUM,,"May 26th Order concerning the application of the Eight-Hour Day Act of  r4th June, 1921, to persons employed in quarries. [T] Bel. 1 (1).  ",2
BELGIUM,,"May 26th Order concerning the application of the Eight-Hour Day Act of  14th June, 1921, to the building industry. [T] Bel. 1 (2).  ",2
BELGIUM,,"june zoth Order concerning the application of the Eight-Hour Day Act of  14th June, 1921, to the clothing industry and to industries subsidiary  thereto. [T] Bel. 1 (3).  ",2
BELGIUM,,"july 4th Order concerning the application of the Eight-Hour Day Act of  14th June, 1921, to the brickmaking industry. [T] Bel. 1 (3).  ",2
BELGIUM,,"july 4th Order concerning the application of the Eight-Hour Day Act of  14th June, 1921, to the food industries. [T] Bel. x (4).  ",2
BELGIUM,,Aug. 7th Act relating to the contract of employment. [T] Bel. 2.  —- 5 -—  ,2
BELGIUM,,"Sept. 2nd = Order concerning the application of the Eight-Hour Day Act of  14th June, 1921, to the building industry, public works, and private  undertakings in civil engineering which are not within the scope  of the building trade. Special scheme for the devastated regions.  (T] Bel. 1 (5).  ",3
BELGIUM,,"Oct. 11th Order concerning the application of the Eight-Hour Day Act of  14th June, 1921, to the sugar industry. [T] Bel. 1 (5).  ",3
BELGIUM,,"Oct. 14th Order concerning the application of the Eight-Hour Day Act of  14th June, 1921, to the retting of flax in streams. [T] Bel. 1 (6).  ",3
BELGIUM,,"Oct. 16th Order concerning the application of the Eight-Hour Day Act of  14th June, 1921, to the food industries. [T] Bel. 1 (6).  ",3
BULGARIA2,,Mar. 8th Regulations for the rendering of compulsory labour service by young  . women. [T] Bulg. 1 (1).  ,3
BULGARIA2,,Aug. 21st Regulations concerning the rendering of temporary compulsory  labour service. [T] Bulg. 1 (12). ;  F Oct. 30th Regulations concerning the organisation of compulsory labour ser-  vice. (T] Bulg. 1 (26).  CaMERoons. See League of Nations: Mandated Territories (French Cameroons).  ,3
CANADA,,"Apr. 12th Order of the Governor General in Council: immigration of Asiatics.  (T] Can. 1 (1),  ",3
CANADA,,May oth Order of the Governor General in Council: immigration for purposes  of employment. [T]} Can. 1 (2).  ,3
CZECHOSLOVAKIA,,Feb. 15th Act respecting emigration. [T] Cz. x (1).  ,3
CZECHOSLOVAKIA,,"June 8th Administrative Order under the Act of r5th February, 1922, re-  specting emigration. [S] Cz. 1 (17).  ",3
CZECHOSLOVAKIA,,July x1th Act concerning insurance in miners’ benefit societies [T] Cz. 2 (1).  ,3
CZECHOSLOVAKIA,,"Dec. 22nd Order in pursuance of section 84 of the Act of 11th July, 1922,  concerning insurance in miners’ benefit societies. [TI] Cz. 2 (26).  ",3
DENMARK,,"June 30th Act relating to the closing of shops, warehouses, etc. [T] Den. 1.  ",3
DENMARK,,"July roth Act containing provisions respecting the employment of children  and young persons in undertakings in handicrafts, industry and  transport. [T] Den. 2.  _ Aug. 7th Act relating to old age pensions, [T] Den. 3.  ",3
FINLAND,,"May 2oth Act to amend the Act respecting conditions of employment in shops  and commercial establishments, offices and warehouses. [T} Fin. 4 (1).  ",3
FINLAND,,June rst Act respecting contracts of work. [T] Fin. 1.  ,3
FINLAND,,June rst Act concerning rules of employment. [T] Fin. 2.  ,3
FINLAND,,June st Act relating to poor relief. [E] Fin. 3.  ,3
FRANCE?,,May 4th Decree concerning the labour system in French Equatorial Africa.  {T] Fr. 2.  ,3
FRANCE?,,Aug. roth Decree issuing public administrative regulations for the carrying  out of section 33m of Book I of the Code of Labour (wages of women  engaged in home work in the clothing industry). [T] Fr. 1 (1).  ,3
FRANCE?,,"Sept. 5th Decree under the Act of 2nd August, rgr9, to limit the duration  of work on ocean-going vessels to eight hours a day. [T] Fr. 4 (1).  ",3
FRANCE?,,"Sept. r4th Decree issuing public administrative regulations under the Act of  23rd April, 1919, respecting employees of railway companies other  than drivers, firemen, and trainmen, [T] Fr. 4 (3).  ",3
FRANCE?,,"Sept. 26th Decree concerning vocational guidance. [T] Fr. § (1).  2 See also list of Laws and Orders of years previous to 1922, p. 13 below.  —~ 6 —  ",3
FRANCE?,,Dec. 6th Decree issuing public administrative regulations for the establish-  ment of a uniform system of distributing working hours in the hair-  dressers’ shops and saloons in the towns of Ivry-sur-Seine and Vitry-  sur-Seine. [TI] Fr. 4 (12).  ,4
FRANCE?,,Dec. 11th Decree respecting the eight-hour day in the milling industry. [S]  Fr. 4 (11).  ,4
FRANCE?,,Dec. 15th Act to extend the accident insurance legislation to agricultural  undertakings. [T] Fr. 3.  ,4
FRANCE?,,Dec. 15th Decree issuing public administrative regulations for the establish-  ment of a uniform system of distributing working hours in the retail  chemists’ shops in the town of St. Nazaire. [Tl] Fr. 4 (12).  ,4
FRANCE?,,Dec. 28th Decree issuing public administrative regulations for the establish-  ment of a uniform system of distributing working hours in the retail  chemists’ shops in the town of Nevers. [TI] Fr. 4 (12).  FRENCH CamMERooNS. See League of Nations: Mandated Territories (French Cameroons).  ,4
GERMANY?,,Feb. 15th Act respecting the appointment of members of works councils to  the control board. [T] Ger. 1 (1).  ,4
GERMANY?,,Mar. 23rd Order concerning elections under the Act respecting the appointment  of members of works councils to the control board. [S] Ger. 1 (2).  ,4
GERMANY?,,Apr. 2oth Act respecting maternity benefit and other provision for maternity.  {S] Ger. 2 (8).  ,4
GERMANY?,,June 9th Act respecting maternity benefit. ([T] Ger. 2 (1).  ,4
GERMANY?,,June oth Act respecting provision for maternity. [T] Ger. 2 (5).  ,4
GERMANY?,,June gth Act concerning the variation of sums of money in connection with  social insurance. [T] Ger. 6 (1).  ,4
GERMANY?,,July r7th Act concerning working hours in underground mining. (T] Ger. 4.  ,4
GERMANY?,,july 22nd Employment Exchanges Act. [T] Ger. 3.  ,4
GERMANY?,,Aug. 5th Decree concerning provisional regulations for the hours on duty  of the workshop and traffic staff of the German Federal Railways.  (T] Ger. 5.  ,4
GERMANY?,,Sept. 22nd Orders relating to maternity benefit and other provision for maternity.  [S] Ger. 2 (8).  ,4
GERMANY?,,Dec. 4th Order respecting maternity benefit and other provision for maternity.  (S].Ger. 2 (8).  ,4
GERMANY?,,"Dec. 15th Orders relating to maternity benefit and other provision for maternity,  {S] Ger. 2 (8).  GREAT BRITAIN :  ",4
GERMANY?,,"Mar. 31st The Indiarubber Regulations, 1922, under section 79 of the Factory  and Workshop Act, 1901, for certain processes incidental to the  manufacture of indiarubber and of articles and goods made wholly  or partially of indiarubber. [T] G. B. 2 (1).  ",4
GERMANY?,,"Mar. 31st The Pottery Particulars Order, applying the provisions of section  116 of the Factory and Workshop Act, 1901, with modifications, to  factories and workshops in which the manufacture or decoration  of pottery is carried on. [T] G. B. 3.  ",4
GERMANY?,,"Apr. 12th Act to amalgamate the rates of contribution and the rates of benefit  under the Unemployment Insurance Acts, 1920 and 1921, and the  Unemployed Workers’ Dependants (Temporary Provision) Act, rg2I,  otherwise to amend the Unemployment Insurance Acts, 1920 and  1921, and to repeal the Unemployed Workers’ Dependants (Temporary  Provision) Act, 1921, and for purposes connected therewith. [T]  G. B. 1 (1).  ",4
GERMANY?,,"July r1th The Chemical Works Regulations, 1922, under section 79 of the  Factory and Workshop Act, 1901, to apply to the manufactures and  processes incidental thereto carried on in chemical works. [T] G.B. 2(5).  ",4
GERMANY?,,"july zoth Act to amend section four of the Unemployment Insurance Act,  1922, so far as relates to the third special period mentioned in that  Act. [T] G. B. 1 (10).  3 See also list of Laws and Orders of years previous to 1922, p. 13 below.  ~— 7 —  ",4
GERMANY?,,"Aug. 4th An Act to make further provision with respect to the cost of medical  benefit and to the expenses of the administration of benefits under  the Acts relating to National Health Insurance, to repeal section  two and to amend section twenty-nine of the National Health In-  surance Act, 1918, and for purposes connected therewith. [T] G. B. 4.  ",5
GERMANY?,,"Nov. 2nd The Woodworking Machinery Regulations, 1922, under section 79  of the Factory and Workshop Act, 1901, for the use of woodworking  machinery. [T] G. B. 2 (17).  ",5
GREECE,,"Jan. 28th Order of the Commission appointed in pursuance of section 3 of  the Royal Administrative Decree under Act No. 2654, respecting  the exemption of certain products from the prohibition contained  in Act No. 2654 of 1921 respecting the prohibition of the use of  white lead, etc., in the building industry and in other work. [T] Gr. 1.  ",5
GREECE,,June 30th Royal Decree concerning hygiene and the regulation of the hours  of work in bakeries. [T] Gr. 2.  ,5
GREECE,,July 16th Act respecting the compulsory insurance of wage-earning and salaried  employees. [T] Gr. 3.  ,5
GREECE,,July 29th Act to amend and supplement certain Acts for the protection of  workers. [T] Gr. 4.  ,5
