country,region,text,page
INTERNATIONAL,Austria—Hungary,"June 30 Treaty between the Kingdom of Hungary and the Republic of Austria  respecting the transit and junction arrangements between the two countries  as regards railway traffic [article 12, social insurance]. (Bundesgesetzblatt  fiir die Republik Osterreich, 1931, no. 246, p. 1369; Amtliche Nachrichten  des Bundesministeriums fiir soziale Verwaltung [Austria], 1931, no. 9, p. 270;  Orsz4gos Toérvénytar, 28th July, 1931, p. 319) Extract: Int. 8  ",4
INTERNATIONAL,Austria—Poland °,"Apr. 10 Treaty between the Republic of Poland and the Republic of Austria respecting  aerial navigation [art. 13, certificates of competency; art. 14, certificates of  airworthiness]. (Dziennik Ustaw Rzeczypospolitej Polskiej, poz. 512)  ",4
INTERNATIONAL,Austria—Poland °,See also Poland (Aug. 26).  ,4
INTERNATIONAL,Belgium—Morocco,"July 24 Convention between Belgium and the Shereefian Government respecting  compensation for injuries resulting from industrial accidents. (Moniteur  belge, 1932, no. 120, p. 2382) Text: Int. 11  ",4
INTERNATIONAL,China—Czechoslovakia,Feb. 12 Treaty of Amity and Commerce between the Czechoslovak Republic and  ,4
INTERNATIONAL,China—Czechoslovakia,"‘ the Republic of China [art. VIII: “The workmen of each of the High Con-  tracting Parties shall, irrespective of their sex, have all the facilities of entry  into the territory of the other, and shall, subject to its laws and regulations  equally applicable to foreign workmen, enjoy the same treatment and  protection as the workmen of the country ”]. (Sbirka z koni a nafizeni  statu Ceskoslovenského [Sammlung der Gesetze und Verordnungen des  choslovakischen Staates], no. 171)  ",4
INTERNATIONAL,Czechoslovakia—France,"May 22 Arrangement between the competent authorities in Czechoslovakia and  France to facilitate the admission of student employees into the two countries.  {Journal officiel de la République frangaise, no. 176, p. 8493; Bulletin du  Ministére du Travail [France], nos. 7—8—9, p. 352) Text: Int. 5  ",4
INTERNATIONAL,Czechoslovakia—Rumania,"June 27 Treaty of Commerce and Navigation between the Czechoslovak Republic  and the Kingdom of Rumania [art. IX, emigration and immigration]. (Sbirka  z konu a nafizeni statu ¢eskoslovenského [Sammlung der Gesetze und Ver-  ordnungen des Cechoslovakischen Staates}], no. 114; Monitorul Oficial  [Rumania], 1931, p. 3553)  ",4
INTERNATIONAL,Denmark—Lithuania,"June 21 Treaty of Commerce and Navigation between Denmark and Lithuania  {art. XVI, emigration]. (Lovtidenden for Kongeriget Danmark, 1931, A.  no. 9, p. 152; Vyriausybés Zinios [Lithuania], 1931, no. 352, p. 9)  ",4
INTERNATIONAL,Denmark—Sweden,"Jan. 27 Agreement concluded between Denmark and Sweden respecting attendance  on seamen during sickness, the repatriation of seamen, and other matters.  (Lovtidenden for Kongeriget Danmark, A. — no. 10, p. 227; Sveriges Sverens-  kommelser med frammande makter, no. 1) Text: Int. 2  ",4
INTERNATIONAL,Estonia—Netherlands,"Sept. 1 Treaty respecting the mutual recognition by the Netherlands and Estonia  of certificates of survey of seagoing vessels. (Staatsblad van het koninkrijk  der Nederlanden, 1931, no. 8)  ",4
INTERNATIONAL,Estonia—Netherlands,(1521) — 5 —  ,5
INTERNATIONAL,France—Netherlands,"Oct 16 Arrangement between France and the Netherlands to facilitate the admission  e 29 of student employees into the two countries. (Journal officiel dela République  francaise, p. 13,277; Bulletin du Ministére du Travail et de la Prévoyance  Sociale [France], nos. 1o—11—12, p. 472) Text: Int. 9  ",5
INTERNATIONAL,France—Rumania,"Jan. 28 Labour Treaty between France and Rumania. (Bulletin du Ministére du  Travail [France], nos. 4—5—6, p. 237, nos. 7—8—9, p. 351; Monitorul  Oficial [Rumania], no. 51, p. 1717) Text: Int. 1  ",5
INTERNATIONAL,France—Rumania,See also Rumania (Feb. 28).  ,5
INTERNATIONAL,Germany—Haiti,"Mar. 10 Treaty of Amity and Commerce between the Republic of Haiti and Germany  [Final Protocol to Art. 1, situation remains unchanged with respect to the  employment of foreign workers]. (Reichsgesetzblatt, 1931, IJ, no. 1, p. 2)  ",5
INTERNATIONAL,Great Britain—Latvia,"July 24 Arrangement between Latvia and Great Britain for the disposal of the estates  of deceased seamen. (Likumu un ministru Kabineta noteikumu krajums  [Latvia], no. 19, p. 371)  ",5
INTERNATIONAL,Iceland—Norway,"May 31 Treaty between Iceland and Norway respecting reciprocity in connection  with accident insurance. (Stjérnartidindi [Iceland], 1931, A. 4, p. 2273  Overenskomster med fremmede stater [Norway], no. 9, p. 667)  Text: Int. 7  ",5
INTERNATIONAL,Iceland—Sweden,"Oct. 31 Treaty between the Kingdom of Iceland and the Kingdom of Sweden respect-  ing compensation for industrial accidents. (Stjérnartidindi [Iceland], A. 5,  p. 286; Sveriges 6verenskommelser med frammande makter, no. 55, p. 353)  Text: Int. 4  ",5
INTERNATIONAL,Irish Free State—lItaly,May ro Agreement respecting the reciprocal recognition of passenger ships’ certificates  and emigrant ship regulations.  ,5
INTERNATIONAL,Irish Free State—Switzerland,"Nov.3/4 Agreement respecting unemployment insurance [exchange of Notes]. (Treaty  Series [Ireland], no. 12; Treaty Series [Great Britain], no. 51; Feuille fédérale  [Switzerland] II, p. 735; Bundesblatt [Switzerland] II, 719)  ",5
INTERNATIONAL,Latvia—Lithuania,"Nov. 24 Commercial Agreement between Latvia and Lithuania [article 3, labour  protection and social insurance]. (Likumu un ministru kabineta noteikumu  krajums [Latvia], no. 26, p. 505; Vyriausybés Zinios [Lithuania], 1931, no. 346,  p. 1; Amtsblatt des Memelgebietes, 1931, no. 14, p. 121)  Extracts: Int. 6  ",5
INTERNATIONAL,Latvia—Sweden,"Jan. 11 Agreement between Latvia and Sweden respecting the mutual recognition  of Latvian and Swedish ship survey certificates. (Likumu un ministru  kabineta noteikumu krajums [Latvia], no. 12, p. 163; Sveriges dverens-  kommelser med frammande makter, 1930, no. 52)  ",5
INTERNATIONAL,Poland—Spain,"May 7 Treaty of Commerce and Navigation between Poland and Spain [art. 13,  crews of vessels]. (Gaceta de Madrid, no. 206, p. 602)  — 6 — (1522)  ",5
INTERNATIONAL,Portugal—Spain,"Aug. 12 Agreement between Portugal and Spain respecting the seaworthiness of  vessels. (Diario do Governo [Portugal}, no. 213, p. 1,870; Gaceta de Madrid,  no. 225, p. 1,018)  ",6
INTERNATIONAL,Portugal—Spain,See also Portugal (Aug. 30).  ,6
INTERNATIONAL,Portugal—Spain,"For national legislation relating to International Treaties and .Agreements see Austria  (Mar. 11, May 14); Belgium (June 20, July 24); Czechoslovakia (Dec. 5); Denmark  (Jan. 10, Mar. 10, July 19); Finland (Jan. 10); France (May 2, July 12, Aug. 3, Aug. 20);  Germany (Aug. 7, Attg. 14, Oct. 25); Iceland (Dec. 8); Latvia (July 7, Dec. 22); Nether-  lands (July 18, Aug. 21, Oct. 28); Poland (Aug. 26); Portugal (Aug. 30); Rumania  ",6
INTERNATIONAL,Portugal—Spain,"(Feb. 28, Apr. 24); Switzerland (Nov. 27).  ",6
INTERNATIONAL,Portugal—Spain,"For national legislation relating to the Draft Conventions and Recommendations adopted  by the General Conference of the International Labour Organisation of the League of  Nations see Belgiuin (July 22); Denmark (July 12); Estonia (Jan. 17, Mar. 19); France  (Mar. 29, Aug. 9, Oct. 10); France: Dependencies (Africa: Tunis, Mar. 25); Germany  (Jan. 14, Mar. 27, Apr. 3, July 24, Oct. 10); Greece (Apr. 5, May 8, Aug. 9); Irish Free  State (June 24); Italy (Apr. 26); Latvia (Mar. 20); Rumania (Apr. 24); Uruguay  ",6
ALBANIA,,"Feb. 18 Resolution respecting alien workers immigrating into Albania. (F.Z. no. 14,  Pp. 4)  ",6
ALBANIA,,"Apr. 8 Act respecting economic statistics. (F.Z. no. 25, p. 1)  ",6
ALBANIA,,"Apr. 22 Act to amend sections 2, 3, 5—g and 14 of the Roads Act of 8th February,  1929 (compulsory labour]. (F.Z. no. 28, p. 2)  ",6
ALBANIA,,"Dec. 15 Regulations under the Act of 8th April, 1930, respecting economic statistics.  (F.Z. 1931, no. 3, p. 1)  ",6
ALBANIA,ALBERTA see Canada Provinces,"ALGERIA: see France (Mar. 29).  ALSACE-LORRAINE (Departments of Haut-Rhin, Bas-Rhin and Moselle): see France  (May 24, Aug. 9, Sept. 18, Oct. 22, Nov. 4, Nov. 18, Dec. 30).  ANGLO-EGYPTIAN SUDAN: see Great Britain: Dependencies (Africa: Sudan, Anglo-Egyptian),  ",6
ARGENTINE REPUBLIC,,"Mar. 11 Decree no. 47, issuing regulations under Act no. 11,5441 (hours of work).  (B.O. no. 10,774, p. 33) Text: Arg.1 (A)  ",6
ARGENTINE REPUBLIC,,"Mar. 11 Decree no. 48, to postpone the application of Act no. 11,5441 to employees  in the maritime, river and harbour services, and to other undertakings covered  by Act no. 11,110. (B.O. no. 10,774, p. 34) Text: Arg. 1 (B)  ",6
ARGENTINE REPUBLIC,,"Apr. 10 Regulations respecting the certificates of masters in the coasting trade and  skippers and helmsmen engaged in inland navigation. (B.O. no. 10,849,  Pp. 162)  ",6
ARGENTINE REPUBLIC,,F.Z. = Fletorja Zyriare.  ,6
ARGENTINE REPUBLIC,,B.O. — Boletin oficial.  ,6
ARGENTINE REPUBLIC,,"1 L.S. 1929 (Arg. 1, A).  ",6
ARGENTINE REPUBLIC,,(1523) —- 7—  ,7
ARGENTINE REPUBLIC,,"May 14 Decree no. 54, issuing regulations under Act no. 11,575 [of 5th December,  1929] respecting the National Pension Fund for bank employees. (B.O  No. 10,814, Pp. 785)  ",7
ARGENTINE REPUBLIC,,"May 21 Decree to amend section 60 of the Decree [of 14th January, 1916] to issue  regulations under Act no. 9688 [of 11th October, 1915] respecting industrial  accidents [compensation for loss of two phalanges]. (C.M. no. 147, p. 3139)  ",7
ARGENTINE REPUBLIC,,"June 14 Order respecting the employment of women [interprets Act no. 11,317  respecting the employment of women and Act no. 11,544) respecting hours  of work as allowing women to work more than eight hours a day (within the  limits of the Hours of Work Act), subject to a 48-hour week]. (C.M. no. 147,  P. 3139)  ",7
ARGENTINE REPUBLIC,,"July 14 Decree no. 88, to authorise night work in bakeries. (B.O. no. 10,905, p. 483;  C.M. no. 148, p. 3163) Text: Arg. 2  ",7
ARGENTINE REPUBLIC,,"Sept. 10 Decree no. 12, to prolong to 1st January, 1931, the suspension of Act no. 11,544!  (hours of work). (B.O. no. 10,905, p. 482) Text: Arg.1 (C)  ",7
ARGENTINE REPUBLIC,,"Dec. 31 Decree no. 560, to issue regulations respecting the employment of persons  engaged in the railway services. (B.O. 1931, no. 10,998, p. 209)  Text; Arg. 4  ",7
ARGENTINE REPUBLIC,,"Dec. 31 Decree no. 561, to issue regulations respecting the employment of persons  engaged in tramway and omnibus undertakings. (B.O. 1931, no. 10,994,  Pp- 49) Text: Arg. 3 (A)  ",7
ARGENTINE REPUBLIC,,"Dec. 31 Decree no. 562, to issue regulations respecting the employment of persons  engaged in maritime and inland navigation and dock and harbour services.  (B.O. 1931, no. 10,994, P. 49) Text: Arg. 3 (B)  ",7
ARGENTINE REPUBLIC,,"Dec. 31 Decree no. 563, to issue regulations respecting the employment of persons  engaged in the telephone, telegraph and wireless telegraphy services. (B.O.  1931, NO. 10,994, P. 50) Text: Arg. 3 (C)  ",7
ARGENTINE REPUBLIC,,"Dec. 31 Decree no. 564, to issue regulations respecting the employment of persons  engaged in electricity and gas undertakings. (B.O. 1931, no. 10,994, P- 51)  . Text: Arg. 3 (D)  ",7
AUSTRALIA,,"Jan. 17 Regulations under the Invalid and Old-age Pensions Act 1908—1928?:  amendment of Forms 2 and 3%. (C.S.R. no. 4, p. 188)  ",7
AUSTRALIA,,"Feb. 10 Regulations under the Invalid and Old Age Pensions Act 1908—1928?:  amendment of Forms 2 and 34. (C.S.R. no. 11, p. 188)  ",7
