country,region,text,page
ALBANIA,,"Jan. 16 Decree to promulgate the municipal hygiene regulations [ss.  5-18, public assistance; ss. 50-52, supervision of industries, in  particular, unhealthy industries]. (Mletorja Zyrtare, 16th March,  1942, No. 29, supplement No. 3, p. 1)  ",3
ARGENTINE REPUBLIC,,"Feb. 7 Decree No. 112,995, respecting the daily rest period of women  and young persons [repeals Decree No. 88,562 of 17th April,  1941]. (B.O. 6th May, 1942, No. 14,307, p. 1)  ",3
ARGENTINE REPUBLIC,,"Mar. 2 Decree No. 114,619, respecting the hours of woftk of persons em-  ployed in the maintenance of lifts, elevators, hoists, etc. (B.O.  6th May, 1942, No. 14,307, p. 2)  ",3
ARGENTINE REPUBLIC,,"Apr. 29 Decree No. 118,755, to issue regulations under Act No. 12,713 of  3rd October, 1941, respecting homework’. (B.O. 11th May, 1942,  No. 14,311, p. 1)  ",3
ARGENTINE REPUBLIC,,"July 2 Decree No. 124,085, to approve the recommendation respecting  the creation of a Board for the Co-ordination of Public Works  and to set up a General Directorate for the Co-ordination and  re of Public Works. (B.O. 13th August, 1942, No. 14,386,  p.  ",3
ARGENTINE REPUBLIC,,+L. S. 1941 (Arg. 1).  ,3
ARGENTINE REPUBLIC,,"1942 — Indexes —4—  ARGENTINE REPUBLIC (continued) ,  ",4
ARGENTINE REPUBLIC,,"July 18 Decree No. 124,925, to substitute a new text for sections 25 and  35 of Decree No. 80,229 of 15th April, 1936"", to issue regulations  under Act No. 11,933, respecting the Maternity Fund’. (B.O. 23rd  July, 1942, No. 14, 368, p. 1)- Arg. 1  ",4
ARGENTINE REPUBLIC,,"Aug. 27 Act No. 12,754, to amend sub-paragraph () of section 10 of  Act No. 12,612 of 9th October, 1939, respecting the Retirement  and Survivors’ Fension Fund for the Mercantile Marine. (B.O.  10th September, 1942, No. 14,408, p. 1)  ",4
ARGENTINE REPUBLIC,,"Oct. 14 Act No. 12,789, respecting the engagement of workers for em--  ployment in agriculture, stock-raising, mining, etc. (B.O. 26th  October, 1942, No. 14,446, p. 3) Arg. 2  ",4
ARGENTINE REPUBLIC,,"Oct. 14 Act No. 12,825, to amend Act No. 10, 650 of 30th April, 1919,  respecting yailwaymen’s pensions. (B.O. 22nd October, 1942,  No. 14,443, p. 1)  ",4
ARGENTINE REPUBLIC,,"Nov. 5 Decree No. 134,645 - 8436, to specify the duties of the General  Directorate for the Coordination and Planning of Public Works.  (B.O. 23rd November, 1942, No. 14,469, p. 1)  ",4
ARGENTINE REPUBLIC,,"Dec. 19 Decree No. 138,777, to set up the Board for the Co-ordination of  Public Works. (B.O. 13th January, 1943, No. 14,509, p. 2) \  PROVINCES  ",4
ARGENTINE REPUBLIC,Buenos Aires,"Oct. 26 Act No. 4838, respecting the compulsory provision of first aid  and medical attendance in industrial establishments. (Boletin  Oficial de la Provincia de Buenos Aires, 31st October, 1942,  No. 9410, p. 11,417) . ILS.S. Vol. XIX, No. 1, p. 8  ",4
ARGENTINE REPUBLIC,Buenos Aires,"Dec. 12 Decree No. 20,423, to issue regulations for the application in the  Province of Buenos Aires of National Act No. 12,713 of 3rd  October, 1941, respecting homework’. (Labor, Revista del Depar-  tamento del Trabajo de la Provincia de Buenos Aires, November -  - December 1942, Year I, No. 2, p. 138)  ",4
ARGENTINE REPUBLIC,Buenos Aires,"Dec. 17 Decree No. 20,720, respecting conditions of employment and living  conditions of workers employed at brick kilns. (op. cit. 18th  December, 1942, No. 9,449, p. 11,997)  Catamarca | RSE  ",4
ARGENTINE REPUBLIC,Buenos Aires,"Oct. 1 Act No. 1225, respecting the imposition of fines for contraventions  of national or provincial laws relating to labour. (Boletin Oficial  de ia Provincia de Catamarca, 17th October, 1942, No. 125,  p. 1403)  ",4
ARGENTINE REPUBLIC,Buenos Aires,"Nov. 28 Decree No. 1392, to amend the Decree of 30th June, 1917, issuing  regulations under National Act No. 9688 of 1lith October, 1915,  respecting liability for industrial accidents and occupational  diseases. (op. cit., 12th December, 1942, No. 149, p. 1814)  Cordoba . .  ",4
ARGENTINE REPUBLIC,Buenos Aires,"Oct. 24 Decree No. 49,335, to issue regulations under National Act No.  12,713 of 3rd October, 1941, respecting homework’. Boletin Oficial  de la Provincia de Cordoba, 27th October, 1942)  ",4
ARGENTINE REPUBLIC,Jujuy,"Apr. 14 Decree No. 882, to provide for the inspection of all mines in the  Province. (Boletin Oficial de la Provincia de Jujuy, 28th April,  1942)  ",4
ARGENTINE REPUBLIC,Jujuy,B.O. = Boletin Oficial de la Republica Argentina.  ,4
ARGENTINE REPUBLIC,Jujuy,"2L. S. 1936 (Arg. 1, A) — 7. S. 1934 (Arg. 1, B); amendment: L. S. 1936  ",4
ARGENTINE REPUBLIC,Mendoza,"July 6 Decree No. 630 G, to issue regulations under National Act No.  12,713 of 3rd October, 1941, respecting homework'. (Revista del  Departamento del Trabajo, Mendoza, July, 1942, Year I, No. 6,  p. 39)  ",5
ARGENTINE REPUBLIC,Mendoza,"July 21 Decree No. 689 G., to prescribe regulations for the mining in-  dustry [hours of work, hygiene and safety, etc.] (op cit., Septem-  ber, 1942, Year II, No. 7, p. 29)  ",5
ARGENTINE REPUBLIC,Mendoza,"Aug. 24 Act No. 1497, to supplement Act No. 1002 of 31st December, 1932,  respecting the Saturday afternoon holiday. (op. cit., September,  1942, Year II, No. 7, p. 29)  ",5
ARGENTINE REPUBLIC,Mendoza,"Sept. 30 Act No. 1520, respecting hygiene and safety in employment.  (Boletin Oficial de la Provincia de Mendoza, 21st October, 1942,  No. 11,385, p. 6225) 1.S.S. Vol. XIX, No. 2, p. 69.  ",5
ARGENTINE REPUBLIC,San Juan,"Apr. 17 Decree No. 539, respecting the application of the National Act  respecting the employment of women and children [i.e. Act. No.  11,317 of 30th September, 1924, as amended by Act No. 11,932 of  15th October, 1934‘]. (Boletin Oficial de la Provincia de San  Juan, 2nd May, 1942)  ",5
ARGENTINE REPUBLIC,San Juan,"Apr. 17 Decree No. 543 G., to issue regulations under National Act No.  12,205 of 25th September, 1935, respecting the provision of chairs  for employees®. (op. cit. 28th April, 1942)  ",5
ARGENTINE REPUBLIC,Tucuman,"July 17 Decree No. 1080, to issue regulations under National Act No.  12,713 of 3rd October, 1941, respecting homework"". (Boletin Oficial  de da Provincia de Tucuman, 23rd July, 1942, No. 1001, p. 3325)  ",5
AUSTRALIA,,"Jan. 31 National Security (Man Power) Regulations [amended by Regu-  lations of 6th March, 11th March and 4th August, 1942]. S.R.  No. 34, No. 102, No. 113 and No. 345.  ",5
AUSTRALIA,,Feb. 11 Amendment of the National Security (Reinstatement in Civil  Employment) Regulations®. S.R. No. 55. Austral. 2 (A)  ,5
AUSTRALIA,,"Feb. 19 National Security (Economic Organization) Regulations [Part  V, industrial provisions, wages, etc.] [amended frequently during  the year; last amendment dated 16th December, 1942.] S.R. No.  76 and No. 539.  ",5
AUSTRALIA,,"Mar. 2 National Security (Employment of Women) Regulations [for  consolidated text as amended to 22nd September, 1942, see L.S.  1942 (Austral. 1, A)]. S.R. No. 92.  ",5
AUSTRALIA,,"Mar, 23 Amendment of the National Security (Industrial Peace) Regu-  lations’. S.R. No. 143. Austral. 3 (A)  ",5
AUSTRALIA,,"May 18 An Act to amend the Invalid and Old-age Pensions Act, 1908-  1941°, and for other purposes. No. 3 of 1942.  ",5
AUSTRALIA,,May 18 An Act to amend the Maternity Allowances Act 1912-1937. No. 4  of 1942.  ,5
AUSTRALIA,,SR. = Statutory Rules.  ,5
AUSTRALIA,,"4 LS. 1924 (Arg. 1); 1934 (Arg. 1, A). —*> LS. 1935 (Arg. 3). — ®* LS. 1941  (Austral. 2). — 7 LS. 1941 (Austral. 1 and 3). — 8 LS. 1923 (Austral. 753  1928 (Austral. 4); 1931 (Austral. 14); 1932 (Austral. 4 and 14); 1933 (Austral.  8); 1935 (Austral. 5); 1936 (Austral. 4): 1937 (Austral. 1); 1941 (Austral 4).  ",5
AUSTRALIA,,1942 — Indexcs —6—  ,6
AUSTRALIA,,May 18 An Act to amend the Child Endowment Act 1941. No. 5 of 1942.  Consolidated text: Austral. 4 (B)  ,6
AUSTRALIA,,"June 5 An Act to provide for the payment of widows’ pensions, and for  other purposes. No. 19 of 1942. Widows’ Pensions Act 1942.  ",6
AUSTRALIA,,June 19 Amendments of the National Security (Reinstatement in Civil  Employment) Regulations’. S.R. No. 267. Austral. 2 (B)  ,6
AUSTRALIA,,July 8 National Security (Industrial Lighting) Regulations. S.R. No. 302.  ,6
AUSTRALIA,,Sept. 14 Amendments of the National Security (Industrial Peace) Regu-  lations’. S.R. No. 395. Austral. 3 (B)  ,6
AUSTRALIA,,Oct. 6 An Act to encourage and regulate the employment of women  for the purpose of aiding the prosecution of the present war.  No. 55 of 1942. Women’s Employment Act 1942. Austrz1. 1 (A)  ,6
AUSTRALIA,,Oct. 17 National Security (Hours of Work) Regulations. S.R. No. 446.  ,6
AUSTRALIA,,Dec. 22 Amendments of the Women’s Employment Regulations. S.R.  No. 548. Austral. 1 (B)  STATES  ,6
AUSTRALIA,New South Wales,"Mar. 11 Order under section 34 of the Factories and Shops Act, 1912-  1942°: measures to prevent accidents in factory premises where  electro-plating is carried on [ further Orders under section 34  were issued on April 27 (safety regulations for factory premises  where compressed air is used), July 27 (safety and health  of persons employed in confined or enclosed spaces) and Sep-  tember 22 (safety and health of persons employed: (1) in  factories in which there are certain refrigerating systems, and  (2) in factories in the event of enemy action]. (N.G.G., 27th  March, 22nd May, 7th August and 9th October, 1942, pp. 1124,  1721, 2313, 2746 and 2747)  ",6
AUSTRALIA,New South Wales,"June 16 Widows’ Pensions (Amendment) Act, 1942. No. 6 of 1942.  . Date of commencement: 30th June, 1942. (N.G.G. 26th June,  1942, p. 1968)  ",6
AUSTRALIA,New South Wales,"June 19 Coal and Oil Shale Mine Workers (Pensions) Amendment Act,  1942. No. 12 of 1942. ; .  ",6
AUSTRALIA,New South Wales,"June 24 Workers’ Compensation Act?® and Workmen’s Compensation  (Broken: Hill) Act“ (Amendment) Act, 1942 [further amended  by Act of 23rd December, 1942]. No. 13 and No. 30 of 1942.  Dates of commencement: 1st July, 1942, and lst January, 1943.  (N.G.G. 26th June and 24th December, 1942, p. 1968 and pp. 3237)  ",6
AUSTRALIA,New South Wales,"June 24 Workers’ Compensation (Silicosis) Act, 1942 [repeals earlier  legislation; amended by Act of 23rd December, 1942]. No. 14  and No. 31 of 1942.  Dates of commencement: lst July, 1942, and Ist January, 1943.  (N.G.G. 26th June and 24th December, 1942, p. 1969 and p. 3237)  ",6
AUSTRALIA,New South Wales,"Aug. 6 Order under the Factories and Shops Act, 1912-1941°, respecting  the covering or surfacing of floors in factories. (N.G.G. 21st  August, 1942, p. 2392) I.S.S. Vol. XEX, No. 1, p. 8  ",6
AUSTRALIA,New South Wales,"Sept. 2 Proclamation under the Navigation Act, 1901-1941: rules for  life-saving appliances. (N.G.G. 11th September, 1942, p. 2527)  ",6
AUSTRALIA,New South Wales,S.R. = Statutory Rules.  ,6
AUSTRALIA,New South Wales,N.G.G. = New South Wales Government Gazette.  ,6
