country,region,text,page
AUSTRIA,,"1977—Aus. 2. This translation reproduces the official consolidation of the Unemployment  Insurance Act 1958 (originally translated as Legislative Series, 1958—Aus.  1... 1967—Aus. 1).  ",1
DENMARK,,"1977—Den. 2. This translation reproduces the official consolidation of the Act respecting  placement and unemployment insurance (originally translated as Legislative  Series, 1970—Den. 1). It includes minor subsequent amendments made by an  Act of 14 Dec. 1977.  ",2
FRANCE,,1977—Fr. | =‘ This translation reproduces a consolidation prepared by the International  Labour Office of the Seamen’s Code (originally translated as Legislative Series  1926—Fr. 13... . 1960—Fr. 4).  ,2
NETHERLANDS,,"1977—Neth. | This translation reproduces a consolidation prepared by the International  Labour Office of the Labour Act 1919 (last translated as Legislative Series,  1964—Neth. 1).  ",2
NETHERLANDS,,"1977—-Neth. 2 This translation reproduces the official consolidation of the General Incapacity  Act of 1975, as last amended by an Act of 12 May 1977.  ",2
PORTUGAL,,"1977—Por. 1 This translation reproduces a consolidation prepared by the International  Labour Office of Legislative Decree No. 372-A/75 of 16 July 1975 respecting the  termination of individual contracts of employment, as last amended by Act No.  48/77 of 11 July 1977.  ",2
SWEDEN,,"1977—Swe. 1 This translation reproduces the official consolidation of the Employment  Market Order (last translated as Legislative Series, 1968—Swe. 1, 1971—Swe.  1).  ",2
SWEDEN,,"1977—Swe. 3 This translation reproduces the official consolidation of the Act (No. 371 of  1974) respecting the judicial procedure to be followed in labour suits (originally  translated as Legislative Series, 1974—Swe. 5).  Ill. ERRATUM  Legislative Series, 1976  ",2
SWEDEN,,"Por. 1 P. 9: in footnote 2, for “Por. 1” read ‘*Por. 2”.  1V. CHRONOLOGICAL LIST  OF LABOUR LEGISLATION ENACTED IN 1977  Introduction  ",2
SWEDEN,,"This list gives the titles of Acts, decrees, regulations, etc., made in 1977 on labour and related  subjects such as social security and co-operation. It includes the titles of all 1977 texts that have  come to the knowledge of the ILO, except those of limited duration or scope. Texts published in the  Legislative Series bear an indication, on the right-hand margin in bold type, of the reference number  of the text and, in parentheses, of the number of the quarterly volume.  4  ",2
SWEDEN,,"The titles are arranged chronologically under the names of the countries, which are in  alphabetical order, the legislation of provinces and overseas territories being listed after that of the  mother country. International agreements will be found at the end of the list.  ",3
SWEDEN,,"For each title the list indicates the date (where no year is given, the date refers to the year 1977)  and the official gazette or other source (except where the enactment was published separately).  ",3
SWEDEN,,"Where the title is not sufficiently explicit, the subject of the enactment (or, in the case of  amending legislation, the nature or scope of the amendments) is indicated in square brackets.  Details of the repeal of earlier legislation are recorded in the same way.  ",3
SWEDEN,,"An indication is given, where appropriate, of earlier texts published in the Legislative Series.  Where there are more than two such texts relating to a particular item, only the first and last are  given, e.g. “LS 1948—Aus. 2 . . . 1965—Aus. 3’’. (In this example the references to texts published  between 1948 and 1965 will be found in the texts themselves, each text referring to the immediately  ",3
ANGOLA,,"29 July Order to provide for the distribution of the hours of work over the 44-hour  week. (ibid., 30 July)  ",3
ARGENTINA,,"11 Feb. Decree No. 385, to repeal s. 7 of Decree No. 1045 of 1974 [LS 1974—Arg. I Jand  all provisions made thereunder [s. 7 provided for the possibility of extending the  rates of contributions fixed by occupational associations to all workers in the  relevant field of activity]. (Boletin Oficial, 17 Feb.)  ",3
ARGENTINA,,"6 Oct. Act No. 21659, to replace s. 252 of Act No. 20744 [LS 1974—Arg. 2}, as  amended by Act No. 21297 [LS 1976—Arg. 1}, to approve rules governing  contracts of employment [retirement pension formalities]. (ibid., 12 Oct.)  ",3
AUSTRALIA,,"7 June An Act to amend the Australian National Railways Act 1917 [inter alia, repeals  ss. 47 and 54 and amends various provisions respecting retirement benefits,  labour discipline, and conciliation and arbitration). No. 38. Australian National  Railways Amendment Act 1977.  ",3
AUSTRALIA,,"16 June An Act to amend the Conciliation and Arbitration Act 1904 [LS 1956—Aust. 1  (consolidation) . . . 1972—Aust. 1] and for other purposes [inter alia, inserts a  new Part VI A: Industrial Relations Bureau]. No. 64. Conciliation and  Arbitration Amendment Act 1977.  ",3
