country,region,text,page
FINLAND FRANCE ),,"4 Dec. An Act to amend [ss. 3, 59 and 62 of | the National See eae ord te Code to. concons covered by agri.  Pensions Act [of 8 June 1956, amended by the Act cultural social legislation (Ibia., 16 Jan.)  (No. 448) of 4 duly 1969]. (Ibid., No. 741) : - ,  Dec. 19 Feb. Decree No. 70-152, to amend Decree No. 61-294 of  ",17
FINLAND FRANCE ),,"4 Dec ae te amend Les. and 20 of] she Act [of 31 Mar. 1961, as amended, respecting the applica-  7 N y 36 lo. ry omengee by baw ac’ ° ; tion of Ch. III-1 of Title II of Book VII of the  | haoeinee 2 No 0/92) respecting eeeebes, social Rural Code, more particularly in the matter of the  ° 79 NOs rights and obligations of beneficiaries under the  ",17
FINLAND FRANCE ),,"4 Dec. An Ordinance to amend the Ordinance of 29 Aug. compulsory sickness, invalidity and maternity  1969 (No. 534)], to promote the ance let & lepourt insuranec scheme oe [numerous cnen persons mnt  fadds s. 8a: grant of allowance to Finnish oe eke) sector [numerous amendments ]. bid.,  nationals seeking employment after working abroad].  (Ibid., No. 745) 16 Mar. Decree No. 70-241 to issue regulations under Act  . . No. 63-1204 of 18 Dec. 19631 respecting the  ",17
FINLAND FRANCE ),,"11 Dec. ayes to amend the National Pension Act [of National Employment Pind and under sections 8 and  Gr OBST (No 347) amended by Act of 30 Dec. 1965 19 of Act No. 68-1249 of 31 Dec. 1968 respecting  O+ 5) ). bid., No. 767) the remuneration of vocational trainees [repeals,  ",17
FINLAND FRANCE ),,"11 Dec. An Act to atend the Seamen's Pension Act [of 26 Jan. respecting the payment of a compensatory allowance  1956 (No. 72) ] [amends ss. 3, 8 (contributions), to workers receiving advanced training for promo-  11 (contribution month), 15a, 15b, 15¢ (survivors' tion; s. 3 of Decree No. 59-1424 of 18 Dec. 1959°  pension) , 16 (old-age and disability pension), l6a respecting the promotion of industrial proficiency  share-out of survivors' pension), 17 (payment on within the scope of the vocational training of  expiry of employment contract), 22, 27, 28 (vene- adults; s. 8 and the last paragraph of s. 10 of  fite)s adds SS. 21, 26a and 28a]. (Thid. , A Decree No. 60-188 of 29 Feb. 1902 to provide for  . xin. © 4 the application of agricultural occupations of  certain provisions of Act No. 59-960 of 31 July  ",17
FINLAND FRANCE ),,"23 Dec. An Act to amend [ss. ai 8, 15 and 19 of | the 1959 to issue various provisions for the promotion  Farmers' Pensions Act [of 14 July 1969° (No, 467) J. of industrial proficiency""; ss. 1, 2 and 3 of  : . . 1;  (Thid., No. 830) Fin. 7 Decree No. 61-1433 of 26 Dec. 1961, to organise.  ",17
FINLAND FRANCE ),,"30 Dec. An Ordinance respecting mediation in, labour dis- measures for the promotion of net eal of  putes [under the Act of 27 July 1962 he. 420), 4 Jan. 1968 made under s. 18 of Act No. 66-892 of  as amended vy Act of 6 oe ate (No. (No , 10) 3 Dec. 19662 to lay down a vocational training  ree ee scoth (ibid, Ne, 300) 0. 9 on policy and programme, which supplemented s. 2 of  s J : ses Act No. 63-1240 of 18 Dec. 1963 respecting the  National Employment Fund]. (Ibid., 21 Mar.)  Fr. 1  FRANCE 8 Apr. Order respecting the mode of organising the medi-  . ss cal supervision of the sickness and maternit  ",17
FINLAND FRANCE ),,"2 dan. Act No. 70-7, to revise the minimum guaranteed insurance scheme for self-employed persons in  wage and establish an adjustable minimum wage. occupations other than agriculture (Ibid  (""Journal Officiel"", 4 Jan.) D1 Apr. ) , ”?  ",17
FINLAND FRANCE ),,"3 Jan. Act No. 70-13, to institute a social solidarity con- . tye  tribution towards certain social protection schemes 8 Apr. arr ene ectoeitee pone ae for the grant oF  . ’ ’  for self-employed persons, (Ibid., 5-6 Jan.) vors') insurance benefits and the mode of calculat-  ing the daily pecuniary benefit payable to certain  ",17
FINLAND FRANCE ),,"6 Jan. Act No. 70-14, to amend Act No. 66-509 of le July categories of insured persons [amends the third  1966, as amended, respecting the sickness and paragraph of clause (4) of s. L (travelling sales-  maternity insurance of self-employed persons in men, etc.), the third paragraph of clause i) of  occupations other than agriculture |numerous amend- s 1 (home workers) and the first paragraph of  ments]. (Ibid., 7 Jan. clause (3) of s. 3 (calculation of the daily  benefit ble to t Lli lesm te. f  ",17
