country,region,text,page
URUGUAY,,"the conditions have not been fulfilled during the year.”.  Legislative Series 1954)  Ur.1B, p. 2: in the fourth line of the title read: “ Diario Oficial, 4 November i950.”.  Yug. 2, p. 14: in the second and fourth lines of section 6 read “ health insurance ”.  p. 7: in the last line of the third paragraph read “ under special provisions in  ",1
URUGUAY,,order to breast-feed her child ”.  p. 8: in the last line of the first paragraph read “ provisions in order to breast-  ,1
URUGUAY,,feed her child ”.  p. 45: in section 37 (3) read: “if he deliberately hinders his recovery or re-  ,1
URUGUAY,,"habilitation for employment; ”.  Int.1, p. 1: before article 1 insert the following preamble:  “The Governments of Denmark, Finland, Norway and Sweden,  Intending to maintain full employment in their respective countries,  Being of the opinion that free mobility of labour as between the Nordic  ",1
URUGUAY,,countries will be of benefit for the economic and social development of  ,1
URUGUAY,,"those countries, and  Desiring to lay down detailed rules for collaboration between the  ",1
URUGUAY,,"countries in matters of importance to the common employment market;  Have agreed as follows: ”.  IV. CHRONOLOGICAL LIST  OF LABOUR LEGISLATION IN 1954  This list gives the title and source of Acts, decrees, regulations, etc.,  enacted during 1954 on labour and related subjects (social security, housing,  ",1
ARGENTINA,,"Apr. 2 Order No. 34, respecting the organisation and working of the conciliation  and arbitration boards [made under Decree No. 32347 of 1944, ratified by  Act No. 12948 of 20 Feb. 1947; intended to speed up procedure under Order  No. 88 of 24 July 1945 on the same subject, now repealed]. (Derecho del  Trabajo, Vol. XIV, p. 316)  ",2
ARGENTINA,,"Apr. 20 Decree No. 6178, to simplify procedure relating to the administration of  social welfare benefits. (B.O. 21 Apr.)  ",2
ARGENTINA,,"Apr. 26 Decree No. 6582, respecting the approval of collective labour agreements  by the Minister of Labour and Social Welfare [detailed provisions under  Act No. 14250 of 13 Oct. 1953 1 on approval, registration, publication, scope  of collective agreements; functions of joint committees}. (B.O. 29 Apr.)  ",2
ARGENTINA,,"May 11 Decree No. 7631, to revise the regulations respecting the apprenticeship tax  [new regs. issued to conform to art. 9 of Act No. 14273; repeals Decree  No. 7764 of 18 Apr. 1952]. (B.O. 18 May)  ",2
ARGENTINA,,"Oct. 13 Act No. 14370, to amend the provisions respecting retirement pension  schemes [lays down new general provisions applicable to the various schemes  and relating to matters such as the calculation of the rate of the pensions  and of length of service, the determination of the basic wage and the depen-  dants of the deceased person]. (B.O. 18 Oct.)  ",2
ARGENTINA,,Oct. 15 Act No. 14348: Rules governing professional associations. (B.O. 26 Oct.)  ,2
ARGENTINA,,"Dec. 20 Act No. 14397: Social security scheme for self-employed workers, employers  and members of the professions. (B.O. 21 Jan. 1955) Arg. 1  ",2
ARGENTINA,,Dec. 22 Act No. 14399: Social security scheme for agricultural workers. (B.O.  18 Jan. 1955) Arg. 2  ,2
ARGENTINA,,B.O. = Boletin Oficial.  11.8. 1953 (Arg. 1).  — § —  ,2
ARGENTINA,Catamarca,"Jan. 8 Act No. 1645, to amend the social insurance system. (B.O. 20 Apr.)  ",3
ARGENTINA,Eva Perén,"Noy. 2 Act No. 99, respecting old-age pensions. (A. p. 1977)  ",3
ARGENTINA,Santa Fé,"Sep. 30 Act No. 4673, to amend Act No. 3975 with regard to contributions to the  Department of Welfare Provision for Old Age [amends arts. 24 (employers’  contributions), 24 (apportionment of funds) and 25 (workers’ contributions)].  (A. p. 2525)  ",3
ARGENTINA,Tucuman,"Aug. 13 Act No. 2623, to amend [arts, 22, 44 and 76 of] Act No. 2432 of 28 Sep. 1951  respecting pensions [forms of claim of pension; difference between the defini-  tive pension and the benefits granted under arts. 22 and 44]. (A. p. 2591)  ",3
ARGENTINA,Tucuman,"Sep. 13 Act No. 2628, respecting family protection [Ch. 2: Working tools (tax exemp-  tion)]. (A. p. 2592)  ",3
