country,region,text,page
ALGERIA,,"ANGOLA ments]. No. 1. National Health Act 1976.  30 June Order to suspend, as from this date, all negotiations relating to wages, wage 7 May An Act to make provision for and in relation to an occupational superannuation  increases and job classifications [Government to be responsible for defining scheme for persons employed by the Commonwealth, and for certain other  wage policy]. (Didrio da Republica, 7 July) persons [covers survivors’ and disability benefits]. No. 31. Superannuation  3 July Act No. 56, to require all workers employed by private undertakings, in the Act 1976.  public service or elsewhere, to hold a work book. (ibid., 3 July) 7 May An Act to amend the Superannuation Act 1922-1974, and for related purposes  {numerous amendments; repeals Part IJ, ss. 56, 75 to 78 and 119ZC and  Div. 3 of Part IV]. No. 32. Superannuation Amendment Act 1976.  ",3
ALGERIA,,"ARGENTINA )  5 June An Act to amend the Health Insurance Act 1973-1975 [miscellaneous amend-  19 Feb. Decree No. 688, to lay down rules for the workers’ pension scheme. (Boletin ments; inter alia, entitlement to medical benefits]. No. 59. Health Insurance  Oficial, 24 Feb.) Amendment Act 1976.  16 Mar. Decree No. 1000, respecting the increase of social security benefits [inter alia, 5 June An Act to amend the National Health Act 1953-1975, as amended by the  delegates power to increase minimum rates to the Secretary of State for Social National Health Act 1976, and for purposes connected therewith [inter alia,  Security]. (ibid., 22 Mar.) repeals Parts III and IV, Divs. 3, 4 and 4 A of Part V, ss. 63 and 64 and the  , , . First to Seventh Schedules]. No. 60. National Health Amendment Act 1976.  24 Mar. ~— Act No. 21261, to provide for a temporary suspension of the right to strike. irst to Seventh Schedules]. No onan 1200 menament Act  (ibid., 26 Mar.) 9 June An Act relating to conciliation and arbitration [miscellaneous amendments  . he Conciliation and Arbitration Act 1904-1976 (LS 1956—Aust. 1 (con-  24Mar. Act No. 21263, to repeal in part Act No. 20615 [of 29 Nov. 1973: LS to tne | atl i  1973—Arg. 1] and Decree No. 1045 of 3 Apr. 1974 [LS 1974—Arg. 1] soda ton) as 1972—Aust. 1)}. No. 64. Conciliation and Arbitration Amend-  [repeals ss. 58 and 59 of the Act and ss. 17 to 19 of the Decree, which relate ment Act  to the special protection of trade union officials and which are considered  to be contrary to the Constitution]. (ibid.) 29 Sep. An Act to amend the National Health Act 1953, and for related purposes  [inter alia, repeals s. 65 and amends s. 73]. No. 99. National Health Amendment  24 Mar. Decree No. 9, to provide for a temporary suspension of trade union activity Act (No. 2) 1976.  by the bodies established by workers, employers and self-employed persons  [throughout Argentina]. (ibid., 29 Mar.) 29 Sep. An Act to amend the Health Insurance Act 1973 [inter alia, inserts a new  s. 16 and replaces ss. 30 and 31 and Schedule 2]. No. 101. Health Insurance  23 Apr. Act No, 21297, to amend Act No. 20744 to approve the rules governing Amendment Act (No. 2) 1976.  contracts of employment. (ibid., 29 Apr.) Incorporated in: Arg. 1 (2/77)  ; ; 22 Oct. An Act relating to social services [numerous amendments to the Social Services  13 May Decree No. 390, to approve a consolidated text of the law governing contracts Act 1947 (LS 1947—Austral. 3 ... 1951—Aust. 2)]. No. 111. Social Services  of employment. (ibid., 21 May) Arg. I (2/77) Amendment Act (No. 3) 1976.  ",3
AUSTRALIA AUSTRALIA,,"New South Wales Amendment Act 1976.  16 Dec. © An Act to prohibit discrimination on the ground of race; to repeal the Pro-  hibition of Discrimination Act 1966-1975; and for other purposes [discrimi-  nation in employment. Repeals, inter alia, the Prohibition of Discrimination  Act 1966-1970]. No. 108. Racial Discrimination Act 1976.  31 Mar. An Act to amend the Mines Inspection Act 1901 in connection with the em-  ployment of women in or about mines, to enable persons to be trained in the  use of explosives and to amend that Act in certain other respects. No. 15. .  Mines Inspection (Amendment) Act 1976.  2 July Rules under the Workers’ Compensation Act 1926 [LS 1926—Austral. 5 ... Tasmania  1938—Austral. 5]. (Government Gazette of the State of New South Wales,  30 July) 21 June An Act to repeal the Explosives Act 1916 and the Inflammable Liquids Act  1929 and to regulate the manufacture, keeping, conveyance, use and sale of  13 Oct. An Act to amend the Industrial Arbitration Act 1930 with respect to the explosives, inflammable liquids and other dangerous goods and matters in-  rights of certain employees of the Crown and members of the police force. cidental thereto. No. 24. Dangerous Goods Act 1976.  No. 38. Industrial Arbitration (Amendment) Act 1976.  11 Nov. An Act to amend the Public Service Act 1973 [repeals s. 27 and amends  2 Dec. An Act to amend the Building and Construction Industry Long Service Pay- ss, 33, 87 and 110]. No. 68. Public Service Act 1976.  ments Act 1974; and to validate certain matters [numerous amendments].  No. 73. Building and Construction Industry Long Service Payments (Amend- 30 Nov. An Act to amend the Industrial Relations Act 1975 and to repeal the Master  ment) Act 1976. and Servant Act 1856 [amends ss. 37 and 55]. No. 73. Industrial Relations  Act 1976.  21 Dec. An Act to amend the Superannuation Act 1916 with respect to contributions  to the State Superannuation Fund, early voluntary retirement, the allocation 15 Dec. An Act to amend and consolidate the law relating to the granting of long  of reduced value units, the automatic adjustment of children’s pensions, and service leave to employees, and for matters incidental thereto [repeals the  certain other matters [numerous amendments]. No. 101. Superannuation Stevedoring Industry Long Service Leave Act 1960 and the Long Service  (Amendment) Act 1976. Leave Act 1960, as amended]. No. 95. Long Service Leave Act 1976.  ",4
AUSTRALIA AUSTRIA,,"Western Australia and Accident Insurance (Amendment) Act (No. 6). (ibid., Text 707)  23 Mar. Mines Regulation Act Regulations 1976 [repeal the Mines Regulation Act 13 Dec. A federal Act to amend the Farmers’ Pension Insurance Act [Text 28 of 1970]  Regulations of 4 Apr. 1949, as amended. Provisions as to occupational safety [numerous amendments]. Farmers’ Pension Insurance (Amendment) Act (No.5).  and health, including labour inspection]. (Government Gazette of Western (ibid., Text 709)  Australia, 1 Apr.) ; a  . gs , . 13 Dec. A federal Act t d the F Si t [Text 219 of 1965  1 Dec. An Act to amend the Industrial Arbitration Act 1912-1976 [inter alia, amends numerous “amendments}, Farmers’ ickness Insurance Ac mon ae ) A |  s. 36M and inserts new ss. 36NA to 36ND]. No. 114. Industrial Arbitration (No. 9). (ibid., Text 710)  Act Amendment Act (No. 2) 1976. (Acts of Western Australia, 1976, Vol. 2, ,  p. 1197) 13 Dec. A federal Act to amend the Family Charges Equalisation Act [LS 1967—  13 Dec. An Act to amend the Coal Mines Regulation Act 1946-1972 [miscellaneous Aus. 2 ] [amends ss. 5, 8, 30¢ and 39a]. (ibid., Text 711)  amendments]. No. 137. Coal Mines Regulation Act Amendment Act 1976.  (ibid., p. 1409)  BAHRAIN  ",5
AUSTRALIA AUSTRIA,,"AUSTRIA 5 June Order No. 8, made by the Minister for Labour and Social Affairs presenting  the functions of the sections and units of the Ministry of Labour and Social  6 May A federal Act to amend the Unemployment Insurance Act 1958 [LS 1958— Affairs.  Aus. 1... 1967—Aus. 1] [numerous amendments]. (Bundesgesetzblatt, Text 289)  ; a 10 June _Amiri Decree Law No. 23, to promulgate the Labour Law for the private  9 June A federal Act to amend the Family Charges Equalisation Act 1967 [LS sector. (Official Gazette, 15 July) Bah. 1 (3/77)  1967—Aus. 2] [numerous amendments]. (ibid., Text 290)  7 July A federal Act to amend the Collective Labour Relations Act [LS 1973—Aus. 2]  [amends ss. 105 and 108]. (ibid., Text 387) BELGIUM  7 July A federal Act to amend the Employment Market Promotion Act [LS 1968— 1 Feb. Royal Order to amend the Royal Order of 17 Nov. 1969 to issue general  Aus. 2... 1973—Aus. 1 A] [numerous amendments]. (ibid., Text 388) regulations respecting the grant of allowances to handicapped persons [nu-  merous amendments]. (Moniteur Belge—Belgisch Staatshlad, \7 Feb.)  7 July A federal Act to unify the law relating to leave and to institute a system of time  off for the provision of care [for a sick relative at home. Numerous con- 6 Feb. An Act to amend certain provisions relating to the status of self-employed  sequential amendments. Repeals, inter alia, the Workmen’s Annual Holidays persons [numerous amendments to Royal Order No. 38 of 27 July 1967 to  Act (Text 24 of 1959)]. (ibid., Text 390) provide for the status of self-employed persons and Royal Order No. 72 of  10 Nov. 1967 respecting retirement and survivors’ pensions for such persons}.  7 July A federal Act to amend the Home Work Act 1960 [No. 105 of 1961] [amends (ibid., 11 Feb.)  ss. 20 to 23 and 26]. (ibid., Text 391)  6 Feb. Royal Order to amend the Royal Order of 22 Dec. 1938 made under the Act  7 July A federal Act to amend the Agricultural Labour Act [LS 1948—Aus. 2 ... of 10 June 1937 to extend the family allowance scheme to employers and  1971—Aus. 1] {amends ss. 4, 65 to 70 and 207]. (ibid., Text 392) self-employed persons [numerous amendments]. (ibid., 26 Mar.)  7 July A federal Act to amend the Building Workers’ Leave Act 1972 [Text 414 of 9 Feb. Royal Order: (a) made under the Labour Act of 16 Mar. 1971 [LS 1971—  1972] [numerous amendments]. (ibid., Text 393) Bel. 2]; (b) to give binding force to the collective labour agreement of 22 Sep.  1975 concluded in the National Joint Committee for the Petroleum Industry  . . . ws . . d the Petroleum Trade, to lay down certain special conditions as to wages  29 Nov. Ordinance of the Federal Minister of Social Administration respecting the an: » .  types of work on which the employment of women is prohibited or restricted. and hours of work [provisions as to water transport workers and their em-  (ibid., Text 696) ployers]. (ibid., 6 Apr.)  . 19 Feb. Royal Order to amend Royal Order No. 72 of 10 Nov. 1967 respecting re-  13 Dec. A federal Act to amend the General Social Insurance Act [LS 1955—Aus. 3 : ; 5 .  (extracts) ... 1961—Aus. 2] {numcrous amendments]. General Social Insurance and 28], Goa 3 Mar.) Pensions for self-employed persons [amends $s. 27  (Amendment) Act (No. 32,. (ibid., Text 704)  13  12  ",5
AUSTRALIA AUSTRIA,,"BELGIUM (cont.) BELGIUM (cont.) |  25 June Royal Order to amend s. 135 of the Royal Order of 20 Dec. 1963 [LS 1963—  20 Feb. Royal Order to amend the Royal Order of 22 Dec. 1967 to make general _ ; a  regulations for the self-employed persons’ retirement and survivors’ pension pe 2, eu Bel. 2] respecting employment and unemployment. (ibid.,  scheme [numerous amendments]. (ibid.) us  ; 28 June An Act to make provisional rules for temporary work, work for temporary  27 Feb. An Act to amend the Roya | Order of 24 Oct. 1967 [LS 1967—Bel. 4] respecting work agencies and the placing of workers at the disposal of clients. (bid.,  retirement and survivors’ pensions for employees [numerous amendments]. 7 Aug.: errata: ibid., 22 Sep.) Bel. 2 (3/77)  (ibid., 9 Mar.) 8:5 * HOId., P. .  . . 2 July An Act to reduce the number of years of employment underground in mines  8 Mar. Royal Order to amend SS. 835bis to 836 of the General L abour Protection and quarries [required for social security purposes] [amends, inter alia, ss. 4  egulations [type of information on safety and health activities to be provided and 37 of Royal Order No. 50 of 24 Oct. 1967 (LS 1967—Bel. 4) respecting  by the undertaking in its annual report to the occupational safety services  and the medical and health services]. (ibid., 20 Apr.) retirement and survivors’ pensions for employees and s. 2 of the Legislative  Order of 10 Jan, 1945 (LS 1945—Bel. 3 A, 1951—Bel. 2 A) respecting social  22 Mar. Royal Order to amend the Royal Order of 20 July 1971 to establish an in- security for miners and persons placed on the same footing as miners]. (ibid.,  capacity insurance scheme for self-employed persons [numerous amendments]. 15 July)  (bid., 26 Mar.) 6 July An Act respecting the suppression of illicit work in commerce and handicrafts.  29 Mar. Act respecting family benefits for self-employed persons [birth grants and (ibid., 20 July) Bel. 3 (3/77)  family allowances. Repeals the Act of 10 June 1937, as amended, to extend ; ar .  ; ° ° oa 7 July An Act to amend the Act of 9 Aug. 1963 to institute and organise a com-  é Maye allowance scheme to employers and self-employed persons]. (ibid., pulsory sickness and invalidity insurance scheme [numerous amendments].  y (ibid., 15 July)  30 Mar. An Act respecting mea t te eco i ery [inter alia, Ch. I: oo, we . oy  “ Measures for employment “promotion: Din ds Practical tecining for young 19 July An Act to institute a system of leave for the holders of political office. (ibid.,  persons (persons under 30 years of age who have not yet been employed can 24 Aug.) Bel. 4 (3/77)  do practical work in an undertaking or institution of their choice subject to 22 July An Act to amend Royal Order No. 34 of 20 July 1967 respecting the em-  certain conditions); Div. 3: Advanced pensions (at 62 for men and 58 for  women); Div. 4: Wages and salaries]. (ibid., 1 Apr.) ployment of foreign workers and the Act of 30 June 1971 respecting the  administrative fines imposed for offences covered by certain social laws  5 Apr. Royal Order to amend the Royal Order of 21 Dec. 1967 to make general . [numerous amendments]. (ibid., 29 Sep.)  regulations for the employees’ retirement and survivors’ pension scheme [nu-  merous amendments]. (ibid., 8 Apr.) 31 July Royal Order to amend s. 124 of the Royal Order of 20 Dec. 1963 [LS 1963—  Bel. 2, 1967—Bel. 2] respecting employment and unemployment. (ibid., 4 Aug.) »  5 Apr. Royal Order to amend the Royal Order of 19 Dec. 1967 to make general  regulations under Royal Order No. 38 of 27 July 1967 to provide for the 27 Sep. Regulations to amend the Regulations of 17 Jan. 1972 made under clause 9  status of self-employed persons [numerous amendments]. (ibid., 30 Apr.) of s. 41 of the Royal Order of 20 July 1971 to establish an incapacity in-  ae . . surance scheme for self-employed persons [miscellaneous amendments]. (ibid.,  8 Apr. Royal Order to institute a family benefit scheme for self-employed persons. 29 Apr. 1977)  (ibid., 6 May)  ; 8 Oct. Royal Order to amend the Order of the Regent of 10 Apr. 1948 respecting  26 Apr. Royal Order to amend ss. 122, 123, 125bis, 128, 130, 143, 146, 149, 160, 188 the conditions of employment of temporary wage earners [amends s. 15].  and 195 of the Royal Order of 20 Dec. 1963 [LS 1963—Bel. 2, 1967—Bel. 2] (ibid., 6 Nov.)  respecting employment and unemployment. (ibid., 13 May)  ; . 13 Oct. Ministerial Order respecting the award by the National Fund for the Re-  30 Apr. Royal Order respecting the right to an advanced pension under the Act of settlement of Handicapped Persons of temporary grants, to be known as  a Ma) 1976 respecting measures to promote economic recovery. (ibid., economic recession grants, to sheltered workshops. (ibid., 26 Nov.)  ay ,  . 1 Order of  10 May Royal Order to amend the Royal Order of 21 Dec. 1967 to make general 22 Nov. Roya ioe Pree 5 1967 Bel 9) peru oneleyment wand  regulations for the employees’ retirement and survivors’ pension scheme  [amends, inter alia, ss. 5 and 34]. (ibid., 15 May) unemployment. (ibid., 17 Dec.)  25 Nov. Royal Order respecting prolonged absence on account of family circumstances  {Minister may permit established women teachers in state schools to be absent  for not more than two years to enable them to look after their children].  (ibid., 21 Jan. 1977)  13 May An Act to amend the laws respecting annual vacation leave for employees,  as consolidated on 28 June 1971 [cf. LS 1971—Bel. 4] [replaces s. 19 and  amends ss. 39 and 65]. (ibid., 22 May)  24 May Royal Order respecting collective dismissals. (ibid., 17 Sep.) Bel. 1 (3/77) 3 Dec. Royal Order to provide for the application in ministries and public bodies  of the Act of 30 Mar. 1976 respecting the measures to promote economic  28 May Royal Order to amend the Royal Order of 3 Nov. 1969 to lay down, for recovery. (ibid., 16 Dec.)  members of civil airline crews, the special rules for the acquisition of an  entitlement to a pension and the special rules for the application of Royal  Order No. 50 of 24 Oct. 1967 [LS 1967—Bel. 4] respecting retirement and  survivors’ pensions for employees [amends ss. 1 and 23]. (ibid., 2 June)  8 Dec. Royal Order to amend the Royal Order of 18 Feb. 1971 respecting the  organisation of works councils [amends ss. 1 and 57]. (ibid., 12 Jan. 1977)  14 . 15  ",6
BRAZIL CAMEROON,,"BULGARIA quires the worker to live away from his normal place of residence, or which  relates to a worker of foreign nationality’. Repeals Decree No. 68-DF-251  — Regulations respecting the establishment of a wage fund and the payment of 10 July 1968 concerning the establishment and attestation of contracts of  of bonuses to wage and salary earners. (D’rzhaven Vestnik, 24 Feb.) employment]. (ibid.)  16 Mar. Resolution No. 17 of the Council of Ministers, respecting the vocational 8 July Law No. 76-8 amending certain provisions of Law No. 73-5 of 7 Dec. 1973  training, retraining and upgrading of executives. (ibid., 23 Mar.) to regulate public holidays in the United Republic of Cameroon [amends,  inter alia, ss. 3 to 5]. (ibid., 15 July (Supplementary))  — Amendments and additions to the Regulations [of 1968] made under the  Decree [of 22 Feb. 1968: LS 1968—Bul. 2] respecting the encouragement of 8 July Law No. 76-12 organising intensive vocational training [repeals Law No. 59-24  child-bearing. (ibid., 30 Apr.) of 11 Apr. 1959 on the same subject and subsequent enactments implementing  it]. (ibid.)  27 June Resolution No. 56 of the Council of Ministers, to prescribé the organisational  structure of the Labour and Wages Committee of the Council of Ministers CANADA  and to approve regulations governing its duties and tasks [the Ministry of  Labour and Social Welfare is abolished and its duties are allocated, inter alia, P 7 160: ;  to the Labour and Wages Committee, the Central Council of Trade Unions 27 Jan. SOR/76-85, P.C. 1976-160: Amendment to Unemployment Insurance Regu  and the Ministry of Finance]. (ibid., 2 Nov.) tree) amended [miscellaneous amendments]. (Canada Gazette, Part II,  — Regulations respecting secondary polytechnic schools {repeal the Regulations  of 24 May 1965 respecting schools providing general education and vocational British Columbia  and polytechnic training]. (ibid., 8 Oct.)  . . . . 30 June Labour Code of British Columbia Amendment Act [amends ss. 1, 57, 73,  — List of the types of arduous and unhealthy jobs which may not be assigned 81, 82, 86 and 102 and replaces s. 90]. Ch. 26. (Statutes of the Province of  to members of youth brigades under 18 years of age. (ibid., 23 Nov.) British Columbia, 17 Mar.-30 June 1976, p. 141)  _— Regulations respecting labour education schools [centres for the compulsory 30 June Public Service Act [repeals the Public Service Act 1973, Ch. 143]. Ch. 45.  training and education of children and young persons between the ages of 7 (ibid., p. 271)  and 14 and 14 and 18, respectively, who are placed in them in accordance  with the Act respecting the campaign against anti-social manifestations among 30 June Public Service Benefit Plans Act [repeals the Public Service Group Insurance  children and young persons]. (ibid., 17 Dec.) Act]. Ch. 46. (ibid., p. 287)  16 17  CANADA (cont.)  ",7
CANADA,British Colombia,"Manitoba CENTRAL AFRICAN REPUBLIC  24 Feb Manitoba Regulation 50/76: Regulation to amend Manitoba Regulation 254/73 22 May Decree No. 76/339, to prescribe the procedure to be followed in obtaining  , under the Mines Act [safety standards and inspection]. (Manitoba Gazette, prison labour [abolition of systems of compulsory service: use of prison  13 Mar.) labour subject to the approval of the Head of State]. (Journal Officiel, July)  3 June An Act to amend the Civil Service Superannuation Act [miscellaneous amend-  ments]. Ch. 25. (Acts of the Legislature of Manitoba, 1976, p. 111) 27 July Decree No. 76/497, to prescribe the powers and duties and provide for the  reorganisation of the ministry responsible under the Office of the President  11 June An Act to amend the Employment Standards Act [replaces, inter alia, s. 32 of the Republic for handicrafts and small and medium-scale undertakings.  (variations in working hours)]. Ch. 33. (ibid., p. 159) (ibid., Aug.)  11 June An Act to amend the Vacations with Pay Act [amends s. 5 (three weeks’  vacation)]. Ch. 34. (ibid., p. 161) . CHILE  11 June An Act to amend the Workers Compensation Act [numerous amendments]. 1 May Legislative Decree No. 1446, to approve rules for training and employment.  Ch. 35. (ibid., p. 163) (Diario Oficial, 8 May)  11 June An Act to amend the Pension Benefits-Act [miscellaneous amendments].  Ch. 42. (ibid., p. 435) COSTA RICA  Relations Act [replaces Part I (Unfair labour  11 June Ao ae to aan Ninpemeat of righta)| Ch. 45. fed p. 443) 25 Nov. Decree No. 6573-P of the Office of the President, to publish regulations  P governing welfare centres for the aged and handicapped. (La Gaceta, 10 Dec.)  11 June An Act to amend the Civil Service Superannuation Act (2) [miscellaneous  amendments]. Ch. 46. (ibid., p. 469)  11 June Co-operatives Act. Ch. 47. (ibid., p. 477) CZECHOSLOVAKIA  11 June An Act to amend the Human Rights Act [miscellaneous amendments]. Ch. 48. 20 Apr. Notification of the Federal Ministry of Labour and Social Affairs respecting  (ibid., p. 579) the grant of vacation leave to certain workers in connection with their residence  , abroad [members of the crew of Czechoslovak seagoing vessels and other  11 June Workplace Safety and Health Act [repeals the Employment Safety Act]. persons employed abroad]. (Sbirka zdkonii, Text 38)  Ch. 63. (ibid., p. 681) ; ;  ; — Act respecting a sickness scheme for co-operative farmers and a benefit scheme  11 June An Act to amend the Employment Standards Act (2) [amends miscellaneous for mothers and children (consolidated text of the Act, including the latest  provisions relating to maternity leave and repeals s. 44]. Ch. 65. (ibid., p. 729) amendments and additions) [consolidated text of the unrepealed provisions  of the Act of 4 June 1964 respecting a social security scheme for co-operative  farmers, originally published as LS 1964—Cz. 2 B ... 1968—Cz. 3]. (ibid.,  Text 51)  ",8
CANADA,British Colombia,"New Brunswick ,  ; . isR 28 May Notification of the Federal Ministry of Labour and Social Affairs to make  14 Apr. O.C. 76-289: Regulation 76-72 under the Industrial Safety Act [repeass A Bue certain amendments to the Notification [of 8 June 1964] to provide for the  lation 68-96 (O.C. 68-879) on the same subject]. (Royal Gazette, Pr.) application of the Act [of 4 June 1964: LS 1964—Cz. 2 B ... 1968—Cz. 3]  . respecting a sickness scheme for co-operative farmers and a benefit scheme  14 July O.C. 76-509: Regulation 76-100 under the Boiler and Pressure Vessel Act  for mothers and children, as subsequently amended [inter alia, by the Noti-  [inspection]. (ibid., 21 July) fication of 20 Nov. 1975] [numerous amendments]. (ibid., Text 54)  28 Sep. Notification of the Federal Ministry of Agriculture and Food respecting the  . cultural and social requirements funds of unified agricultural co-operatives.  ",8
CANADA,British Colombia,"Quebec (ibid., Text 110)  i i Ch. 63] [inserts new ss. 48a to . .  30 June aa On amend fhe Soria 31 yaly) [1969, it 18 Nov. Ordinance of the Government of the Czechoslovak Socialist Republic to make  c]. (Official Gazette, , provision for certain forms of compensation for loss of earnings payable to  30 June An Act to amend the Charter of Human Rights and Freedoms [1975, Ch. 6] workers on the cessation of incapacity for work caused by an employment  rrepl 97 (discrimination)]. (ibid.) accident or occupational disease. (ibid., Text 138)  replaces s. . .  18 19  CZECHOSLOVAKIA (cont.) . EGYPT  1 Dec. Ordinance of the Government of the Czechoslovak Socialist Republic re- 1 May Trade Union Act. No. 35. (Al-Jarida al-Rasmiya, 27 May) ~ Eg. 1 (1/77)  specting the exceptional reduction of the uninterrupted weekly rest period  [reductions in certain cases covered by s. 92 (3) of the Labour Code (LS  1975—Cz. 2 (consolidation))]. (ibid., Text 139) ETHIOPIA  31 Mar. A Proclamation to amend the Labour Proclamation of 1975 [LS 1975—Eth. 1]  4 . {miscellaneous amendments; inter alia, replaces s. 102]. No. 85. Labour  Czech Socialist Republic (Amendment) Proclamation 1976.  ",8
