country,region,text,date,year,page,extracted_date,full_text
I t  S)],,Social Insurance Act. No. 53 of 1957. Dated,20.2.,1957,7,20 February 1957,* Social Insurance Act. No. 53 of 1957. Dated 20 February 1957. 
I t  S)],,"Memorial, , No. 68, p. 1407)",2.12.,1957,7,2 December 1957,"(Memorial, 2 December 1957, No. 68, p. 1407) "
I t  S)],,Amends art. 1 of the Order of (L.S. 1928—Lux. 1).] MOROCCO,30.7.,1928,7,30 July 1928,[Amends art. 1 of the Order of 30 July 1928 (L.S. 1928—Lux. 1).] MOROCCO 
I t  S)],,"Dahir No. 1-57-094, to amend Schedule I to the Dahir of [as previously amended by the Dahir of : L.S. 1953—Mor. (Fr.) 3]",6.7.,1953,7,6 July 1953,"Dahir No. 1-57-094, to amend Schedule I to the Dahir of 31 March 1919 [as previously amended by the Dahir of 6 July 1953: L.S. 1953—Mor. (Fr.) 3] "
I t  S)],,to promulgate a Merchant Shipping Code. Dated,13.4.,1957,7,13 April 1957,to promulgate a Merchant Shipping Code. Dated 13 April 1957. 
I t  S)],,"Bulletin Ofliciel, , No. 2323, p. 524; errata: ibid., 14 June",3.5.,1957,7,3 May 1957,"(Bulletin Ofliciel, 3 May 1957, No. 2323, p. 524; errata: ibid., 14 June "
I t  S)],,services. Dated,8.7.,1957,7,8 July 1957,services. Dated 8 July 1957. 
I t  S)],,"Ibid., 6 September '1957, No. 2341, p. 1162)",6.9.,1957,7,6 September 1957,"(Ibid., 6 September '1957, No. 2341, p. 1162) "
I t  S)],,children and women. Dated,6.9.,1957,7,6 September 1957,children and women. Dated 6 September 1957. 
I t  S)],,"Ibid., , No. 2343, p. 1231)",20.9.,1957,7,20 September 1957,"(Ibid., 20 September 1957, No. 2343, p. 1231) "
I t  S)],,Repeals the Order of the Vizier of (L.S. 1927—Mor. 2 A).] NETHERLANDS,21.1.,1927,7,21 January 1927,[Repeals the Order of the Vizier of 21 January 1927 (L.S. 1927—Mor. 2 A).] NETHERLANDS 
I t  S)],,Decree to amend the Labou [L.S. 1920—Neth. 8]. Dated,1.12.,1920,7,r Decree 1920,* Decree to amend the Labour Decree 1920 [L.S. 1920—Neth. 8]. Dated 
I t  S)],,,30.8.,1957,7,30 August 1957,30 August 1957. 
I t  S)],,An Act to amend the Act of respecting old-age pensions,16.7.,1936,8,16 July 1936,An Act to amend the Act of 16 July 1936 respecting old-age pensions 
I t  S)],,L.S. 1936—Nor. 4]. No. 1. Dated,23.5.,1957,8,23 May 1957,[L.S. 1936—Nor. 4]. No. 1. Dated 23 May 1957. 
I t  S)],,"Norsk Lovtidend, , No. 21, p. 581)",6.6.,1957,8,6 June 1957,"(Norsk Lovtidend, 6 June 1957, No. 21, p. 581) "
I t  S)],,An Act to amend the Act of [L.S. 1927—Nor. 1] respecting,5.5.,1927,8,5 May 1927,An Act to amend the Act of 5 May 1927 [L.S. 1927—Nor. 1] respecting 
I t  S)],,labour disputes. No. 9. Dated,28.6.,1957,8,28 June 1957,labour disputes. No. 9. Dated 28 June 1957. 
I t  S)],,"Ibid., , No. 26, p. 721)",22.7.,1957,8,22 July 1957,"(Ibid., 22 July 1957, No. 26, p. 721) "
I t  S)],"substitutes "" two months ""]","An Act to amend the Unemployment Insurance Act of [L.S. 1938—Nor. 3 . . . 1949—Nor. 6], as amended. No. 10. Dated 28 June",24.6.,1938,8,24 June 1938,"An Act to amend the Unemployment Insurance Act of 24 June 1938 [L.S. 1938—Nor. 3 . . . 1949—Nor. 6], as amended. No. 10. Dated 28 June "
I t  S)],"substitutes "" two months ""]",An Act to amend the Sickness Insurance Act of [L.S,2.3.,1956,8,2 March 1956,* An Act to amend the Sickness Insurance Act of 2 March 1956 [L.S. 
I t  S)],"substitutes "" two months ""]",1956—Nor. 1]. No. 11. Dated,28.6.,1957,8,28 June 1957,1956—Nor. 1]. No. 11. Dated 28 June 1957. 
I t  S)],"substitutes "" two months ""]",,28.6.,1957,8,28 June 1957,28 June 1957. 
I t  S)],"substitutes "" two months ""]",L.S. 1948—Nor. 4]. No. 18. Dated,28.6.,1957,8,28 June 1957,[L.S. 1948—Nor. 4]. No. 18. Dated 28 June 1957. 
I t  S)],"substitutes "" two months ""]",An Act to amend the Act of respecting family allowances,24.10.,1946,8,24 October 1946,An Act to amend the Act of 24 October 1946 respecting family allowances 
I t  S)],"substitutes "" two months ""]",L.S. 1946—Nor. 7]. No. 17. Dated,6.7.,1957,8,6 July 1957,[L.S. 1946—Nor. 7]. No. 17. Dated 6 July 1957. 
I t  S)],"substitutes "" two months ""]","Ibid., , No. 27, p. 906)",7.8.,1957,8,7 August 1957,"(Ibid., 7 August 1957, No. 27, p. 906) "
I t  S)],"substitutes "" two months ""]",An Act to amend the Sickness Insurance Act of [L.S,2.3.,1956,8,2 March 1956,* An Act to amend the Sickness Insurance Act of 2 March 1956 [L.S. 
I t  S)],"substitutes "" two months ""]",1956—Nor. 1]. No. 19. Dated,6.7.,1957,8,6 July 1957,1956—Nor. 1]. No. 19. Dated 6 July 1957. 
I t  S)],"substitutes "" two months ""]",workers' unions. Dated,26.8.,1957,8,26 August 1957,workers' unions. Dated 26 August 1957. 
I t  S)],"substitutes "" two months ""]","El Peruano, , No. 4925, p. 1) SWEDEN",29.8.,1957,8,29 August 1957,"(El Peruano, 29 August 1957, No. 4925, p. 1) SWEDEN "
I t  S)],"substitutes "" two months ""]",An Act to amend the Act of (No. 138) respecting the limitation of the hours of work [L.S. 1930—Swe. 1]. Dated,16.5.,1957,8,16 May 1957,An Act to amend the Act of 16 May 1930 (No. 138) respecting the limitation of the hours of work [L.S. 1930—Swe. 1]. Dated 16 May 1957. 
I t  S)],provisions) inserts a new s 4 A (exceptions)],L.S. 1948—Swe. 1]. Dated,16.5.,1957,8,16 May 1957,4 June 1948 [L.S. 1948—Swe. 1]. Dated 16 May 1957. 
