country,region,text,page
AUSTRALIA,,"July 5 An Act to provide for insurance against certain contingencies  affecting employees, and the wives, children, widows, and orphans  of employees, and for other purposes. No. 25 of 1938. National  Health and Pensions Insurance Act 1938. * Austral. 2 (A)  ",1
AUSTRALIA,,"July 5 An Act to impose liability upon employers to make contributions  in respect of insurance against certain contingencies affecting em-  plo'yees, and the wives, children, widows, and orphans of em-°  ployees. No. 26 of 1938. National Health and Pensions Insurance  (Employers’ Contributions) Act 1938. *Austral. 2 (B)  ",1
AUSTRALIA,,"July 5 An Act to impose liability upon employees to make contributions  in respect of insurance against certain contingencies affecting em-  ployees, and the wives, children, widows, and orphans of em-  ployees. No. 27 of 1938. National Health and Pension Insurance  (Employees’ Contributions) Act 1938. *Austral. 2 (C)  ",1
AUSTRALIA,,Dec. 10 An Act to amend the Seamen’s Compensation Act 19111. No. 56  of 1938. Austral. 4  STATES  ,1
AUSTRALIA,New South Wales,"Dec. 22 An Act to make further provisions in relation to the constitution  of the Industrial Commission of New South Wales and the Work-  ers’ Compensation Commission of New South Wales; to make  provisions in relation to the investigation of the rents of certain  premises and of the prices of certain commodities and in relation  to the fixation of the prices of certain products, commodities anc  services; to validate certain matters; to amend the Industrial  ",1
AUSTRALIA,New South Wales,"1 Bulletin of the International Labour Office (Basle), Vol. VII, 1912, p. 337.  g  ey . RRR tact ne  . : ‘ ie : oot, aan  1938 — Indexes — 4—  New South Wales (continued)  Arbitration Act, 1912-1935°, the Industrial Arbitration (Amend-  ment Act, 1926°, the Workers’ Compensation Act, 1926-1929‘, and  certain other Acts in certain respects; and for purposes connected  therewith. 2 Geo. VI, No. 36. Industrial Arbitration and Workers’  Compensation (Amendment) Act, 1938. *Austral. 5  Queensland  Dec. 1 An Act to amend “The Industrial Conciliation and Arbitration  , Acts. 1932-1937"", “The Profiteering Prevention Act of 1920”. and  “The Coal Production Regulation Acts, 1933 to 1935”, in certain  particulars. 2 Geo. VI, No. 32. The Industrial Conciliation and  Arbitration Acts and Other Acts Amendment Act of 1938.  *Extracts: Austral. 3  South Australia  Dec. 22 An Act to amend the Workmen’s Compensation Act, 1932~-1935°.  No. 2427. Workmen’s Compensation Act Amendment Act, 1938.  *Austral. 6  Western Australia  Jan. 18 An Act to amend the Factories and Shops Act, 1920°. No. 54 of  1937. *Austral. 1 (A)  BELGIUM  Jan. 14 Royal Order to regulate the use of inks, diluting agents for inks  and cleaning liquids used in photo-engraving workshops.  (Moniteur belge, 26th January, 1938, No. 26, p. 326) Bel. 1  } Feb. 11 Royal Order to prescribe measures to ensure hygienic conditions  . in the neighbourhood of bakeries and pastrycooks’ establishments,  and to protect the health and safety of workers employed there-  in. (Moniteur belge,.23rd February, 1938, No. 54, p. 991) Bel. 2  May 16 Act to issue regulations for hours of work in the diamond in-  dustry. (Moniteur belge, 29th May, 1938, No. 149, p. 3557) Bel. 3  July 18 Act to amend certain sections of the Consolidated Acts of 25th  . August, 1937, respecting the miners’ ‘retirement pension system‘.  (Moniteur belge, 31st July, 1938, No. 212, p. 4848) Bel. 4  * Consolidated text in Legislative Series, 1926 (Austral. 7, p. 6); subsequent  ",1
AUSTRALIA,New South Wales,"amendments; 1926 (Austral. 7, p. 1); 1927 (Austral. 2 and 7); 1929  ",2
AUSTRALIA,New South Wales,"(Austral. 5); 1930 (Austral. 2, 3, B, and 12); 1931 (Austral. 13); 1932  ",2
AUSTRALIA,New South Wales,"(Austral. 5 and Indexes, p. 7, June 30); 1935 (Austral. 4); 1936 (Austral.  ",2
AUSTRALIA,New South Wales,2); 1937 (Austral. 2).  ® Act No. 14 of 1926 to establish an Industrial Commission to exercise the  ,2
