country,region,text,page
INTERNATIONAL,Estonia—France,"Mar. 15  Treatv of Commerce between Estonia and France [article 23, position of  workers excluded from scope of Treaty; articles 26-33, shipping]. (Riigi  Teataja [Estonia], no. 44, p. 545; Journal officiel de la République francaise,  no. 124, Pp. 5,954)  See also Estonia (Mar. 26) and France (Apr. 19, Sept. 12).  ",5
INTERNATIONAL,France—Germany,"Apr. 25 Agreement respecting local traffic at the Franco-German frontier [articles 13,  14 and 36, frontier card for workers; article 24, importation of foodstuffs  by workers]. (Journal officiel de la République francaise, 1930, no. 199,  p. 9,819; Bulletin du Ministére du Travail [France], 1930, no. 7—8—9,  Pp. 359; Reichsgesetzblatt [Germany], II, 1930, no, 31, p. 1,134, erratum,  no. 43, p. 1282)  ",5
INTERNATIONAL,France— Greece,"Mar. 11 Convention between France and Greece respecting commerce, navigation  and settlement [article 28, engagement of seamen to make up crew; article  31, emigrant transport; ratifications exchanged on 14th October, 1929].  (Journal officiel de la République frangaise, no. 224, p. 10,786; ""Kpymegig  ths KuBeovicews {Greece}, 1, no. 333, p. 2,369)  See also France (Mar. 11, Sept. rz) and Greece (Aug. 23).  ",5
INTERNATIONAL,France—Poland,"Dec. 21 Convention between France and Poland respecting the insurance of wage-  earning and salaried employees in the mining industry against old age, in-  validity and death. Text: Int, 2  ",5
INTERNATIONAL,France—Saar Territory,"Dec. 1 Arrangement respecting the admission of student employees into France and  the Saar Territory. (Journal officiel de la République francaise, 1930, no. 1,  p. 14; Amtsblatt der Regierungskommission des Saargebietes, no. 52, p. 567)  Text: Int. 4  See also League of Nations: Saar Territory (Dec. 1).  France—Serbs, Croats and Slovenes, Kingdom of the (Yugoslavia)  ",5
INTERNATIONAL,France—Saar Territory,"Jan. 30 Convention between France and the Kingdom of the Serbs, Croats and Slo-  venes respecting cousular aftairs and settlement. (Journal officiel de la  République francaise, no. 115, p. 5,614)  See also France (Mav 17).  ",5
INTERNATIONAL,France—Saar Territory,"Jan. 30 Convention between Trance and the Kingdom of the Serbs, Croats and Slo-  venes respecting commerce and navigation [article 27, emigrants}. (Journal!  officiel de la République franeaise, no. 116, p. 5,623)  See also France (May 17, Sept. 12).  ",5
INTERNATIONAL,Germany—Lithuania,"Jan. 26 Agreement between the Gernian Federation and the Republic of Lithuania  respecting provision for persons in receipt of public pensions in the Memcl  Territory. (Vyriausvbés Zinios “Lithuania], no. 300, p. 16)  ",5
INTERNATIONAL,Germany—Norway,"Jan. 23 Agreement between the German Federation and the Kingdom of Norway  respecting aviation ‘articles o--9, airworthiness’. (Reichsgesetzblatt [Ger-  many], no. 30, Pp. 395)  See also Germany (May 29),  ",5
INTERNATIONAL,Germany—Norway,(1695) —- 5 —-  ,6
INTERNATIONAL,Germany—Portugal,"Apr. 8 Agreement between Germany and Portugal respecting reciprocal recogni-  tion of certificates of seaworthiness. (Diario do Govérno [Portugal]j, no. 83,  p. 893)  See also Portugal (Apr. 13).  ",6
INTERNATIONAL,Great Britain— Italy,"Jan. 25 Agreement between Great Britain and Italy respecting the reciprocal reccg-  nition of passenger ships’ certificates and emigrant ship regulations. (Treaty  Series [Great Britain}, 1929, no. 21; Gazzetta Ufficiale del Regno d'Italia,  1930, no. 56, p. 887)  See also Great Britain (Dec. 17) and Italy (Dec. 13).  ",6
INTERNATIONAL,Great Britain—Switzerland,"Nov. 19 Agreement respecting unemployment insurance. (Treaty Series [Great Bri-  tain], 1930, no. 8; Feuille fédérale Suisse, III, no. 51, p. 666; Schweiz. Bundes-  blatt, III, no. 51, p. 640)  ",6
INTERNATIONAL,Latvia—Poland,"Feb. 12 Treaty of Commerce and Navigation between Latvia and Poland [article 19,  insurance and workers’ compensation]. (Likumu un ministru kabineta notei-  kumu krajums [Latvia], no. 6, p. 79; Dziennik Ustaw Rzeczypospolitej  Polskiej, 1931, poz. 217) Extracts: Int. 3  See also Latvia (Mar. 27).  ",6
INTERNATIONAL,Latvia—Poland,"Feb, 12 Agreement concerning railway traffic between the Republic of Latvia and  the Republic of Poland [articles 14—15, insurance and relief of railwaymen].  (Likumu un ministru kabineta noteikumu krajums [Latvia], no. 7, p. 95)  See also Laivia (Apr. 8).  ",6
INTERNATIONAL,Lithuania— Poland,"Oct. 28* Provisional Agreement between the Republic of Lithuania and the Re-  public of Poland respecting facilities for persons living on either side of the  frontier between Lithuania and Poland. (Vyriausybés Zinios {Lithuanial,  no, 311)  ",6
INTERNATIONAL,Norway— Portugal,"Feb. 7 Agreement between Norway and Portugal respecting reciprocal recognition  of certificates of seaworthiness. (Overenskomster med fremmede stater  ‘Norway], 1930, no. 7, p. 569; Diario do Govérno [Portugal], no. 38, p. 523)  See also Portugal (Feb. 7).  ",6
