country,region,text,date,year,page,extracted_date,full_text
INTERNATIONAL,,,9.2.,1921,3,Feb. 9th,Feb. 9th. 
INTERNATIONAL,,,14.2.,1921,3,Feb. 14th,Feb. 14th 
INTERNATIONAL,,i6th,4.3.,1921,3,Mar. 4,Mar. 4/i6th 
INTERNATIONAL,,,8.10.,1921,3,Oct. 8th,Oct. 8th 
ARGENTINE,,,8.6.,1921,3,June 8th,June 8th 
AUSTRIA,,,10.3.,1921,3,Mar. 10th,Mar. 10th 
AUSTRIA,,nd,22.3.,1921,3,Mar. 22,Mar. 22 nd 
AUSTRIA,,,1.6.,1921,3,June ist,June ist 
AUSTRIA,,,14.7.,1921,3,July 14th,July 14th 
AUSTRIA,,th,12.8.,1921,3,Aug. 12,Aug. 12 th 
AUSTRIA,,th,12.8.,1921,3,Aug. 12,Aug. 12 th 
AUSTRIA,,"A. LAWS AND ORDERS OF 1921. Convention respecting insurance against oc- cupational accidents concluded at the Hague between Belgium and the Netherlands. T. . . . Int. 3 Convention between France and Belgium for the purpose of guaranteeing to their nationals working in French or Belgian mines the advantages of the special system of miners' pensions in force in each country. T Int. 1 Agreement respecting the treatment of Italian nationals in Switzerland and Swiss nationals in Italy in respect of unemployment benefit (ex- change of Notes between the Italian Legation at Berne and the Swiss Federal Department of National Economy). T Int. 2 Convention between Italy and the United States of Brazil respecting emigration and employment.T. II Int. r Act respecting matches manufactured with poisonous phosphorus. T II Arg. 1 Act respecting the regulation of employment in domestic service and in agricultural and sylvi- cultural undertakings in Upper Austria (Domestic and Agricultural Code). T Aus. 3, (1) Act to amend certain provisions of the Act relating to the sickness insurance of workers (Sickness Insurance Amendment Act No. VI). E Aus. 6 Act concerning the regulation of agricultural labour in the State of Lower Austria. T . . . . Aus. 2 Act relating to the contract of service of private employees (Employees' Act). T Aus. 1 Act concerning the regulation of employment in agriculture and in domestic service in the State of Carinthia. S. Aus. 3 (10! Act relating to industrial inspection. T Aus. 4 —5 (1) Order respecting a special industrial inspection service for inland navigation. T Aus. 4—5 (9) Order of the Ministry of Social Administration concerning the inspection areas for industrial inspection. S Aus. 4 — 5 (io) Decree issued by the Ministry of Social Ad- ministration respecting instructions to the in- dustrial inspectors. Tl Aus. 4 - 5 (10) 4 —",12.8.,1921,3,Aug. 12th,"Aug. 12th A. LAWS AND ORDERS OF 1921. Convention respecting insurance against oc- cupational accidents concluded at the Hague between Belgium and the Netherlands. T. . . . Int. 3 Convention between France and Belgium for the purpose of guaranteeing to their nationals working in French or Belgian mines the advantages of the special system of miners' pensions in force in each country. T Int. 1 Agreement respecting the treatment of Italian nationals in Switzerland and Swiss nationals in Italy in respect of unemployment benefit (ex- change of Notes between the Italian Legation at Berne and the Swiss Federal Department of National Economy). T Int. 2 Convention between Italy and the United States of Brazil respecting emigration and employment.T. II Int. r Act respecting matches manufactured with poisonous phosphorus. T II Arg. 1 Act respecting the regulation of employment in domestic service and in agricultural and sylvi- cultural undertakings in Upper Austria (Domestic and Agricultural Code). T Aus. 3, (1) Act to amend certain provisions of the Act relating to the sickness insurance of workers (Sickness Insurance Amendment Act No. VI). E Aus. 6 Act concerning the regulation of agricultural labour in the State of Lower Austria. T . . . . Aus. 2 Act relating to the contract of service of private employees (Employees' Act). T Aus. 1 Act concerning the regulation of employment in agriculture and in domestic service in the State of Carinthia. S. Aus. 3 (10! Act relating to industrial inspection. T Aus. 4 —5 (1) Order respecting a special industrial inspection service for inland navigation. T Aus. 4—5 (9) Order of the Ministry of Social Administration concerning the inspection areas for industrial inspection. S Aus. 4 — 5 (io) Decree issued by the Ministry of Social Ad- ministration respecting instructions to the in- dustrial inspectors. Tl Aus. 4 - 5 (10) 4 — "
ESTHONIA,,,1.11.,1921,5,Nov. ist,Nov. ist 
FINLAND,,,30.12.,1921,5,Dec. 30th,Dec. 30th 
FINLAND,,,30.12.,1921,5,Dec. 30th,Dec. 30th 
FRANCE,,,15.1.,1921,5,Jan. 15th,Jan. 15th 
FRANCE,,,31.1.,1921,5,Jan. 31st,Jan. 31st 
FRANCE,,,1.2.,1921,5,Feb. ist,Feb. ist 
FRANCE,,,16.3.,1921,5,Mar. 16th,Mar. 16th 
FRANCE,,,19.3.,1921,5,Mar. 19th,Mar. 19th 
FRANCE,,,29.4.,1921,5,Apr. 29th,Apr. 29th 
FRANCE,,,4.5.,1921,5,May 4th,May 4th 
FRANCE,,th,17.5.,1921,5,May 17,May 17 th 
FRANCE,,,23.6.,1921,5,June 23rd,June 23rd 
FRANCE,,,27.7.,1921,5,July 27th,July 27th 
FRANCE,,,17.8.,1921,5,Aug. 17th,Aug. 17th 
