country,region,text,page
INTERNATIONAL,Austria — Estonia,"Dec. 11 Treaty of Commerce between the Republic of Estonia and the Republic  of Austria. (Bundesgesetzblatt fiir die Republik Osterreich, 1929, no. 267,  p. 1033; Riigi Teataja [Estonia], 1929, no. 34, p. 371)  ",4
INTERNATIONAL,Austria—France,"May 16 Commercial Agreement between Austria and France (Arts. 28 e¢ seq., naviga-  tion]. (Bundesgesetzblatt fiir die Republik Osterreich, nos 208, p. 1297)  i  ",4
INTERNATIONAL,Austria— Germany,"Feb. 29 Third Agreement between the German and Austrian Governments with  respect to unemployment relief and emergency relief. (Reichsgesetzblatt  (Germany], II, no. 9, p. 55)  ",4
INTERNATIONAL,Austria— Germany,"See also Germany (Mar, 12).  ",4
INTERNATIONAL,Austria—Iceland,"Apr. 6 Treaty of Commerce between Austria and Iceland. (Bundesgesetzblatt fiir  die Republik Osterreich, 1929, no. 106, p. 573)  ",4
INTERNATIONAL,Austria—Norway,"Feb. 8 Agreement between Austria and Norway respecting the abolition of passport  visas [Art. III, emigrants intending to take up employment abroad are to  be warned by the Government of their country of origin of the necessity for a  permit to engage in their trade or calling abroad]. (Bundesgesetzblatt der  Republik Osterreich, no. 71, p. 465; Overenskomster med fremmede Stater  [Norway], no. 2, p. 48)  ",4
INTERNATIONAL,Belgium—France,"July 4 Agreement between Belgium and France respecting frontier and seasonal  workers [identity cards, credentials and certificates of employment to be  procured by workers of each country employed in the territory of the other}.  (Moniteur belge, p. 5350; Revue du Travail [Belgium], no. 8, p. 1137; Journal  officiel de la République frangaise, 1929, no. 4, p. 187)  ",4
INTERNATIONAL,Belgium—France,"See also Belgium (Nov. ro) and France (Dec, 23).  ",4
INTERNATIONAL,BelgoLuxemburg E Union—France,"Feb. 23 Commercial Agreement between the Belgo-Luxemburg Economic Union and  France [Art. X VIII, commercial travellers, etc., Art. XX, itinerant trades,  hawkers]. (Mémorial du Grand-Duché de Luxembourg, no. 18, p. 382; Moniteur  belge, p. 1662; Journal officiel de la République frangaise, 1929, no. 287,  Pp. 13,187)  ",4
INTERNATIONAL,BelgoLuxemburg E Union—France,See also Belgium (Apr. 12) and Luxemburg (Apr. 5).  ,4
