country,region,text,page
AUSTRALIA,Queensland,"Apr. 29 An Act to amend the Workers’ Compensation Acts, 1916 to 19415,  in certain particulars [amends s. 14 (1) (B)]. 7 Geo. VI, No. 9.  The Workers’ Compensation Acts Amendment Act of 1943.  ",3
AUSTRALIA,Queensland,"Nov. 25 An Act to amend the Workers’ Compensation Acts, 1916 to 1943°,  in certain particulars [amendment of ss. 3, 14 (1) (C) and 14B].  7 Geo. VI, No. 37. The Workers’ Compensation Acts Amendment  Act of 1943 (No. 2).  ",3
AUSTRALIA,Queensland,SR. = Statutory Rules.  ,3
AUSTRALIA,Queensland,"2 LS. 1941 (Austral. 1 and 3) and 1942 (Austral. 3). — ? L.S. 1941 (Austral.  2) and 1942 (Austral. 2). — * L.S. 1923 (Austral. 7); 1928 (Austral. 4); 1931  (Austral. 14); 1932 (Austral. 4 and 10); 1933 (Austral. 8); 1935 (Austral. 5);  1936 (Austral. 4); 1937 (Austral. 1); 1941 (Austral. 4); also Act No. 3 of 1942 —  * Bulletin of the International Labour Office (Basle), Vol. X, 1915, pp. 264 and  286; L.S. 1927 (Austral. 1); 1931 (Austral. 9); 1935 (Austral. 3); 1936 (Austral.  3); also Acts No. 34 and No. 42 of 1941. — * L.S. 1925 (Austral. 5); 1926  (Austral. 8); 1929 (Austral. 8); 1934 (Austral. 8); 1935 (Austral. 8): 1936  (Austral. 5); 1939 (Austral. 2); also Act of 12th December, 1941 (6 Geo. VI,  No. 6). The Acts (Schedule and Tables) have also been amended by Orders  in Council dated 29th January, 1925, 19th December, 1929, 22nd May, 1930,  19th October, 1933, lst February, 25th October and 20th December, 1934, and  9th October, 1935 (see Indexes to the Legislative Series).  ",3
AUSTRALIA,Queensland,1943—Iudexes I — 4—  ,4
AUSTRALIA,South Australia,Dec. 23 An Act to amend the Industrial Code 1920-1936°. No. 32 of 1943.  ,4
AUSTRALIA,South Australia,"Dec. 23 An Act to amend the Workmen's Compensation Act, 1932-19417.  No. 39 of 1943.  ",4
AUSTRALIA,Tasmania,"June 2 An Act to amend the Workers’ (Occupational Diseases) Relief  Fund Act 1929* [amends s. 2 by adding at the end of paragraph  I to the definition of “mining operations” the words “or for  prospecting for metal or mineral therein”]. 7 Geo. VI, No. 17.  Workers’ (Occupational Diseases) Relief Fund Act 1943.  ",4
AUSTRALIA,Victoria,"Oct. 25 An Act to amend section eleven of the Factories and Shops Act  1941 {to be read as one with the Factories and Shops Act, 1928,  as amended®]. No. 4952. Factories and Shops (Chairmen of  Wages Boards) Act 1943.  ",4
AUSTRALIA,Victoria,Nov. 8 An Act to amend the Coal Mines Regulation Act 1928*° in  certain particulars. No. 4956. Coal Mines Regulation Act 1943.  ,4
AUSTRALIA,Victoria,"Dec. 6 An Act to amend section three of the Workers’ Compensation  1928"". No. 4974. Workers’ Compensation Act 1943.  ",4
AUSTRALIA,Victoria,"Dec. 6 An Act to amend sections seventy-seven and ninety-seven of  the Factories and Shops Act 1928°. No. 4976. Factories and Shops  (Saturday Half-Holiday) Act, 1943.  ",4
AUSTRALIA,Western Australia,"Oct. 25 An Act to amend the Mine Workers Relief Act, 1932-1940'*.  7 Geo. VI, No. XX. No. 25 of 1943. Mine Workers’ Relief Act  Amendment Act, 1943.  ",4
BELGIUM,,"Apr. 1 Legislative Order to repeal the Legislative Order of 10th January,  1941, to authorise the granting of unemployment benefit to sea-  men of the merchant marine who are temporarily unemployed""  and to substitute for the same purpose a new system entitled  “waiting benefit’ [amended by a Legislative Order of 16th  December, 1943]. (M.B. 1943, pp. 160-163, and 1944, pp. 85-86)  ",4
BELGIUM,,"Apr. 6 Legislative Order to amend the Legislative Order of 23rd May,  1941, respecting compensation for industrial accidents sustained  by seamen {further amended by Legislative Order of 5th  August, 1943]. (M.B. 1943, pp. 178-179 and pp. 323-324)  ",4
BELGIUM,,M.B. = Moniteur belge.  ,4
