country,region,text,page
ARGENTINA,,"disability pensions, inserts a new s. 8 in the Regulations  ",4
ARGENTINA,,respecting old-age pensions and repeals various provisions  ,4
ARGENTINA,,"of both texts]. (Ibid., 19 July)  9 Aug. Act No. 19774, to amend s. 9 of Act No. 18610 [of 23 Feb.  ",4
ARGENTINA,,"1970, as consolidated in 1971] respecting the operations  ",4
ARGENTINA,,"of social welfare institutions. (Ibid., 18 Aug.  4 Sep. Decree No. 5912, respecting the entitlement of stevedores,  ",4
ARGENTINA,,foremen and crane operators to an ordinary retirement  ,4
ARGENTINA,,pension [s. 1: entitlement to pension to start at age 52  ,4
ARGENTINA,,for stevedores and at age 55 for foremen and crane operators  ,4
ARGENTINA,,covered by Act No. 18037 of 30 Dec. 1968 (LS 1968 -  ,4
ARGENTINA,,"Arg. 2 A)3; ss. 5: medical examinations]. (Ibid., 11 Sep.)  2 Nov. Act No. 19923, to increase, with effect from 1 Oct. 1972,  ",4
ARGENTINA,,all retirement and other pension benefits payable by the  ,4
ARGENTINA,,"national provident funds. (Ibid., 13 Nov.  3 Nov. (it a5 19929, to establish a National Housing Fund.  Ibid.  3 Nov. Decree No. 7680, to make regulations under Act No. 19929  ",4
ARGENTINA,,"lof 3 Nov. to establish a National Housing Fund]. (Ibid. )  6 Nov. Decree No. 7694, to authorise the Ministry of Labour to  ",4
ARGENTINA,,appoint delegates and scrutineers to supervise elections  ,4
ARGENTINA,,in industrial associations of employees in accordance with  ,4
ARGENTINA,,s. 36 of Act No. 14445 of 8 Aug. 1958 [LS 1958 - Arg. 1].  ,4
ARGENTINA,,"(Ibid., 15 Nov.)  -16-  AUSTRALIA  17 Apr. An Act to establish a Commonwealth Teaching Service  ",4
ARGENTINA,,[teachers' contracts of employment]. No. 13.  ,5
ARGENTINA,,Commonwealth Teaching Service Act 1972.  24 Apr. An Act relating to social services [amends ss. 28 (age or  ,5
ARGENTINA,,"invalid pension), 50, 63 (widow's pension), 80 and 112A  ",5
ARGENTINA,,(sickness benefit) of the Social Services Act |LS 1947 -  ,5
ARGENTINA,,Austral. 3... 1951 —- Aust. 2]. No. 14. Social Service  ,5
ARGENTINA,,Act (No. 2) 1972. _  24 Apr. An Act relating to the settlement of matters arising out o  ,5
ARGENTINA,,employment in the public service. No. 17. Public  ,5
ARGENTINA,,Service Arbitration Act 1972.  25 May Amendments of the Stevedoring Industry (Temporary Provi-  ,5
ARGENTINA,,"sions) Regulations, under the Stevedoring Industry  ",5
ARGENTINA,,"(Temporary Provisions) Act 1967-1971 [inter alia, adds a  ",5
ARGENTINA,,new reg. 20A (qualifying day and qualifying service for  ,5
ARGENTINA,,long service leave) and amends regs. 271 (transfer to  ,5
ARGENTINA,,"other ports), 27U (cancellation of registration of  ",5
ARGENTINA,,redundant waterside workers) and 272 (payments to watersid  ,5
ARGENTINA,,"workers) ]. (""Statutory Rules"", No.  2 June An Act relating to conciliation and arbitration. No. 37.  ",5
ARGENTINA,,Conciliation and Arbitration Act 1972. Aust. 1  30 June Amendments of the Conciliation and Arbitration Regulations  ,5
ARGENTINA,,under the Conciliation and Arbitration Act 1904-1972  ,5
ARGENTINA,,"tis 1956 - Aust. 1 (consolidation) ... 1972 ~ Aust. 1]  amend regs. 115, 138 and 139 amd add a new Part Va  ",5
