country,region,text,page
GERMAN DEMOCRATIC REPUBLIC,,"17 Apr. 1963 An Act to amend and supplement the Labour Code. (Gesetzblatt,  Part I, 25 Apr. 1963) Ger.D.R. 1B  ",1
POLAND,,"11 May 1962 Order of the Council of Ministers to amend the Order respecting  the types of work prohibited for women. (Dziennik Ustaw, 1962,  Text 137) Pol. 1B  ",1
YUGOSLAVIA,,"16 Dec. 1965 An Act to amend and supplement the Basic Pension Insurance Act.  (Sluzbeni List, 1965, Text 908) Yug. 3 C  Note: The Legislative Series for 1966 also includes a translation and a reprint  in which the International Labour Office has gathered together numerous amend-  ments to form a consolidated or more easily usable text. These are as follows:  ",1
FRANCE,,"1966—Fr. 1 This translation of Ordinance No. 45-280 of 22 Feb. 1945 to institute  works committees (originally translated in the Legislative Series as  1945—Fr. 8A) incorporates the amendments made by Act  No. 46-1065 of 16 May 1946 (ibid., 1946—Fr. 8), Act No. 50-961  of 12 Aug. 1950, Act No. 54-12 of 9 Jan. 1954 (ibid., 1958—-Fr. 2 B),  Act No. 58-201 of 26 Feb. 1958 (ibid., 1958—Fr. 2 A), Ordinance  No. 59-81 of 7 Jan. 1959 and Act No. 66-427 of 18 June 1966.  ",1
UNITED STATES OF AMERICA,,"1966—U.S.A. 1 This reprint of the Fair Labor Standards Act of 1938 (originally  reproduced in the Legislative Series as 1938—U.S.A. 1) includes  the amendments made by the Fair Labor Standards Amendments  of 1949 and 1955 (ibid., 1949—U.S.A. 1 A and 1955—U.S.A. 1),  the American Samoa Labor Standards Amendments of 1956  (ibid., 1961—U.S.A. 1 B), the Acts of 30 Aug. 1957 and 25 Aug. 1958  (ibid., 1961-—-U.S.A. 1 C and D), the Judicial Review Act of 1958,  the Fair Labor Standards Amendments of 1961 (ibid., 1961—  U.S.A. 1 A), the Equal Pay Act of 1963 and Fair Labor Standards  Amendments of 1966.  Il. ERRATA  Legislative Series, 1961  Gua. 1, p. 52: In s. 128 delete the words “ in addition to the usual pay for such  -holidays and rest days ”’.  Legislative Series, 1966  It. 1, p. 1: In s. 3 for “ sufficient grounds ”’ read “ a justified motive ”’.  IV. CHRONOLOGICAL LIST  ",1
UNITED STATES OF AMERICA,,OF LABOUR LEGISLATION ENACTED IN 1966  Contents  ,2
UNITED STATES OF AMERICA,,"This list gives the titles of Acts, decrees, regulations, etc., enacted during 1966  on labour and related subjects such as social security and co-operation. It includes—  (a) enactments published in the Legislative Series for 1966, with the reference number  ",2
UNITED STATES OF AMERICA,,of the brochure in bold type;  (6) enactments not published in the Legislative Series for 1966 that amend legislation  ,2
UNITED STATES OF AMERICA,,"previously published in the Legislative Series, with a note indicating the nature  ",2
UNITED STATES OF AMERICA,,of the amendment or the sections amended;  (c) all other known enactments except those of limited duration or scope (e.g. wage-  ,2
