country,region,text,page
AUSTRALIA ),Western Australia,"1 June Resolution of the Government of the People's  Republic of Bangladesh, to set up an Industrial  Workers! Wage Commission [to review the wage  structure, including fringe benefits, for manual  and non-manual workers in industry, services and  agriculture, and certain categories of public  servants]. (""Bangladesh Gazette"", Extraordinary,  2 June)  ",12
AUSTRALIA ),Western Australia,"23 Nov. An Ordinance to consolidate and amend the law  relating to the retirement of public servants.  No. XXVI. Public Servants (Retirement) Ordinance 1973.  (Ibid., 23 Nov.)  BELGIUM  ",12
AUSTRALIA ),Western Australia,"16 Jan. Royal Decree to amend the Royal Order of 19 Dec. 1967  to make regulations under Royal Order No. 38 of  27 July 1967 to provide for the social status of  self-employed workers [amends, inter alia, ss. 18  and 24 and repeals ss. 14bis, 15 to 17 and 25 to 27].  (""Moniteur Belge - Belgisch Staatsblad"", 16 Feb.)  ",12
AUSTRALIA ),Western Australia,"28 Mar. An Act to increase employees' pensions and to  introduce machinery for adapting pension rates to  trends in general well-being. (Ibid., 30 Mar.)  ",12
AUSTRALIA ),Western Australia,"4 Apr. Royal Order to amend the Royal Order of 20 July 1970  to extend the scope of the compulsory health care  scheme to handicapped persons (supplements ss. 1 and  6]. (Ibid., 26 June)  ",12
AUSTRALIA ),Western Australia,"6 Apr. Ministerial Order respecting the grant of certain  rivileges to persons receiving vocational training,  Ibid., 11 May  ",12
AUSTRALIA ),Western Australia,"1O Apr. An Act to grant time credits to workers for training  purposes [workers entitled to be absent from work  on normal pay to attend training courses]. (Ibid.,  21 Apr.)  ",12
AUSTRALIA ),Western Australia,"24 Apr. Royal Order made under the Act of 10 Apr. to grant  time credits to workers for training purposes.  (Ibid., 3 May)  ",12
AUSTRALIA ),Western Australia,24 Apr. Royal Order to extend the scheme of time credits  to workers following employers! courses organised  in accordance with the Royal Order of 13 Apr. 1959  [LS 1959 - Bel. 1] respecting vocational and further  (tease in handicrafts and commercial occupations.  Ibid.  ,12
AUSTRALIA ),Western Australia,"4 May Royal Order to amend s. 130, § 1, of the Royal Order  of 20 Dec. 1963 [LS 1963 - Bel. 2 ... 1967 - Bel. 2 A]  respecting employment and unemployment. (Ibid.,  17 May)  - 27 -  BELGIUM (cont. )  ",12
AUSTRALIA ),Western Australia,"30 May Royal Order (a) made under the Labour Act of  16 Mar. 1971 [LS 1971 - Bel. 2] and (b) to give  binding force to the decision and collective labour  agreement of 28 Jan. 1972 of the National Joint  Committee for the Textile and Hosiery Industry  concerning hours of work and work on Sundays and  public holidays. (Ibid., 3 Aug.)  5 July An Act to amend the Act of 22 June 1960 [LS 1960 -  Bel. 4] to introduce a weekly holiday for persons  employed in handicrafts and commerce, as amended  by the Acts of 30 July 1963 and 6 Mar. 1964 [amends  ss. 1, 6 and 10}. (Ibid., 19 Sep.)  6 July An Act to improve the legislation governing the  rant of allowances to handicapped persons.  Ibid., 14 July)  6 July An Act to amend s. 61 of the Acts respecting  compensation for, and the prevention of, occupational  diseases, as co-ordinated on 3 June 1970 [compulsory  notification by the industrial medical officer in  certain cases]. (Ibid., 24 Aug.)  10 July Royal Order to amend the Royal Order of 17 Nov. 1969  to make general regulations respecting the grant of  allowances to handicapped persons. Tibia. 14 July)  10 July Royal Order to lay down rules for the grant of  allowances for assistance from another person.  (Ibid. )  10 July Royal Order to amend the Royal Order of 28 Mar. 1969  to issue a list of occupational diseases giving  entitlement to compensation [inserts various new  items}. (Ipid., 23 Aug.)  11 July An Act to improve the position under certain social  security schemes of working mothers who temporarily  cease to enjoy social security coverage. Ibid.,  23 Nov.)  13 July An Act to amend the Act of 3 July 1967 respecting  compensation for injuries due to employment and  commuting accidents and occupational diseases in the  public sector [numerous amendments]. (Ibid., 8 Aug.)  20 July Royal Order to amend the Royal Order of 29 Apr. 1958  [LS 1958 - Bel. 3] respecting the bodies responsible  for safety, hygiene and improvement of workplaces in  mines and underground quarries [replaces s. 16  pauro tions of committee), inserts a new s. l6bis  obligations of the head of the undertaking, inter  alia, in the field of prevention and co-operation  with the committee) and repeals s. 19, first, second  and third paras. ]. (Ibid., 20 Nov.)  - 28 -  BELGIUM (cont. )  ",13
AUSTRALIA ),Western Australia,"20 July Royal Order to make maritime inspection regulations  [Schedule XIV: Crew _accommodation: Schedule XxX:  Medical examinations]. (Ibid., 22 Nov.)  ",14
AUSTRALIA ),Western Australia,"17 Aug. Royal Order to amend the Royal Order of 21 Dec. 1967  to make general regulations for the employed persons'  retirement and survivors' pension scheme Tnumerous  amendments}. (Ibid., 31 Aug.) :  ",14
AUSTRALIA ),Western Australia,"19 Sep. Regulations to amend the Royal Order of 31 Dec. 1963  to make regulations for the compensation payable  under the compulsory sickness and disability insurance  scheme [amends ss. 27 and 50]. (Ibid., 13 Dec.)  ",14
AUSTRALIA ),Western Australia,"12 Oct. Royal Order to amend the Royal Order of 30 July 1964  to lay down rules for the extension of the Act of  9 Aug. 1963 to institute and organise a compulsory  sickness and disability insurance scheme to self-  employed persons [amends ss. 22 and 27 and repeals  S. 26}. (Ibid., 7 Nov.)  ",14
AUSTRALIA ),Western Australia,"7 Nov. Royal Order to amend the Royal Order of 28 Nov. 1969  made under the Act of 27 June 1969 [LS 1969 - Bel. 1]  to revise the Legislative Order of 28 Dec. 1944  [LS 1944 - Bel. 2... 1961 - Bel. 4} respecting  workers' social security [amends ss. 9 and 64].  (Ibid., 24 Nov.)  ",14
AUSTRALIA ),Western Australia,"13 Nov. Royal Order to amend the Royal Order of 24 Jan. 1969  respecting the compensation payable to the staff of  government departments and other public services and  certain members of the staff of subsidised educational  establishments for injuries due to employment and  commuting accidents [inter alia, replaces s. 4 (right  to compensation), inserts a new s. 4bis_ (travelling  expenses) and amends numerous other ss. ]. (Ibid.,  24 Nov.)  ",14
AUSTRALIA ),Western Australia,13 Nov. Royal Order to amend the Royal Order of 12 June 1970  respecting the compensation payable to members of the  staff of officially recognised private institutions  for injuries due to employment and commuting accidents  [amends ss. 6 and 9 and repeals s. 13]. (Ibid.)  ,14
AUSTRALIA ),Western Australia,"13 Nov. Royal Order to amend the Royal Order of 5 Jan. 1971  respecting the compensation payable for injuries due  to occupational diseases in the public sector [inserts  anew s. 6bis (travelling allowances), replaces's. 7  (burial grant) and amends s. 18]. (Ibid. )  ",14
AUSTRALIA ),Western Australia,"13 Dec. Royal Order to amend the Royal Order of 19 Dec. 1967  to make regulations under Royal Order No. 38 of  27 July 1967 to provide for the social status of self-  employed persons [amends ss. 10, 24, 45 and 92].  (Ibid., 27 Dec.)  - 29 -  BELGIUM (cont.)  ",14
AUSTRALIA ),Western Australia,"27 Dec. An Act to increase the pensions payable to former  workers. (Ibid., 4 Jan. 1974)  ",15
AUSTRALIA ),Western Australia,"28 Dec. Royal Order to grant a further education allowance  for workers following courses in order to improve  their intellectual, moral or social training [repeals  the Royal Order of 28 Aug. 1963 on the same subject].  (Ibid., 12 Feb. 1974)  BOTSWANA  ",15
