country,region,text,page
ALGERIA,,"23/V1/1984 Decree No. 84-157 to amend Decree No. 71-77 of 5 April 1971 on the organisation of  a system of family benefits in agriculture. ( Journal officiel, 10 July).  [Amends s. 6.]  ",1
ALGERIA,,"15/1X/1984 Decree No. 84-271 to create a national centre for vocational education by  correspondence. (ibid., 19 Sep.)  {Inter alia, provides for the types of vocational training specified in s. 2 of Decree No. 83-572 of  15 October 1983 to be made available by correspondence. ]  ",1
AUSTRALIA,,"16/XI11/1983_ An Act to amend the Conciliation and Arbitration Act 1904 [LS 1956—Aust. |  (consolidation). . . 1972—Aust. 1], to repeal the Public Service Arbitration Act 1920, and for  related purposes. No. 115 of 1983. Conciliation and Arbitration Amendment Act (No. 2) 1983.  (Miscellaneous amendments. ]  ",1
AUSTRALIA,Victoria,"1/V/1984 An Act toamend the Public Service Act 1974 and for other purposes. No. 10046. Public  Service (Amendment) Act 1984.  {Inter alia: inserts a new s. 1SA (principles applying in administration: recruitment, promotion  and advancement, fair and equitable treatment, equal pay, education and training) and a new  part VA (consultations prior to redundancies); amends s. 43 (annual increments of salary or  wages). ]  ",1
AUSTRALIA,Western Australia,"20/VI1/1984 Construction Safety Amendment Regulations (No. 3) 1984. (Government Gazette,  20 July)  [Miscellaneous amendments. ]  ",1
BARBADOS,,"29/11/1984 An Act to repeal the Shops Act and make new provisions relating to shops. No. 3.  Shops Act 1983. (Official Gazette, Supplement, 8 Mar.)  Inter alia, ss. 3 to 5: opening and closing of shops; ss. 6 to 13: conditions of employment of  shops assistants; ss. 14 and 15: inspection, supervision and investigation. }  ",1
BARBADOS,,"14/IX/1984 An Act to provide for the establishment of the National Health Service Board.  No. 22. National Health Service Board Act 1984. (ibid., Supplement, 24 Sep.)  [To provide general practice services free of charge to residents except as provided for in the  regulations.]  ",1
BELGIUM,,"28/III/1984 Royal Order to amend the Royal Order of 20 July 1973 to make maritime inspection  regulations. (Moniteur belge — Belgisch Staatsblad, 13 Sep.)  ",1
BELGIUM,,"25/V/1984 Royal Order to amend the Royal Order of 27 April 1976 to supplement the Royal  Order of 8 April 1976 to institute a family benefit scheme for self-employed persons. (ibid.,  28 June)  [Miscellaneous amendments. ]  ",1
BELGIUM,,"13/V1/1984 Royal Order to issue model regulations for joint committees on apprenticeship. (ibid.,  6 July)  (Model regulations in annex.]  ",1
BELGIUM,,Copyright © International Labour Organisation 1985 3/1985  ,1
BELGIUM,,1985—List No. 3 2 (208)  ,2
BELGIUM,,"20/V1/1984 Royal Order to amend section 20 of Royal Order No. 72 of 10 November 1967  respecting retirement and survivors’ pensions for self-employed persons. (ibid., 12 July)  ",2
