country,region,text,page
AUSTRALIA,,"Dec. 20, National Security (Reinstatement in Civil Employment) Regula-  tions. Statutory Rules, 1939, No. 176. Austral. 3  STATES  ",3
AUSTRALIA,New South Wales,"Nov. 13 An Act to make certain provisions in relation to apprentices and  trainee apprentices who are absent from their usual] employment  owing to war service; to amend the Apprentices Act, 1901, and  certain other Acts in certain respects; and for purposes connected  therewith. 3 Geo. 6, No. 35. Apprentices (War Service) Act, 1939.  Austral. 5  ",3
AUSTRALIA,Queensland,"Dec. 6 An Act to amend “The Workers’ Compensation Acts, 1916 “to  1936',” “The Workers’ Compensation (Lead Poisoning, Mount  Isa) Act of 19337,” in certain particulars, and for other purposes.  3 Geo. VI, No. 36. The Workers’ Compensation Acts and Another  Act Amendment Act of 1939. Austral. 2  ",3
AUSTRALIA,Tasmania,"Dec. 21 An Act to amend the Workers’ (Occupational Diseases) Relief  Fund Act 1928°. 3 and 4 Geo. VI, No. 67. Workers (Occupational  Diseases) Relief Fund Act 1939. Austral. 4  ",3
AUSTRALIA,Tasmania,"‘ Legislative Series, 1925 (Austral. 5); 1926 (Austral. 8); 1929 (Austral. 8);  1934 (Austral. 8); 1935 (Austral. 8); 1936 (Austral. 5). See also various  Orders in Council, 1925-1938.  ",3
AUSTRALIA,Tasmania,"? Legislative Series, 1933 (Austral. 4).  ",3
AUSTRALIA,Tasmania,"* Legislative Series, 1929 Austral. 2); amendments: 1934 (Austral. 13);  1936 (Austral. 8); see also Acts of 25th October, 1937, 20th December, 1937,  ",3
AUSTRALIA,Tasmania,"and 16th December, 1938.  ",3
AUSTRALIA,Tasmania,1939 — Indexes . —4—  ,4
AUSTRALIA,Western Australia,"Jan. 31 An Act to amend the Workers’ Compensation Act, 1912-1934‘.  No. 50 of 1938. Workers’ Compensation Act Amendment Act, 1938.  Austral. 1  ",4
BELGIUM,,"Jan. 24 Royal Order to amend and supplement the Royal Order of 14th  April, 1930°, to issue special regulations respecting painting by  means of compressed air sprayers or spray painting. (Moniteur  belge, 2nd February, 1939, No. 33, p. 533) Bel. 1  ",4
BELGIUM,,"Feb. 8 Royal Order to issue general regulations concerning the measures  to be taken for the purpose of protecting the health of salaried  employees working in industrial and commercial undertakings  and likewise in services and establishments which are either  public or of public utility. (Moniteur belge, 1st March, 1939, No.  60, p. 1315) Bel. 2  ",4
BELGIUM,,"July 14 Royal Order to amend the Royal Order of 12th March, 1925°,  issuing regulations for work in zinc works, and to extend the  provisions of that Order to works engaged in the smelting or  roasting of zinc or lead ores or the working up of lead-containing  by-products of these operations. (Moniteur beige, 4th August, 1939,  No. 216, p. 5441) Bel. 3  ",4
BELGIUM,,"July 22 Royal Order respecting the setting up of an Endowment Fund  to provide for war pensions, old age and widows’ pension bonuses  and orphans’ allowances. (Moniteur belge, 26th July, 1939, No. 207,  p. 5197) French edition only: Bel. 5  ",4
BELGIUM,,"Oct. 28 Legislative Order to supplement ‘the legislation respecting the  employment of unemployed persons on national defence work.  (Moniteur belge, 30th-31st October, 1939, Nos. 303-304. p. 7214)  French edition only: Bel. 4  ",4
BOLIVIA,,"May 26 © Supreme Decree to issue the Labour Code. (Proteccion Social,  March 1939, Vol. II, No. 14, p. 28) Bol. 1  ",4
BRAZIL,,"May 2 Legislative Decree No. 1237, to set up a system of labour courts.  (Diario Oficial, 6th May, 1939, No. 103, p. 10,381) Braz. 1  ",4
BRAZIL,,"June 15 Legislative Decree No. 1346, to provide for the reorganisation of  the National Labour Council. (Diario Oficial, 17th June,. 1939.  No. 139, p. 14,475) Extracts : Braz. 4  ",4
BRAZIL,,"June 29 Legislative Decree No. 1395, to fix the normal hours of actual  work of the crews of vessels of the national merchant service at  eight hours a day. (Diario Oficial, 3rd July, 1939, No. 152, p. 15,813)  Braz. 2  ",4
BRAZIL,,"July 5 Legislative Decree No. 1402, to issue regulations governing in-  dustrial associations. (Diario Oficial, 7th July, 1939, No. 156, p.  16,233) Braz. 3  ",4
BULGARIA,,"May 10 Order No. 42, to amend and supplement certain sections of Order  No. 827, relating to conditions of employment in bakeries. (Gov-  ernment Gazette, 10th May, 1939, No. 102) Bulg. 1  ",4
BULGARIA,,"‘ Legislative Series, 1925 (Austral. 2); 1927 (Austral. 10); 1935 (Austral. 1).  ",4
BULGARIA,,"© Legislative Series, 1930 (Bel. 3).  ",4
BULGARIA,,"* Legislative Series, 1925 (Bel. 4).  —5— 1930 — Indexes  July 15 Decree No. 573, to promulgate the definitive text of certain De-  crees which provided for the establishment of the Superior  Labour Council and governed its working. (Diario Oficial, 7th  August, 1939, Vol. LXII, No. 18,435, p. 2102) Chile 1  ",4
