country,region,text,page,full_date,year
AFGHANISTAN  a,,Jan. 16 Regulations to govern the employment of persons in industrial 7 establishments in Afghanistan. Afghan. 1 ,3,Jan. 16,0
ARGENTINE REPUBLIC,,"Mar. 1 Decree No. 6395, to establish a welfare administration for persons employed in the mercantile marine, in civil aviation and allied occupations. (B.O., 2 April, p. 8) Arg. 1 ",3,Mar. 1,0
ARGENTINE REPUBLIC,,"Mar. 11. Decree No. 6926, to repeal article 66 of Decree No. 21,425/44 of 10 August 1944 ! relating to compensation for industrial accidents. (B.O., 18 March, p. 9) ",3,Mar. 11,0
ARGENTINE REPUBLIC,,"Mar. 11 Decree No. 6969, to declare that any work performed in rooms where the temperature is below 0° Centigrade, shall be deemed to be unhealthy work. {B.O., 15 March, p. 9) ",3,Mar. 11,0
ARGENTINE REPUBLIC,,"Apr. 17. Decree No. 11,069/46 to approve the special regulations for the application of Act No. 11,544 ? [of 12 September 1929, respecting hours of work] to railway undertakings under national control. (B.0., 9 May, p. 8) ",3,Apr. 17,0
ARGENTINE REPUBLIC,,"May 8 Decree No. 15,356, to regulate conditions of employment for wage- rning employees in private petroleum undertakings and to prescribe the system of remuneration. (Boletin Informativa de Legislacion Argentina, 2 August, p. 3) ",3,May 8,0
ARGENTINE REPUBLIC,,"May 14 Decree No. 13,937, to establish a welfare administration for persons employed in industry and allied occupations. (B.O., 1 June, p. 7) © Arg. 2 ",3,May 14,0
ARGENTINE REPUBLIC,,"June 3. Decree No. 16,130, to approve the occupational code for flying staff in civil aviation. (B.O., 12 June, p. 14) ",3,June 3,0
ARGENTINE REPUBLIC,,"July 20 Decision No. 120, to prescribe maximum daily hours of work for workers employed in the baking industry. (Boletin Informa- tiva de Legislacién Argentina, 10 June, p. 28) ",3,July 20,0
ARGENTINE REPUBLIC,,"July 26 Decree No. 4,962 to make regulations under Decree No. 13,937/46 see above, May 14]. (B.O., 16 August, p. 13) ",3,July 26,0
ARGENTINE REPUBLIC,,"B.O. = Boletin Oficial de la Repiblica Argentina. 1 LS. 1944 (Arg. 2, A). — ? L.S. 1929 (Arg. 1). | ",3,,0
ARGENTINE REPUBLIC,,1946—Index I —4— ,4,,0
ARGENTINE REPUBLIC,,"Dec. 4 Decision No. 202, to prescribe that employers and intermediaries who give out homework, and occupiers of workshops, shall maintain a register in which shall be entered such particulars as are required by the inspectors. (B.O., 12 February 1947) ",4,Dec. 4,0
ARGENTINE REPUBLIC,,"Dec. 27. Act No. 12,919, to provide social benefits for-persons in domestic service. (B.O., 27 May 1947, p. 1) ",4,Dec. 27,0
ARGENTINE REPUBLIC,,"Dec. 28 Decree No. 23,854, to issue rules respecting the annual holidays of homeworkers. (B.O., 10 January 1947, p. 4) Arg. 3 ",4,Dec. 28,0
AUSTRALIA,,"Mar. 22 Amendment of the Re-establishment and Employment Regula- tions [S.R. 1945, No. 181, as amended by 8.R. 1946, No. 14]. Adds a new subsection to section 24 of Act No. 11 of 1945 3; further amendments: May 10 and Nov. 3.] (S.R. Nos. 57, 85 and 165) ",4,Mar. 22,0
AUSTRALIA,,Apr. 18 An Act to make provision for the performance by the next senior Judge of the duties of the Chief Judge of the Commonwealth Court of Conciliation and Arbitration. [Amends the Common- wealth Conciliation and Arbitration Act 1904- 1934*; further amendment: Aug. 13]. Nos. 14 and 30. ,4,Apr. 18,0
AUSTRALIA,,"Aug. 13 An Act to amend [sections 22, 23, 23B, 24 and 25 of] the Invalid and Old Age Pensions Act, 1908-1945 ®. No. 26. ",4,Aug. 13,0
AUSTRALIA,,"Aug. 13 An Act to amend the Widows’ Pensions Act, 1942-1945. No. 27. ",4,Aug. 13,0
AUSTRALIA,,"Sep. 11. Regulations under the Re-establishment and Employment Act, 1945 3: Re-establishment and Employment (Reinstatement) Reg- ulations. (S.R. No. 141) STATES ",4,Sep. 11,0
AUSTRALIA,Queensland,"Dec. 20 An Act to amend “ The Workers’ Compensation Acts, 1916 to 1944” ®, in a certain particular. No. 14. (Queensland Go- vernment Gazette, 31 December, p. 2470). ",4,Dec. 20,0
AUSTRALIA,Queensland,"Dec. 24 An Act to amend “ The Industrial Conciliation and Arbitration Acts, 1932 to 1945 ” 7, in certain particulars. No. 21. (Zbid., 6 January 1947, p. 145) ",4,Dec. 24,0
AUSTRALIA,Tasmania,"Mar. 29 An Act to amend the Apprentices Act, 1942. [Further amend- ment: Sep. 26.] Nos. 54 and 6. ",4,Mar. 29,0
AUSTRALIA,Tasmania,"Mar. 29 An Act to amend the Miners’ Pension Act, 1944. [Further amendment: Oct. 29.] Nos. 55 and 48. ",4,Mar. 29,0
AUSTRALIA,Tasmania,"Apr. 26 The Workers’ (Occupational Diseases) Relief Fund Regulations, 1946. [Rescinds the Workers’ (Occupational Diseases) Relief Fund Regulations, 1930.] No. 149. (Tasmanian Government Gazette, 1 May, p. 816) ",4,Apr. 26,0
AUSTRALIA,Tasmania,B.O. = Boletin Oficial de la Repuibhea Argentina. ,4,,0
AUSTRALIA,Tasmania,"S.R. = Statutory Rules. 3 L.S.1945 (Austral. 1). — 4L.S. 1928 (Austral. 2)... 1934 (Austral. 15). — L.8. 1923 (Austral. 7)... 1941 (Austral. 4); for subsequent amendments, see Indexes, 1945, p. 13, June 27 and footnote. — ° L.S. 1925 (Austral. 5) 1939 (Austral. 2);. for subsequent amendments, see Indexes, 1944, p. 4, Dec. 14 and footnote. —? L.S. 1933 (Austral. 1) . . 1938 (Extracts: Austral. 3); for subsequent amendments, see Indexes, 1945, p. 15, Apr. 5 and footnote. 5 — 4946—Index I ",4,,0
AUSTRALIA,Tasmania,"May 23 An Act to amend [section 23 of] the Wages Board Act, 1920 § Wages Board Act, 1946. No. 65. ",5,May 23,0
AUSTRALIA,Tasmania,"Oct. 29 An Act to amend the Wages Board Act, 19208. [Payment of employee engaged in two or more classes of work; right of entry of union officials.] No. 25. Wages Board Act (No. 2), 1946. ",5,Oct. 29,0
AUSTRALIA,Tasmania,"Oct. 29 An Act to amend the Workers’ Compensation Act, 1927. No. 34. ",5,Oct. 29,0
AUSTRALIA,Victoria,"Apr. 9 An Act to provide for annual holidays for workers and for other purposes. No. 5111. Factories and Shops (Annual Holidays) Act, 1946. ",5,Apr. 9,0
AUSTRALIA,Western Australia,"Jan. 24 An Act to amend section 101 of the Factories and Shops Act, 1920-1937 ® as amended by Act No. 26 of 1939. {Days and hours of closure of certain shops.] No. 47. ",5,Jan. 24,0
AUSTRIA,,"Mar. 20 Federal Act respecting the annual holidays of workers in the building and allied industries. No. 81. (Bgbl., 25 May, p. 95) 1947—Austr. 4 (B) ",5,Mar. 20,0
AUSTRIA,,"May 15 Federal Act to make temporary arrangements in the matter of unemployment relief. [Amendments: Dec. 12.] No. 97 of 1946 and No 14 of 1947. (Bgbl., 12 July, p. 131 and 23 Jan. 1947, p. 11) ",5,May 15,0
AUSTRIA,,"July 3 Federal Act to grant assistance to pensioners from Old-Age Relief and Invalidity Insurance. No. 159. (Bgbl., 14 Septem- ber, p. 317) ",5,July 3,0
AUSTRIA,,"July 24 Federal Act respecting the labour courts. No. 170. (Bgbl., 23 September, p. 341) . ",5,July 24,0
AUSTRIA,,"July 25 Federal Act respecting the engagement and employment of disabled persons. No. 163. (Bgbl., 14 September, p. 326) ",5,July 25,0
AUSTRIA,,"July 25 Federal Act respecting the annual holidays of workers. No. 173. (Bgbl., 27 September, p. 352) 1947—Austr. 4 (C) ",5,July 25,0
AUSTRIA,,"July 25 Federal Act to amend and supplement the law respecting annual holidays. No. 174. (Bgbl., 27 September, p. 354) 1947—Austr. 4 (D) ",5,July 25,0
AUSTRIA,,"July 26 Federal Act to provide for the nationalisation of undertakings. No. 168. (Bgbl., 16 September, p. 337) ",5,July 26,0
AUSTRIA,,"Dec. 12 Federal Act to adapt the benefits from social insurance to current economic conditions. No 13. (Bgbl., 23 January 1947, p. 10) 1947—Austr. 5 (C) ",5,Dec. 12,0
BELGIUM,,"Jan. 3 Legislative Order respecting the annual holidays of employed persons. [Repeals the Acts of 8 July 19367° and 20 August 1938 44.] (M.B., 22 February, p. 1460) Bel. 3 ",5,Jan. 3,0
BELGIUM,,"Jan. 15 Order of the Regent to armend the General Industrial Accident Insurance Regulations [Order of 7 December 1931]. (M.B., 16 February, p. 1287) ",5,Jan. 15,0
BELGIUM,,Bgbl. = Bundesgesetzblatt der Republik Osterreich. ,5,Bgbl,0
BELGIUM,,"M.B. = Moniteur belge—Belgisch Staatsblad. L.S. 1924 (Austral. 1)... 1934 (Austral. 3); for subsequent amend- ments, see Indexes, 1945, p. 15, June 8 and footnote. —® L.S. 1938 (Austral. 1). ",5,,0
BELGIUM,,0 L.8. 1936 (Bel. 10). — 11 1938 (Bel. 6). ,5,,0
BELGIUM,,1946—Index I . —6— ,6,,0
BELGIUM,,"Jan. 30 -Order of the Regent respecting the organisation of accumulation capitalisation”) in the National Miners’ Pension Fund. Amends the laws consolidated by the Order of 25 August 1937 13.] (M.B., 18/19 February, p. 1349; corrigendum: M.B., 29 March, p. 2933) Bel, 4 (A) ",6,Jan. 30,0
BELGIUM,,"Feb. 8 Order of the Regent to amend the Order of the Regent of 16 Jan- ry 1945 respecting the operations of the National Security Office 4. [Repeals the Order of 12 March 194534] M.B., 16 February, p. 1288) ",6,Feb. 8,0
BELGIUM,,"Feb. 9 Legislative Order to provide for the winding-up of the occupa- tional boards established under the Legislative Order of 16 No- vember 1944 respecting the provisional organisation of the national economy =. (M.B., 4/5 March, p. 1874) ",6,Feb. 9,0
BELGIUM,,"Feb. 11 Order of the Regent to approve Titles I and II of the General Labour Protection Regulations. [Amended by the Order of 6 July.] (Part I: M.B., 5 April, p. 3074; Part IJ: M.B., 4 April, p. 3135; Order of 6 July: M.B., 21 August, p. 7077) ",6,Feb. 11,0
BELGIUM,,"Feb. 12 Ministerial Order respecting the application of the Royal Order of 11 February 1946 establishing bodies responsible for safety and hygiene in commercial and industrial undertakings and in public and quasi-public services and institutions. (M.B., 16 March, p. 2352) ",6,Feb. 12,0
BELGIUM,,"Feb. 16 Order of the Regent to supplement and amend certain provisions of the Royal Order of 2 September 1939 organising the scheme provided for by the Act of 10 June 1937 to extend family allow- ances to employers and self-employed persons. (M.B., 44 March, p. 2233) ",6,Feb. 16,0
BELGIUM,,"Feb. 16 Order of the Regent to amend Chapter VII of the Act of 18 June 1930 respecting insurance against old age or premature death for salaried employees ?*. [Penalties.] (M.B., 22 March, p. 2609) ",6,Feb. 16,0
BELGIUM,,"Feb. 16 Order of the Regent to amend the Order of the Regent of 21 March 1945 respecting the organisation of compulsory insurance against sickness or invalidity 1’, as amended by the Orders of the Regent of 11 June 1945?” and 11 December 194517. (M.B., 10 March, p. 2074) ",6,Feb. 16,0
BELGIUM,,"Aug. 17. Order of the Regent to supplement the Royal Order of 22 De- cember 1938 containing a list of occupational diseases, showing, for each disease, the industries or occupations in which com- pensation shall be paid therefor *®. [Adds construction or repair of industrial furnaces made of fire-brick to the list of occupations involving exposure to pneumoconiosis.] (M.B., 25 August, p. 7107) ",6,Aug. 17,0
BELGIUM,,"Aug. 19 Ministerial Order to supplement the Order of 5 May 1939, pres- cribing the categories of workmen or assimilated workers ‘which are‘ to be deemed to be exposed to the risk of occupational diseases giving entitlement to compensation. (M.B., 25 August, p. 7108) ",6,Aug. 19,0
BELGIUM,,"Aug. 21 Legislative Order to supplement and amend certain provisions in the consolidated text of the Act of 4 August 1930 establishing a general system of family allowances for employed persons °. (M.B., 1 September, p. 7281) ",6,Aug. 21,0
BELGIUM,,"M.B. = Moniteur belge—Belgisch Staatsblad. 127.8. 1937 (Bel. 2). — 15 L.S. 1945 (Bel. 9, A). — 418. 1945 (Bel. 9, H). — 151.8. 1944 (Bel. 4). — 1° L.S. 1930 (Bel. 6). — 17 LS. 1945 (Bel. he, A,B and C). — 1° 1.8. 1938 (Bel..8) and 1944 (Bel: 5). — 1° LS. 1930 (Bel. 9); ",6,,0
BELGIUM,,consolidated text published 29 December 1939. 7— 1946—Index I ,6,consol,0
BELGIUM,,"Aug. 22 Legislative Order to increase the rates of the allowances and contributions provided for in the consolidated text of the Act of 4 August 1930 establishing a general system of family allow- ances for employed persons **. (M.B., 1 September, p. 7284) ",7,Aug. 22,0
BELGIUM,,"Aug. 26 An Act to supplement and amend the miners’ retirement pension system. [Consolidated by Royal Order of 25 August 1937 ®°.] (M.B., 22 September, p. 7886; corrigendum: 3 Oct., p. 8124) Bel. 4 (B) ",7,Aug. 26,0
BELGIUM,,"Sep. 6 Legislative Order to amend the Legislative Order of 28 December 1944 respecting social security for employees”. (M.B., 26 Sep- tember, p. 7982) Bel. 1 (B) ",7,Sep. 6,0
BELGIUM,,"Sep. 7 Order of the Regent to amend the Order of the Regent of 16 Jan- ry 1945 respecting the operations of the National Social Security Office #*. (M.B., 26 September, p. 7984) Bel. 1 (C) ",7,Sep. 7,0
BELGIUM,,"Sep. 12 Order of the Regent to consolidate the law relating to insurance against old age and premature death. (M.B., 21 September, p. 7821) Bel. 5 ",7,Sep. 12,0
BELGIUM,,"Sep. 16 Order of the Regent in pursuance of article 5 of the Legislative Order of 28 December 1944 respecting social security for em- ployees*? [old age and survivors’ pension supplements]. (M.B., 21 September, p. 7852) |. Bel. 1 (D) ",7,Sep. 16,0
BELGIUM,,"Nov. 5 Order of the Regent respecting the application of the Legislative . Order of 28 December 1944, respecting social security for em- ployees *', to workers and employers in agricultural undertakings. (M.B., 16/17 November, p. 9396) Bel. 1 (E) ",7,Nov. 5,0
BELGIUM,,"Nov. 7 Legislative Order to extend to homeworkers the benefits of the legislation relating to compensation for injury caused by occupa- tional diseases. [Amends section 1 of the Act of 24 July 1927 ?3.] (M.B., 11/12/13 November, Nos. 315/316/317) ",7,Nov. 7,0
BELGIUM,,"Nov. 18 Order of the Regent. of 26 May 1945 setting up the Provisional Fund for the Assistance of Unemployed Persons #4. Amend- ments. (M.B., 30 November, p. 9768) Bel. 11 ",7,Nov. 18,0
BELGIUM,,"Nov. 18 Legislative Order to amend sections 104 and 125 of the Act of 4 August 1930 establishing a general system of family allowances for employed persons ¥*, and to amend article 243 of the Royal Order of 22 December 1938 to organise the system of family allowances for self-employed persons. (M.B., 22 December, p. 10424) ",7,Nov. 18,0
BELGIUM,,"Dec. 3 Order of the Regent to replace the Order of the Regent of 11 Feb- ruary 1946 establishing bodies responsible for safety and hygiene in industrial and commercial establishments and in public or quasi-public services and institutions. (M.B., 15 December, p. 10217) Bel. 6 ",7,Dec. 3,0
BELGIUM,,"Dec. 17 Legislative Order respecting the assignment and attachment of allowances granted under the legislation respecting compensa- tion for injuries resulting from industrial accidents. [Adds a new paragraph to section 11 of the consolidated laws respecting industrial accident compensation: L.S. 1931 (Bel. 9), 1941 (Bel. 5, A), 1945 (Bel.6).] (M.B., 29 December, p. 10616) ",7,Dec. 17,0
BELGIUM,,"M.B. = Monuteur belge—Belgisch Staatsblad. 20 LS, 1937 (Bel. 2); 1938 (Bel. 4). — 2 L.S. 1944 (Bel. 2); 1945 (Bel. 44, E and H). — *L.S. 1945 (Bel. 1, A-C).—°L.S. 1927 (Bel. 5).— 24 1945 (Bel. 4). ",7,,0
BELGIUM,,1946—Index I —_— § — ,8,,0
BELGIUM,Belgian Congo,"Mar. 17 Legislative Ordinance No. 82/A.I.M.O., respecting native occu- pational organisation. (B.A.C.B., 10 April, p. 618) ",8,Mar. 17,0
BELGIUM,Belgian Congo,"Apr. 6 Ordinance No. 98/A.I.M.O., to organise native works councils and local Committees of native workers. (B.A.C.B., 25 June, p. 913) Bel. 7 ",8,Apr. 6,0
BELGIUM,Belgian Congo,"Apr. 6 Ordinance No. 99/A.I.M.O., to institute and organise regional and provincial native labour and social progress boards. (B.A.C.B., 25 June, p. 919) Bel. 8 ",8,Apr. 6,0
BELGIUM,Belgian Congo,"Apr. 6 Ordinance No. 100/A.I.M.O., respecting the settlement of collec- tive labour disputes between employers and their native em- ployees. (B.A.C.B., 25 June, p. 929) Bel 9 ",8,Apr. 6,0
BELGIUM,Belgian Congo,"May 10 Ordinance No. 128/A.1.M.O., respecting the organisation of native trade unions. (B.A.C.B., 25 June, p. 936) Bel. 10 ",8,May 10,0
BOLIVIA,,"Nov. 8 Decree to establish medical arbitration boards for matters of industrial accident compensation. [Supplemented by Decree of 19 November.] (Compilacién de Leyes Sociales Vigentes, 1947, pp. 140 and 149) , ",8,Nov. 8,0
BRAZIL,,"Jan. 10 Legislative Order No. 8622, to make certain provisions relating to apprenticeship in commerce, to define the duties of employers and minor workers with regard to such apprenticeship, and to make other provisions. (D.O., 12 January, p. 542) ",8,Jan. 10,0
BRAZIL,,"Jan. 19 Legislative Decree No. 8737, to amend certain provisions of tlie Consolidation of Labour Laws ® in respect of labour courts, and to provide for other matters. (D.O., 24 January, p. 1197) Braz. 1 (A) ",8,Jan. 19,0
