country,region,text,page,full_date,year
SPAIN,,"Col. 2, p. 6: the first para. of s. 26 should read as follows: Throughout the period of prior contributions required for sickness (other than occupational disease) and maternity insurance, the employer shall continue to be liable for providing the appropriate benefits under the Labour Code. 4” IV. CHRONOLOGICAL LIST ",2,,0
SPAIN,,OF LABOUR LEGISLATION ENACTED IN 1962 Contents ,2,,0
SPAIN,,"This list gives the titles of Acts, decrees, regulations, etc., enacted during 1962 on labour and related subjects such as social security and ",2,,0
SPAIN,cooperation It includes—,number of the brochure in bold type; (o) enactments not published in the Legislative Series for 1962 that amend ,2,,0
SPAIN,cooperation It includes—,"legislation previously published in the Legislative Series, with a note ",2,,0
SPAIN,cooperation It includes—,"indicating the nature of the amendment or the sections amended; (c) in the case of labour legislation, all other known enactments except those ",2,,0
SPAIN,cooperation It includes—,"of limited duration or scope (e.g. wage-fixing orders, trade descriptions, ",2,,0
SPAIN,cooperation It includes—,"minor administrative changes) ; (d) in the case of legislation on related subjects, all Acts and general regula- ",2,,0
SPAIN,cooperation It includes—,"tions, but not detailed regulations or minor amendments. Presentation ",2,,0
SPAIN,cooperation It includes—,"The titles are arranged chronologically under the names of the countries, which are in alphabetical order, the legislation of provinces and overseas territories being listed after that of the mother country. International ",2,,0
ALBANIA,,"12 Mar. Decree No. 3469, to amend and supplement Act No. 2803 of 4 Dec. 1958 respecting state social insurance [amends ss. 23, 64, 65 and 126}. (Gazeta Zyrtare, 20 Mar.) ",3,,0
ALBANIA,,"9 Apr. Decree No. 3484, to make certain amendments to the Labour Code ! [amends ss. 9 (minimum age raised to 15 years with respect to capacity to contract for work at sea), 38 (call-up for employ- ment in the general interest and in case of force majeure), 56 (prohibition of night work for expectant and nursing mothers and, in industry, for young persons under 18 years of age), 73 (rest period increased to 11 hours (13 hours in mines)) and 100 (remu- neration of wage earners working according to an output stan- dard)]. (Ibid., 20 May) ",3,,0
ARGENTINA,,"31 May Decree No. 4882, to approve regulations under Act No. 11544 of 12 Sep. 1929? respecting the eight-hour day] for the work done by persons employed by the state railways [repeals, inter alia, Decrees Nos. 11069 of 17 Apr. 1946, 24596 of 31 Dec. 1946 and 9526 of 23 Oct. 1961]. (Boletin Oficial, 16 June) ",3,,0
ARGENTINA,,"3 Sep. Decree No. 8946: regulations respecting the settlement of labour disputes. (Ibid., 6 Sep.) Arg. 1 ",3,,0
ARGENTINA,,"10 Oct. Legislative Decree No. 10589, to provide for domestic workers to be affiliated to the national social security fund for commercial and other private employees [repeals, inter alia, s. 3 (d) of Legis- lative Decree No. 31665 of 22 Nov. 1944 and ss. 24, 26, 36 and 37 of Legislative Decree No. 11911 of 4 July 1956]. (Ibid., 18 Oct.) ",3,,0
AUSTRALIA,,"11 Jan. Patents Regulations [repeal the Patents Regulations 1954, as amended]. (Statutory Rules, 1962, No. 2) ",3,,0
AUSTRALIA,,"1 Mar. An Act to amend the Social Services Act 1947-1961 3 [amends ss. 21, 24, 25, 112 and 114]. No.1. Social Services Act 1962. ",3,,0
AUSTRALIA,,"30 July Explosives Regulations. (Ibid., No. 63) 19 Nov. An Act to amend the Stevedoring Industry Act 1956-1961. No. 66. Stevedoring Industry Act 1962. ",3,,0
AUSTRALIA,,"14 Dec. An Act to amend the law relating to patents of inventions. No. 84. Patents Act 1962. 1 L.S. 1956—Alb. 2, 1960—AIDb. 1. 2 L.S. 1929—Areg. 1. 8 L.S. 1947——Aust. 3 1951——Aust. 2. 11 — ",3,,0
AUSTRALIA,New South Wales,"21 May An Act to make provisions for the regulation and inspection of mines other than coal and shale mines; for this and other purposes to amend the Mines Inspection Act 1901, as amended by subsequent Acts and by the Governor in pursuance of the powers conferred by ss. 4A and 56 of that Act, as so amended; and for other purposes connected therewith [inter alia, replaces s. 26 (1) (who shall not be employed in mines)]. No. 8. Mines Inspection (Amendment) Act 1962. ",4,,0
AUSTRALIA,New South Wales,"7 Dec. An Act to make further provision in relation to rescue operations in coal and shale mines and the equipment and buildings used in those operations; to amend the Mines Rescue Act 1925-1955 ! in certain respects; and for purposes connected therewith [amends ss. 1 to 3, 7, 8, 10, 12 to 14, 16, 18, 20, 24 and 26, repeals ss. 17 and 24, replaces ss. 4, 9, 23 and 25 and adds new ss. 413A, 18A, 18B and 27]. No. 35. Mines Rescue (Amendment) Act 1962. ",4,,0
AUSTRALIA,New South Wales,"19 Dec. An Act to make provisions with respect to the supervision and regulation of factories, shops, and certain other industries; and to the health, safety and welfare of persons employed therein; to restrict the hours on weekdays and Sundays during which shops may be opened and certain trades may be carried on; to control the advertising and description of goods; to regulate tdoor work in the clothing trades; to repeal the Factories and Shops Act 1912, and certain other enactments; and for purposes connected therewith. No. 43. Factories, Shops and Industries Act 1962. Aust. 1 ",4,,0
AUSTRALIA,Queensland,"18 Dec. An Act to amend the Workers’ Compensation Acts 1916 to 1961 ? in certain particulars [amends ss. 3, 4, 8, 14, 14A, 14B and 14D and adds a new s. 9A (damages)]. No. 29. Workers’? Compensa- tion Acts Amendment Act 1962. ",4,,0
AUSTRALIA,South Australia,"29 Mar. Radioactive Substances and Irradiating Apparatus Regulations, (South Australian Government Gazette, 29 Mar.) ",4,,0
