country,region,text,page,full_date,year
ALBANIA ),,"30 Mar. Decision No. 56 of the Council of Ministers, to supplement and amend Decision No. 26 of the Council of Ministers of 18 Mar. 1967 respecting the issue of workbooks to workers and the manner of makin entries therein [amends ss. 2 to 4]. (Ibid., 26 Apr.) ",3,,0
ALBANIA ),,"29 June Decree No. 5072, respecting compulsory service for idlers. (Ibid., 9 July) ",3,,0
ALBANIA ),,"4 Dec. Decree No. 5122, to amend and supplement the Labour Code (Act No. 4170 of 12 Mar. 1966) [amends or supplements ss. 14, 15, 37, 38, 41, 50 and 55 and adds new ss. 38a, 40a and 49a]. (Ibid., 30 Dec.) ",3,,0
ALBANIA ),,"4 Dec. Decree No. 5123, respecting the obligation of young specialists to work in the places to which they are assigned [repeals Decree No. 2814 of 22 Dec. 1958 on the same subject and Decision No. 22 of the Council of Ministers of 10 Feb. 1959 to prohibit workers refusing the occupation assigned to them from being employed in other occupations]. (Ibid. ) ",3,,0
ALBANIA ),,"4 Dec. Decree No. 5124, respecting the direct participation of senior staff in production work. (Ibid. ) ",3,,0
ALBANIA ),,"4 Dec. Decree No. 5128, to extend technical safety and workers' protection regulations to work performed in agricultural co-operatives. (Ibid. ) ",3,,0
ALGERIA,,"7 Feb. Order to amend and supplement certain provisions of the Order of 19 Oct. 1959, as amended, to provide for the application of the sickness insurance scheme in the non-agricultural sector [numerous amendments]. Journal Official"", 31 Aug.) ",3,,0
ALGERIA,,"28 Feb. Decree No. 73-36, to restrict the hours of work of professional flight crews in air transport and service undertakings [repeals Decree No. 65-316 of 30 Dec. 1965 to fix the hours of work of crews employed in air transport and service undertakings]. (Ibid., 9 Mar.) ",3,,0
ALGERIA,,"2 Mar. Order respecting the compensation payable for employment accidents sustained abroad [from 1 Apr. 1967]. (Ibid., 4 Sep.) ",3,,0
ALGERIA,,"3 Apr. Ordinance No. 73-14, respecting copyright. [Ibid., 10 Apr.) ",3,,0
ALGERIA,,"3 Apr. Decree No. 73-60, to establish a [compulsory] supple- mentary retirement scheme for the mining industry. (Ibid., 15 May) ",3,,0
ALGERIA,,5 Apr. Order to apply Decree No. 73-60 of 3 Apr. to establish a supplementary retirement scheme for the mining industry. (Ibid. ) 18 - ,3,,0
ALGERIA ),,"25 July Ordinance No. 73-46, to establish a National Copy- right Office. (Ibid., 11 Sep.) ",4,,0
ALGERIA ),,"25 July Decree No. 73-98, to amend Decree No. 71~77 of 5 Apr. 1971 to establish a family benefit scheme for agriculture [amends ss. 1 and 2 (scope) and 7 (grant and payment of allowances) ]. (Ibid., 3 Aug.) ",4,,0
ALGERIA ),,"25 Oct. Decree No. 73-176, to supplement and amend Decree No. 72-47 of 3 Mar. 1972 respecting elections in socialist undertakings. (Ibid., 30 Oct.) Alg. 1 ",4,,0
ALGERIA ),,"25 Oct. Decree No. 73-177, respecting economic units. (Ibid. ) Alg. 2 ",4,,0
ALGERIA ),,"21 Nov. Ordinance No. 73-59, to establish intermediate agricultural technology institutes and training centres for technical staff [repeals, inter alia, Ordinance No. 67-171 of 31 Aug. 1967 to set up regional agricultural schools and Decree No. 67-180 of 31 Aug. 1967 to organise agricultural vocational training centres]. Ibid., 30 Nov.) ",4,,0
ALGERIA ),,"28 Dec. Ordinance No. 73-65, to institute free medical care in health areas [public health programmes, diagnoses, treatment and hospitalisation to be free in all health areas]. Ibid., 1 Jan. 1974) ",4,,0
ARGENTINA,,"15 Jan. Act No. 20094: Shipping Act [Title II, Ch. IV: Seafarers; Ch. V: Conditions on board, Div. 2: Crews]. (""Boletin Oficial"", 2 Mar.) ",4,,0
ARGENTINA,,"8 Feb. Act No. 20147, to set up a National Pension Reserve Fund, (Ibid., 15 Feb.) ",4,,0
ARGENTINA,,"16 Feb. Act No. 20162, to fix a minimum living wage for workers not covered by collective agreements or special regulations. (Ibid., 23 Feb.) ",4,,0
ARGENTINA,,"10 Apr. Decree No. 2756, to grant priority in the award of old-age pensions [to applicants of 80 years of age and over. (Ibid., 23 Apr.) ",4,,0
ARGENTINA,,"11 Apr. Act No. 20272, to amend Act No. 9688 [of 11 Oct. 1915: LS 1957 - Arg. 1 c] respecting industrial accidents adds new clauses (f) to (j) to s. 10 (deposits by employers and insurers with the Guarantee Fund)]. (Ibid., 18 Apr.) ",4,,0
ARGENTINA,,"2 May Act No. 20337, respecting co-operative societies. (Ibid., 15 May) Arg. 1 19 - ARGENTINA (cont. ) ",4,,0
ARGENTINA,,"10 May Decree No. 4160, to make regulations under Act ",5,,0
ARGENTINA,,No. 19587 of 21 Apr. 1972 [LS 1972 - Arg. 1] ,5,,0
ARGENTINA,,"respecting occupational health and safety. (Ibid., ",5,,0
ARGENTINA,,3 July) ,5,,0
ARGENTINA,,"16 May Decree No. 4499, to make provisions for the prosecu- ",5,,0
ARGENTINA,,tion of claims by workers in cases where the principal ,5,,0
ARGENTINA,,"is a government authority. (Ibid., 22 May) ",5,,0
ARGENTINA,,"16 May Act No. 20392, respecting equality as between men ",5,,0
ARGENTINA,,and women workers {no wage distinctions to be made as ,5,,0
ARGENTINA,,"between men and women workers for work of equal value, ",5,,0
ARGENTINA,,any provision to the contrary being and void]. ,5,,0
ARGENTINA,,"(Ibid., 29 May) ",5,,0
ARGENTINA,,"17 May Act No. 20400, respecting the recruitment of indigenous ",5,,0
ARGENTINA,,workers [no person may carry out any operation designed ,5,,0
ARGENTINA,,to obtain either for himself or for supply to any ,5,,0
ARGENTINA,,other person labour which is not offered voluntarily ,5,,0
ARGENTINA,,"and spontaneously]. (Ibid., 29 May) ",5,,0
ARGENTINA,,"17 May Act No. 20401, respecting the repatriation of seafarers passed to bring national legislation into conformity ",5,,0
ARGENTINA,,"with ILO Convention No. 23]. (Ibid. ) 23 May Act No. 20475, to establish a special insurance scheme ",5,,0
ARGENTINA,,"for handicapped persons. (Ibid., 6 June) 23 May Act No. 20490, to amend Act No. 18596, to issue provi- ",5,,0
ARGENTINA,,"sions guaranteeing the payment of wages. (Ibid., ",5,,0
ARGENTINA,,1 June Arg. 2 ,5,,0
