country,region,text,page,full_date,year
ALBANIA,,"Sept. 27 Ordinance No. 49, respecting social insurance. (G.Z., 20 Oct- ober, No. 80, p. 4) Alb. 1 ",3,Sept. 27,0
ALBANIA,,"Nov. 17 Legislative Decree No. 742, respecting State medical care. (G.Z., 4 December, No. 88, p. 9) Alb. 2 ",3,Nov. 17,0
ARGENTINE REPUBLIC,,"Jan. Decree No. 1005, to lay down regulations for procedure in the reporting of industrial accidents. (Boletin del Trabajo, 12 Oct- ober, No. 218) , ",3,,0
ARGENTINE REPUBLIC,,"Mar. 11 Constitution of the Argentine Nation. (B.I., 20 May, No. 12, p. 2) Arg. 1 ",3,Mar. 11,0
ARGENTINE REPUBLIC,,"Mar. 26 Decree No. 7251, to provide for the medical examination of young persons between the ages of 14 to 18 years who apply for work permits by the Ministry of Health prior to any other tech- nical or occupational examination. (B.O., 31 March, No. 16345, p. 4) Arg. 4 ",3,Mar. 26,0
ARGENTINE REPUBLIC,,"June 15 Act No. 13520, to fix the day for the payment of wages in respect of holidays of home workers. (B.I., 15 July, No. 18, p. 3) ",3,June 15,0
ARGENTINE REPUBLIC,,"June 23 Act No. 13524, respecting the workbooks and apprenticeship of young persons [amends s. 61 of Decree No. 14538 of 1944). (B.0., 8 July, No. 16393, p. 4) ",3,June 23,0
ARGENTINE REPUBLIC,,G.Z. = Gazeta Zyrtare e Republikés Popullore té Shquipérisé. ,3,,0
ARGENTINE REPUBLIC,,B.I. = Boletin Informativo de Legislacién Argentina. ,3,,0
ARGENTINE REPUBLIC,,"B.O. = Boletin Oficial de la Republica Argentina. 1 L.S., 1944 (Arg. 4), 1945 (Arg. 2). ",3,,0
ARGENTINE REPUBLIC,,41949—-Index I —4— ,4,,0
ARGENTINE REPUBLIC,,"July 8 Act No. 13529, to establish the Secretaryships of State of the Nation and the powers and duties thereof [repeals Act No. 3727 of 1898; s. 26: powers and duties of the Ministry of Labour and Welfare]. (B.O.,15 July, No. 16398, p. 1) ",4,July 8,0
ARGENTINE REPUBLIC,,"July 20 Decree No. 48bis, to fix a compulsory weekly rest period for domestic servants. (B.I., 2 September, No. 25, p. 14) ",4,July 20,0
ARGENTINE REPUBLIC,,"July 25 Decree No. 17421, to approve the structure of the national committee for apprenticeship and occupational organisation. (B.O., 4 August, No. 16415, p. 1) ",4,July 25,0
ARGENTINE REPUBLIC,,"July 29 Decision No. 188, to establish standards of work and rates for contractors carrying out ploughing, clearing and sowing work and also the conditions of work and wages of persons employed by the said contractors. (B.I., 23 September, No. 28, p. 23) ",4,July 29,0
ARGENTINE REPUBLIC,,"Aug. 1 Decree No. 18176, respecting the National Rural Labour Board. (B.O., 5 August, No. 16416, p. 4) ",4,Aug. 1,0
ARGENTINE REPUBLIC,,"Aug. 6 Decree No. 18814, to establish the National Economic Co- operation Board as an advisory body of the National Economic Council. (B.O., 14 August, No. 16421, p. 1) ",4,Aug. 6,0
ARGENTINE REPUBLIC,,"Sept. 21 Act No. 13561, to establish that all rights granted by the national legislation respecting pensions shall be imprescriptible. (B.I., 24 October, No. 32, p. 3) ",4,Sept. 21,0
ARGENTINE REPUBLIC,,"Sept. 30 Decree No. 24104, to establish that any foreigner entering the territory of the Republic in virtue of agreements concluded between the Republic and neighbouring countries may accept paid employment if he fulfils certain conditions prescribed in the Decree. (B.O., 4 October, No. 16463, p. 1) ",4,Sept. 30,0
ARGENTINE REPUBLIC,,"Oct. 5 Act No. 13575, to amend Act No. 12921 respecting the benefits of social welfare schemes. (B.O., 13 October, No. 16470, p. 1) ",4,Oct. 5,0
ARGENTINE REPUBLIC,,"Oct. 5 Act No. 13576, respecting advance payments of retirement pensions. (Boletin del Trabajo, No. 224) ",4,Oct. 5,0
ARGENTINE REPUBLIC,,"Oct. 14 Act No. 13591, to establish a National Employment Service Directorate. (B.O., 19 October, No. 16474, p. 1) Arg. 2 ",4,Oct. 14,0
ARGENTINE REPUBLIC,,"Oct. 20 Act No. 13577, respecting the general administration of the national health services. (B.O., 2 November, No. 16485, p. 3) ",4,Oct. 20,0
ARGENTINE REPUBLIC,,"Oct. 24 Act No. 13653, to establish the system of State undertakings and the working thereof. (B.O., 31 October, No. 16484, p. 1) ",4,Oct. 24,0
ARGENTINE REPUBLIC,,"Dec. 31 Decree No. 34147, to issue regulations respecting the Agricultural Workers’ Code. (B.O., 11 January 1950, No. 16542, p. 1) Arg. 3 PROVINCES ",4,Dec. 31,0
ARGENTINE REPUBLIC,Buenos Aires,"July 29 Decision No. 188, respecting rural work in the province of Buenos Aires. (B.O., 5 September, No. 16438, p. 7) ",4,July 29,0
ARGENTINE REPUBLIC,Jujuy,"Jan. 14 Act No. 1938, to establish the labour charter and the code respecting labour disputes. (B.I., 5 August, No. 21, p. 22) ",4,Jan. 14,0
ARGENTINE REPUBLIC,Jujuy,B.A. = Boletin Informativo de Legislacién Argentina. ,4,,0
