country,region,text,page,full_date,year
ARGENTINE REPUBLIC,,"June 5 Decree No. 11,977/45, to provide rules for the insurance of officials and employees of the National Social Welfare Institu- tion [adds a paragraph to section 66 of Legislative Decree No. 29,1761 of 27 October 1944]. (Boletin Oficial de la Repub- lica Argentina, 23 June 1945, p. 5) ",3,June 5,0
AUSTRALIA,,"Apr. 26 Amendments of the National Security (Reinstatement in Civil Employment) Regulation? [further amended: 23 May 1945]. Statutory Rules 1945, Nos. 59 and 72. ",3,Apr. 26,0
AUSTRALIA,,"Apr. 26 Amendment of the National Security (Industrial Peace) Regula- tions ®. Statutory Rules 1945, No. 60. ",3,Apr. 26,0
AUSTRALIA,,"June 27 An Act to amend the Invalid and Old-age Pensions Act, 1908- 19444. No. 7 of 1945. Invalid and Old-age Pensions Act, 1945. ",3,June 27,0
AUSTRALIA,,"June 27 An Act to amend the Child Endowment Act, 1941-19425. No. 10 of 1945. Child Endowment Act, 1945. ",3,June 27,0
AUSTRALIA,,"Oct. 31 Amendment of the Women’s Employment Regulations § [inserts new regulation 9 AA: recovery of wages due in certain cases]. Statutory Rules 1945, No. 170. STATES ",3,Oct. 31,0
AUSTRALIA,Queensland,"Apr. 5 An Act to amend the Apprentices and Minors Acts, 1929-1934 7, in certain particulars. 9 Geo. VI, No. 12. Apprentices and Minors Acts Amendment Act of 1945. ",3,Apr. 5,0
AUSTRALIA,Queensland,"Apr. 5 An Act to amend the Industrial Conciliation and Arbitration Acts, 1932-1942 ®, in certain particulars. 9 Geo. VI, No. 14. The Industrial Conciliation and Arbitration Acts Amendment Act of 1946. ",3,Apr. 5,0
AUSTRALIA,Tasmania,"June 6 An Act to amend the Wages Board Act, 1920° [amends paragraph IV of section 23]. 8 & 9 Geo. VI, No. 48. Wages Boards Act, 1945. ",3,June 6,0
AUSTRALIA,Tasmania,"June 8 An Act to amend the Workers’ (Occupational Diseases) Relief Fund Act, 1928 }°[adds in Part I of the First Schedule after the words “ lead poisoning ” the words “ and the sequelae thereof ’’). 8 & 9 Geo. VI, No. 51. 1L.S. 1944 (Arg. 4). —? L.S. 1944 (Austral. 3). — 7 L.S. 1941 (Austral. 4 ",3,June 8,0
AUSTRALIA,Tasmania,"3); 1942 (Austral. 3); 1944 (Index I, Dec. 21). — * L.S. 1923 (Austral. 7); 1928 (Austral. 4); 1931 (Austral. 14); 1932 (Austral. 4 & 10); 1933 (Aus- tral. 8); 1935 (Austral. 5); 1936 (Austral. 4); 1937 (Austral. 1); 1941 (Aus- tral. 4); 1942 (Index I, A, May 18); 1943 (Index I, Mar. 29); 1944 (Index I, Apr. 6). — 5 L.S. 1942 (Austral. 4). — ® L.S. 1942 (Austral. 1); 1943 (Aus- tral. 1); 1944 (Austral. 4). — 7 L.S. 1929 (Austral. 7); 1934 (Austral. 6). — 8 L.S. 1933 (Austral. 1); 1934 (Austral. 5); 1935 (Austral. 7); 1937 (Austral. 3); 1938 (Austral. 3); 1942 (Index I, A, Nov. 12). — ® L.S. 1924 (Austral. 1); 1929 (Austral. 1); 1934 (Austral. 3); 1935 (Index I, A, Jan. 4); see also: 2 & 3 Geo. VI, No. 71; 6 Geo. VI, No. 31; Reprint of Statutes, Vol. VI, p. 1236. ",3,,0
AUSTRALIA,Tasmania,"1°©L.S. 1929 (Austral. 2); 1934 (Austral. 13); 1936 (Austral. 8); 1939 (Austral. 4); 1941 (Index, I, A, Nov. 13); 1943 (Index I, June 2); see also ",3,,0
AUSTRALIA,Tasmania,"the Act of 17 December 1940 (4 & 5 Geo. VI, No. 81). ",3,,0
AUSTRALIA,Tasmania,1945—Index I —4— ,4,,0
AUSTRALIA,Victoria,"Dec. 11 An Act to amend section two hundred and twelve of the Factories and Shops Act, 19281! [amends subsection (1)(a) relating to holidays for bread carters]. No. 5085. . ",4,Dec. 11,0
AUSTRALIA,Victoria,Dec. 21 An Act to amend the law relating to employers and employees Act No. 3673 of 28 February 1929 12]. No. 5090. ,4,Dec. 21,0
AUSTRALIA,Western Australia,"Jan. 11. An Act to amend the Workers’ Compensation Act, 1912-1943 35_ Workers’ Compensation Act Amendment Act, 1944. ",4,Jan. 11,0
BELGIUM,,"Sep. 18 Legislative Order to amend the Act of 7 August 1922 respecting contracts of employment, the Act of 9 July 1926 respecting probiviral courts 5, the Act of 18 August 1887 respecting the assignability and immunity from attachment of wages, and the Act of 16 December 1851 respecting privileged debts and mort- gages [in section 29, as amended, of the Act of 7 August 1922, and in section 4 (c) of the Act of 9 July 1926, the figure “ 48,000 ” is poh weit for the figure “ 28,000 ”]. (M.B., 3 October 1945, p. 6398 ",4,Sep. 18,0
BELGIUM,,"Sep. 20 Legislative Order to amend section 5 {as amended by the,Act of 30 July 1934 1°] of the Act of 16 August 1887 to issue regula- tions concerning the payment of wages to workmen. (M.B., 29 February 1946, p. 1409) ",4,Sep. 20,0
BELGIUM,,"Nov. 22 Legislative Order to amend section 10 of the Act of 9 July 1926 © respecting probiviral courts, to fix a retiring age-limit for the members of probiviral courts and to authorise the use of the honorary title of member of a probiviral court. (M.B., 18/19 Feb- Truary 1946, p. 1346} ",4,Nov. 22,0
BELGIUM,Belgian Congo,"July 30 Ordinance No. 185/A.I1.M.O. to amend the Decree of 16 March 1922 respecting contracts of employment ?”. (Bulletin adminis- tratif du Congo belge, 10 August 1945, p. 165) ",4,July 30,0
BRAZIL,,"May 7 Legislative Decree No. 7527 to amend Legislative Decree No. 7036 of 10 November 1944 #* [industrial accidents]. (Didrio Oficial, 10 May 1945, p. 8281) ",4,May 7,0
CANADA,,"Jan. 30 Order in Council P.C. 655 amending the Wartime Wages Control Order, 1943 [P.C. 9384 of 9 December 1943 #9]. (C.W.O.R. 1945, Vol. I, p. 169) ",4,Jan. 30,0
CANADA,,"May 17 Order in Council P.C. 3589 amending the Unemployment Insur- ance Act, 1940 ®° [adds subsections 3 and 4 to section 86 to extend the provisions of Part II to employment in lumbering and logging]. (Canada Gazette, 2 June 1945, p. 2413) ",4,May 17,0
CANADA,,M.B. = Moniteur belge—Belgisch Staatsblad. ,4,,0
CANADA,,"C.W.0.R. = Canadian War Orders and Regulations. 111.8. 1929 (Austral. 13); 1932 (Austral. 8); 1934 (Austral. 11); 1936 (Austral. 11); 1937 (Austral. 4); 1943 (Index I, Oct. 25, Dec. 6 and footnote 9). — ™* L.S. 1929 (Austral. 18). — 1% L.S. 1925 (Austral. 2); 1927 (Austral. 10); 1935 (Austral. 1); 1939 (Austral. 1); 19441 (Index I, Dec. 49). LS. 1922 (Bel. 2); 1929 (Bel. 5); 1932 (Bel. 5). — 15 L.S. 1926 (Bel. 10); 1928 (Bel. 4). — 1° L.S. 1934 (Bel. 7}. — 17 L.S. 1931 (Bel. 4, B). — 38 L.S. 1944 ",4,,0
CANADA,,"(Braz. 2). — 1° L.S. 1944 (Can. 2, C). — © L.S. 1940 (Can. 2); 1943 (Can. 3). 5 — 41945—Index I ",4,,0
CANADA,,"May 29 Order in Council P.C. 3757 amending the Post-Discharge Re- establishment Order [P.C. 5210 of 13 July 19444]. (C.W.O.R. 1945, Vol. II, p. 487) ",5,May 29,0
CANADA,,"Sep. 7 Order in Council P.C. 5933 amending the Post-Discharge Re- establishment Order [P.C. 5210 of 13 July 194474]. (C.W.O.R. 1945, Vol. III, p. 418) ",5,Sep. 7,0
CANADA,,"Dec. 4 Order in Council P.C. 7224 amending the Post-Discharge Re- establishment Order [P.C. 5210 of 13 July 1944 21] [relaxes certain requirements for passing supplementary examinations in uni- versity]. (C.W.O.R. 1945, Vol. IV, p. 310) PROVINCES ",5,Dec. 4,0
CANADA,New Brunswick,"Apr. 7 An Act to repeal the Labour Relations and Industrial Relations Act [2 Geo. VI, 1938, ch. 68 77]. 1945, ch. 40. ",5,Apr. 7,0
CUBA,,"May 2 Decree No. 1285 to amend Decree No. 1667 of 14 June 1944 respecting strikes ?* [amends section 3 (a)]. (Gaceta Oficial, 22 May 1945, p. 9960) ",5,May 2,0
FINLAND,,"Apr. 27 Act to amend the Workers’ Accident Insurance Act [of 27 Nov- ember 194274. In section 53, the words “to the Supreme Court ” and the passage beginning with the words “ by an appeal ” and ending with the words “ authorised representative ” to be omitted]. (S.A. or F.F. 1945, No. 369) ",5,Apr. 27,0
FINLAND,,"May 14 Resolution to establish a Prices and Wages Council [repeals Resolution of 2 October 1942 respecting Wages Council 5). (S.A. or F.F. 1945, No. 455) ",5,May 14,0
FINLAND,,"June 15 Act to amend the Signing-on and Registration of Seamen Act fof 4 June 193728. Signing-on not necessary in the case of ships in the home trade or in which only members of the owners’ family are employed]. (S.A. or F.F. 1945, No. 537) ",5,June 15,0
