country,region,text,page,full_date,year
INTERNATIONAL,BelgoLuxemburg E Union—Germany,"Apr. 4 Provisional Commercial Treaty between the Belgo-Luxemburg Economic Union and Germany [Art. 12: emigration undertakings; Art. 13: crews of vessels engaged in inland navigation: ratified by Germany on 3rd September, 1925]. (Reichsgesetzblatt, 1925, II, p. 883) ",4,Apr. 4,0
INTERNATIONAL,BelgoLuxemburg E Union—Germany,See also Germany (Sept. 3). ,4,,0
INTERNATIONAL,BelgoLuxemburg E Union—Latvia,"july 7 Treaty of Commerce and Navigation between Latvia and the Belgo-Luxem- burg Economic Union [Art. 23: emigration undertakings]. (Likumu un ministru kabineta noteikumu krajums, 1926, no. 8, p. 99; Moniteur belge, 1926, no. 245, P. 4779) ",4,july 7,0
INTERNATIONAL,Bulgaria— Italy,"Oct. 27 Provisional Commercial Agreement concluded between Bulgaria and the Kingdom of Italy. (Gazzetta Ufficiale, 1926, no. 158, p. 2994) ",4,Oct. 27,0
INTERNATIONAL,Bulgaria—Poland,"Apr. 29 Provisional Treaty of Commerce and Navigation between Poland and Bul- garia. (Dziennik Ustaw, 1927, poz. 32, p. 33) ",4,Apr. 29,0
INTERNATIONAL,Czechoslovakia—Poland,"Apr. 23 Commercial Agreement between the Polish Republic and the Czechoslovak Republic. (Dziennik Ustaw, 1926, poz. 644, p. 1228; Polnische Gesetze und Verordnungen, 1926, no. 22, p. 331) ",4,Apr. 23,0
INTERNATIONAL,Czechoslovakia—Poland,"May 30 Agreement between the. Polish Republic and the Czechoslovak Republic respecting facilities in connection with local frontier traffic. (Dziennik Ustaw, 1926, poz. 263, p. 515) ",4,May 30,0
INTERNATIONAL,Czechoslovakia—Poland,See also Czechoslovak Republic (Nov. 14). ,4,,0
INTERNATIONAL,Czechoslovakia—Rumania,"Apr. 16 Protocol respecting landowners in the frontier zones [Arts. V, VIII—X: workers in frontier zones]. (Sbirka zAkonu a nafizeni, 1926, no. 44; Monitorul oficial, 1926, p. 561) ",4,Apr. 16,0
INTERNATIONAL,Czechoslovakia—Rumania,See also Rumania (June 25). ,4,,0
INTERNATIONAL,Denmark—Finland,"June 4 Agreement between the Government of the Republic of Finland and the Government of the Kingdom of Denmark concerning reciprocal recognition of the tonnage certificates of Finnish and Danish vessels. (Suomen Asetus- kokoelma or Finlands Foérfattningssamling, 1925, no. 230, p. 713) ",4,June 4,0
INTERNATIONAL,Denmark—Finland,See also Finland (June 17). ,4,,0
INTERNATIONAL,Denmark—Great Britain,"Nov. 18 Convention between the United Kingdom and Denmark respecting compensa- tion to workmen for accidents arising ont of their employment. (Lovtidenden A, 1927, no. 12, p. 164; United Kingdom Treaty Series, 1927, no. 12) ",4,Nov. 18,0
INTERNATIONAL,Estonia—Finland,"Dec. 10 Convention between the Republic of Estonia and the Republic of Finland respecting compensation for industrial accidents. (Suomen Asetuskokoelma or Finlands Férfattningssamling, 1926, no. 210, p. 538; Riigi Teataja, 1926, no. 40, p. 454) Text: Int. 4 ",4,Dec. 10,0
INTERNATIONAL,Estonia—Germany,"Mar. 13 Consular Treaty between the Republic of Estonia and the German Federation (Arts. XIX ef seg. shipping]. (Riigi Teataja, 1926, no. 39, p. 429) ",4,Mar. 13,0
INTERNATIONAL,Estonia—Germany,(1577) . —- 5 - ,5,,0
INTERNATIONAL,Fintland—Hungary,"May 29 Treaty of Commerce and Navigation between Finland and Hungary [Art. 1, mutual rights of nationals to engage znter alia in manual work]. (Suomen Asetuskokoelma or Finlands Forfattningssamling, 1926, p. 289; Budapesti Kézlény, 1926, no. 94) ",5,May 29,0
INTERNATIONAL,Finland—Norway,"Feb. 14 Convention between the Republic of Finland and the Kingdom of Norway respecting timber floating on the Pasvik [Art. XXIII—XXIV: accident and sickness insurance, recruiting and payment of workers]. (Suomen Asetusko- koeilma or Finlands Forfattningssamling, 1926, p. 411; Overenskomster med fremmede stater, 1926, no. 6, pp. 218—219) ",5,Feb. 14,0
INTERNATIONAL,France—Latvia,"Feb. 16 Treaty of Commerce between France and Latvia [Art. 19 (3): transportation of emigrants]. (Likumu un ministru kabineta noteikumu krajums, 1925, no. 5, p. 83) ",5,Feb. 16,0
INTERNATIONAL,France—Poland,"Feb. 3 Protocol concerning the immigration of Polish workers into France [in pur- suance of the Franco-Polish Agreement of 17th April, 1924]. (Bulletin du Ministére du Travail, 1925, nos. 4—5—6, p. 207) ",5,Feb. 3,0
INTERNATIONAL,France—Poland,"Dec. 30 Consular agreement between Poland and France [Art. 23: seamen’s pay; art. 24: ship surveying}. (Dziennik Ustaw, 1928, poz. 528) ",5,Dec. 30,0
INTERNATIONAL,Germany—Lithuania,"Jwy 16 Agreement to supplement section 20 of the Commercial Agreement of Ist June, 1923, between Germany and Lithuania. (Reichsgesetzblatt 1928, II, no. 24, p- 378) ",5,Jwy 16,0
INTERNATIONAL,Great Britain—Siam,"Jwy 14 Treaty of Commerce and Navigation between the United Kingdom and Siam [Art. 8: British subjects in Siamese Territory exempt from compulsory manual labour]. (United Kingdom Treaty Series, 1926, no. 8) ",5,Jwy 14,0
INTERNATIONAL,Hungary—Poland,"Mar. 26 Commercial Treaty between Hungary and Poland {Art. XII: navigation (provisions respecting crews): ratifications exchanged on 4th September, 1925]. (1925. évi Orszagos Térvénytar, p. 269) ",5,Mar. 26,0
INTERNATIONAL,Hungary—Poland,See also Hungary (Sept. 12) and Poland (Sept. 3). ,5,,0
INTERNATIONAL,Italy—Latvia,"July 25 Commercial Agreement between the Republic of Latvia and the Kingdom of Italy [Art. 9: navigation]. (Valdibas Vestnesis, 1926, no. 285, p. 1) ",5,July 25,0
INTERNATIONAL,Italy— Kingdom of the Serbs Croats and Stovenes,"June 25 Reciprocal Agreement respecting social insurance. (Bollettino della Emi- grazione, 1925, no. Iz, p. 1238) ",5,June 25,0
INTERNATIONAL,Italy—Spain,"Nov. 25 Agreement between Italy and Spain concerning co-operation between their respective emigration services in connection with the protection and assistance of emigrants during the voyage. (Gazzetta Ufficiale, 1926, p. 389; Bollettino del Lavoro, 1926, vol. XLV, no. I, p. II—3; Boletin de la Direccién Ge- neral de Emigracién, 1925, no. 6, p. 835) Text: Int. 3 ",5,Nov. 25,0
INTERNATIONAL,Italy—Spain,See also Italy (Dec. 27}. 6 — (1578) ,5,,0
INTERNATIONAL,Japan— Latvia,"July 4 Treaty of Commerce and Navigation between the Republic of Latvia and the Empire of Japan. (Likumu un ministru Kabineta noteikumu kra&jums, 1927, MnO. 15, Pp. 535) ",6,July 4,0
INTERNATIONAL,Latvia—Poland,"Feb. 18 Consular Agreement between Latvia and Poland farts. 13 (par. 11), 14—18, heirs of deceased seamen]. (Likumu un ministru Kabineta noteikumu krajums, 1925, no. 6, Pp. 105) ",6,Feb. 18,0
