country,region,text,page,full_date,year
It S)],,"1957, No. 8) LUXEMBOURG Grand-Ducal Order to revise the schedule of occupational diseases giving ",7,,0
It S)],,rise to compensation under the accident insurance scheme. Dated 11 Nov- ,7,,0
It S)],,"ember 1957. (Mémorial, 2 December 1957, No. 68, p. 1407) Amends art. 1 of the Order of 30 July 1928 (L.S. 1928—Lux. 1}.] MOROCCO Dahir No. 1-57-094, to amend Schedule I to the Dahir of 31 March 1919 ",7,,0
It S)],,as previously amended by the Dahir of 6 July 1953: L.S. 1953—Mor. (Fr.) 3] ,7,,0
It S)],,"to promulgate a Merchant Shipping Code. Dated 13 April 1957. (Bulletin Officiel, 3 May 1957, No. 2328, p. 524; errata: ibid., 14 June ",7,,0
It S)],,"1957, No. 2329, p. 743) Dahir No. 1-56-093, respecting the organisation of the industrial medical ",7,,0
It S)],,"services. Dated 8 July 1957. (Ibid., 6 September 1957, No. 2341, p. 1162) Decree No. 2-56-1019, respecting dangerous employments prohibited to ",7,,0
It S)],,"children and women. Dated 6 September 1957. (Ibid., 20 September 1957, No. 2343, p. 1234) (Repeals the Order of the Vizier of 21 January 1927 (L.S. 1927—Mor. 2 A).] NETHERLANDS Decree to amend the Labour Decree 1920 [L.S. 1920—Neth. 8]. Dated ",7,,0
It S)],,"30 August 1957. (Staatsblad, 1957, No. 371) 6 — NORWAY An Act to amend the Act of 16 July 1936 respecting old-age pensions ",7,,0
It S)],,"L.S. 1936—Nor. 4]. No.1. Dated 23 May 1957. (Norsk Lovtidend, 6 June 1957, No. 24, p. 581) Amends third paragraph of s. 4 (minimum pension raised to 2,004 crowns).] An Act to amend the Act of 5 May 1927 [L.S. 1927—Nor. 1] respecting ",8,,0
It S)],,"labour disputes. No. 9. Dated 28 June 1957. (Ibid., 22 July 1957, No. 26, p. 7214) Amends s, 1 (1) (definition of wage earner); in (6) for “14 days” ",8,,0
It S)],substitutes “ two months ”],"L.S. 1938—Nor. 3 ... 1949—Nor. 6], as amended. No. 10. Dated 28 June ",8,,0
It S)],substitutes “ two months ”],"1957. (Ibid., p. 722) Amends ss, 1 (41) (includes domestic servants among persons not liable ",8,,0
It S)],substitutes “ two months ”],"to insurance), 4 (rates of benefit) and 17 (weekly contribution rates).] An Act to amend the Sickness Insurance Act of 2 March 1956 [L.S. ",8,,0
It S)],substitutes “ two months ”],"1956—Nor.1]. No. 11. Dated 28 June 1957. Ibid., p. 724) Act respecting the pension insurance of fishermen. No. 12. Dated ",8,,0
It S)],substitutes “ two months ”],"28 June 1957. (Ibid., p. 727) An Act to amend the Act respecting pension insurance for mariners ",8,,0
It S)],substitutes “ two months ”],"L.S. 1948—Nor. 4]. No. 18. Dated 28 June 1957. (Ibid., p. 753) Amends s. 5 (rate of annual pension; calculation of old-age pension).] An Act to amend the Act of 24 October 1946 respecting family allowances ",8,,0
It S)],substitutes “ two months ”],"L.S. 1946—Nor. 7]. No. 17. Dated 6 July 1957. (Ibid., 7 August 1957, No. 27, p. 906) Amends ss. 1, 2 (scope), 4, 5 (administration), 6-10 (determination of ",8,,0
It S)],substitutes “ two months ”],"claims to allowances), 11-14 (payment), 15, 16 (appeals, annulment of deci- ",8,,0
It S)],substitutes “ two months ”],"sions, re-examination of claims), 17, 18 (apportionment of expenditure as ",8,,0
It S)],substitutes “ two months ”],"between State and commune), and 19-22 (miscellaneous provisions).] An Act to amend the Sickness Insurance Act of 2 March 1956 [L.S. ",8,,0
It S)],substitutes “ two months ”],"1956—Nor. 1]. No. 19. Dated 6 July 1957. (Ibid., p. 910) PERU Ministerial Resolution No. 658 D.T., to lay down rules for voting in ",8,,0
It S)],substitutes “ two months ”],"workers’ unions, Dated 26 August 1957. (El Peruano, 29 August 1957, No. 4925, p. 1) SWEDEN An Act to amend the Act of 16 May 1930 (No. 138) respecting the ",8,,0
It S)],substitutes “ two months ”],"limitation of the hours of work [L.S. 1930—Swe.1]. Dated 16 May 1957. (Svensk Férfattningssamling, 1957, No. 253) Amends ss. 4, 5 (weekly hours of work), 6-8 (overtime) and 9 (general ",8,,0
It S)],provisions) inserts a new s 4 A (exceptions) ],"4 June 1948 [L.S. 1948—Swe.1]. Dated 16 May 1957. (Ibid., No. 254) Amends ss. 4 and 5 (weekly hours of work); inserts a new s. 4 A (excep- ",8,,0
It S)],tions)],"work in retail trade [L.S. 1942—Swe. 2 A]. Dated 16 May 1957. (Ibid., No. 255) Amends ss. 4, 5 (weekly hours of work), 7 {overtime), 10 (records of ",8,,0
It S)],tions)],"hours of work) and 14 (general provisions); inserts a new s. 4 A (exceptions). ] Instructions for the county employment committees. Dated 29 June (Ibid., No. 534) Repeals the Instructions of 17 June 1948 (No. 440) for the county em- ",9,,0
It S)],tions)],ployment committees (L.S. 1948—Swe. 4 B) and the Order of 20 May 1938 ,9,,0
It S)],tions)],"(No. 346) respecting consultations for deaf-mutes.] Instructions for the State Employment Board. Dated 29 July 1957. (Ibid., No. 532) Repeals the Instructions of 17 June 1948 (No. 439) (L.S. 1948—Swe. 4 A)}.] Instructions for the Pensions Board. Dated 29 July 1957. (Ibid., No. 533) Repeals the Instructions of 23 December 1937 (No. 1034).] UNION OF SOVIET SOCIALIST RE PUBLICS Order No. 808 of the Council of Ministers of the U.S.S.R., to amend ",9,,0
It S)],tions)],certain decisions of the Government of the U.S.S.R. and certain decisions of ,9,,0
