country,region,text,page,full_date,year
INTERNATIONAL,Austria—Czechoslovakia,"July 12 Agreement between the Republic of Austria and the Czechoslovak Republic respecting mutual! claims of pension insurance cartiers. (Bundesgesetzblatt 1926, no. 94, Pp. $50.) ",4,July 12,0
INTERNATIONAL,Austria — Germany,"Feb. 18 Agreement between the Gcrman and Austrian Governments respecting un- employment relief. (Reichsgesetzblatt, 1924, II. no. 15, p. 89) ",4,Feb. 18,0
INTERNATIONAL,Austria — Germany,"See also Austria (Feb. 28); Germany (Apr. 4, 22). ",4,,0
INTERNATIONAL,Austria — Hungary,"Jan. 12 Treaty between the Republic of Austria and the Kingdom of Hungary respect- ing the treatment of salaried employees, State pensioners and widows and orphans in the territory ceded by Hungary to Austria under the Treaties of St. Germain-cn-Laye and Trianon. (Bundesgesetzblatt 1925, no. 138, p. 581) ",4,Jan. 12,0
INTERNATIONAL,Austria — Hungary,"Sept. 30 Agreement to amend the Treaty concluded between the Republic of Austria and the Kingdom of Hungary on 12th January, 1924 [extension to 31st March, 1925, of the time limit for the transfer of contributions by Hungary to Austria]. (Bundesgesetzblatt, 1925, no. 139, Pp. 591) ",4,Sept. 30,0
INTERNATIONAL,Austria — Italy,"June 12 Exchange of ratifications of the Conventions between Austria and Italy (signed on 6th April, 1922] respecting provincial and communal pensions ratified by Austria on r2th October, 1923, and by Italy on 13th December, 1923 -- see Legislative Series, 1923, Chronological Index, Italy, p. 48]. (Bundesgesetzblatt, 1924, no. 271, p. 749) ",4,June 12,0
INTERNATIONAL,Belgium — France,"Dec. 24 Labour Treaty between Belgium and France. (Revue du Travail, 1925, no. 2, p. 428; Bulletin du Ministére du Travail, 1925, nos. r—2—3, p. 87) Text: Int. 3 ",4,Dec. 24,0
INTERNATIONAL,Czechoslovakia — Denmark,"Jan. 3: Provisional Agreement between the Czechoslovak Republic and the Kingdom of Denmark respecting commerce and navigation [provision made for thc conclusion of special agreements respecting social questions]. (Sbirka z4konu a narizeni (Sammlung der Gesetze und Verordnungen) 1924, no. 34; Dansk Lovtidende, 1924, A, no. 43, p. 95) ",4,Jan. 3,0
INTERNATIONAL,Czechoslovakia — Denmark,"Dec. 18 Extension to 30th April, 1925, of validity of Provisional Agreement of 31st January, 1924, between the Czechoslovak Republic and the Kingdom of Denmark, respecting commerce and navigation. (Dansk Lovtidende, 1924, A, no. 42, Pp. 1339) ",4,Dec. 18,0
INTERNATIONAL,Czechoslovakia — Denmark,"See also Czechoslovak Republic (Feb. 8, Dec. 23); Denmark (Feb. 15, Dec. 30). ",4,,0
INTERNATIONAL,Czechoslovakia — Germany,"Dec. 15 Agreement between the Czechoslovak Republic and Germany respecting the regulation of the conditions of employment and service and the social insurance of the crews of vessels plying on the Oder which have been ceded by Germany to Czechoslovakia. (Sbirka z4koni a nafizeni (Sammlung der Gesetze und Verordnungen) 1926, no. 1; Reichsgesetzblatt, 1925, Part II, no. 55, Pp. 1139) Text: Int. 6 (A) ",4,Dec. 15,0
INTERNATIONAL,Czechoslovakia — Germany,"Dec. 15 Agreement between the Czechoslovak Republic and Germany respecting the regulation of the conditions of employment and service and the social insur- ance of crews of Czechoslovak vessels plying on the Elbe. (Sbirka zAkonti a na¥izeni (Sammlung der Gesetze und Verordnungen) 1926, no. 1; Reichs- gesetzblatt, 1925, Part II, no. 55, p- 1142) Text: Int. 6 (B) ",4,Dec. 15,0
INTERNATIONAL,Czechoslovakia — Italy,See Italy (Mar. 23). 5 —- ,4,See I,0
INTERNATIONAL,Denmark — Great Britain,"Dec. 18 Agreement between Denmark and Great Britain respecting the mutual recognition of loadline certificates. (Great Britain: Treaty Series, 1925, no. 8; Dansk Lovtidende, 1924 A, no. 42, p. 1341) ",5,Dec. 18,0
INTERNATIONAL,Denmark — Great Britain,See also Denmark (Dec. 30). ,5,,0
INTERNATIONAL,Denmark — Iceland,"Sept. 30 Agreement between Denmark and Iceland respecting the inspection of Ice- landic vessels and the issue of certificates of their seaworthiness. (Dansk Lovtidende, 1924, A, no. 34, Pp. 1195) Text: Int. 2 ",5,Sept. 30,0
INTERNATIONAL,Denmark — Iceland,See also Denmark (Oct. 4). ,5,,0
INTERNATIONAL,Denmark — Latvia,"Nov. 3. Treaty of Commerce and Navigation between Latvia and Denmark [art. 27 to 30: seamen; art. 32: emigration agencies}. (Likumu un ministru kabineta noteikumu krajums, 1925, no. 78, p. 241) ",5,Nov. 3,0
INTERNATIONAL,Denmark — Poland,"Mar. 22 Treaty of Commerce and Navigation between Denmark and Poland [art. XVII: emigration]. (Dansk Lovtidenden, 1924, A, no. 220, p. 1123) ",5,Mar. 22,0
INTERNATIONAL,Denmark — Poland,See also Denmark (Aug. 14); Poland (July 25). ,5,,0
INTERNATIONAL,Estonia — Poland,"Jan. 1x Consular agreement between Estonia and Poland fart. XI e seg.: duties of consuls in connection with shipping]. (Riigi Teataja, 1925, no. 117/118, Pp. 790; Dziennik Ustaw, 1926, no. 26, poz. 155) ",5,Jan. 1,0
INTERNATIONAL,Finland — Poland,"Sept. 3 Exchange of ratifications of the Treaty of Commerce and Navigation between Finland and Poland signed on roth November, 19231. (Dziennik Ustaw, 1924, poz. 781, p. 1229) ",5,Sept. 3,0
INTERNATIONAL,Finland — Poland,"See also Finland (June 27, Sept. 12). ",5,,0
INTERNATIONAL,France — Italy,"May 22 Agreement in pursuance of Article 7 of the Franco-Italian Labour Treaty of 30th September, 1919.2 (Bulletin du Ministére du Travail, 1925, nos. I—2-—3, p. 88; Bollettino della Emigrazione 1925, no. 4, p. 372) Text: Int. 1 (A) ",5,May 22,0
