country,region,text,date,year,page,extracted_date,full_text
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S  ),CanadaFranc e,"Oct . 4 Agreemen t respectin g th e admissio n o f trainee s t o Franc e an d Canada . (France : Journal Officiel, 10-1 1 Dec. )",,,1,,"Oct .  4   Agreemen t  respectin g  th e  admissio n  o f  trainee s  t o  Franc e  an d  Canada .   (France :  Journal  Officiel,  10-1 1  Dec. )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S  ),CzechoslovakiaDemocrati c  Republi c  o f  German y,"Sep . 1 1 Agreemen t concernin g co-operatio n i n th e fiel d o f socia l policy . (Czechoslovakia : Sbírka Zákonü, 2 8 Nov . 1957 , Supplement ; Democrati c Republi c o f Germany : Gesetzblatt der Deutschen Republik, 6 Aug . 1957 , Par t I. )",,,1,,"Sep .  1 1   Agreemen t  concernin g  co-operatio n  i n  th e  fiel d  o f  socia l  policy .  (Czechoslovakia :  Sbírka  Zákonü,  2 8  Nov .  1957 ,  Supplement ;  Democrati c  Republi c  o f  Germany :  Gesetzblatt  der  Deutschen  Republik,  6  Aug .  1957 ,  Par t  I. )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S  ),DenmarkIcelandNorwaySwede n,"Dec . 1 9 Agreemen t respectin g th e transfe r o f th e member s o f a sic k fun d i n on e o f th e contractin g countrie s t o a sic k fun d i n anothe r o f th e contractin g countries , an d respectin g sicknes s benefi t durin g temporar y residenc e i n on e o f th e sai d countrie s [unde r arts . 7 an d 8 o f th e Conventio n o f 1 5 Sep . 195 5 respectin g socia l securit y 1 . Th è Conventio n o f 2 0 Jul y 195 3 2 an d th e Supplementar y Agree - men t o f 3 0 Dec . 195 4 ceas e t o hav e effec t fro m 1 Jan . 1957] , (Sweden : Svensk Forfaltningssamling, 1957 , No . 10 )",,,1,,"Dec .  1 9   Agreemen t  respectin g  th e  transfe r  o f  th e  member s  o f  a  sic k  fun d  i n  on e  o f  th e  contractin g  countrie s  t o  a  sic k  fun d  i n  anothe r  o f  th e  contractin g  countries ,  an d  respectin g  sicknes s  benefi t  durin g  temporar y  residenc e  i n  on e  o f  th e  sai d  countrie s  [unde r  arts .  7  an d  8  o f  th e  Conventio n  o f  1 5  Sep .  195 5  respectin g  socia l  securit y  1 .  Th è  Conventio n  o f  2 0  Jul y  195 3  2  an d  th e  Supplementar y  Agree - men t  o f  3 0  Dec .  195 4  ceas e  t o  hav e  effec t  fro m  1  Jan .  1957] ,  (Sweden :  Svensk  Forfaltningssamling,  1957 ,  No .  10 )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S  ),Dominica n  RepublicSpai n,"Feb . 1 1 Conventio n o n emigration . (Dominica n Republic : Gaceta Oficial, 2 1 Mar. ; Spain : Boletín Oficial, 2 9 Jan . 1957 )",,,1,,"Feb .  1 1   Conventio n  o n  emigration .   (Dominica n  Republic :  Gaceta  Oficial,  2 1  Mar. ;  Spain :  Boletín  Oficial,  2 9  Jan .  1957 )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S  ),ItalyNetherland s,"Dec . 1 9 Specia l Arrangemen t respectin g allowance s fo r age d person s unde r th e Specia l Protoco l t o th e Genera l Conventio n betwee n th e Italia n Republi c an d th e Kingdo m o f th e Netherland s respectin g socia l insurance* . (Netherlands : Tractatenblad, 1957 , No . 14 )",,,1,,"Dec .  1 9   Specia l  Arrangemen t  respectin g  allowance s  fo r  age d  person s  unde r  th e  Specia l  Protoco l  t o  th e  Genera l  Conventio n  betwee n  th e  Italia n  Republi c  an d  th e  Kingdo m  o f  th e  Netherland s  respectin g  socia l  insurance* .   (Netherlands :  Tractatenblad,  1957 ,  No .  14 )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S  ),ItalySpai n,"Jul y 2 1 Conventio n respectin g socia l insuranc e [Instrument s o f ratificatio n exchange d o n 4 Mar . 1958] . (Spain : Boletín Oficial, 1 5 Mar . 1958 )",,,1,,"Jul y  2 1   Conventio n  respectin g  socia l  insuranc e  [Instrument s  o f  ratificatio n  exchange d  o n  4  Mar .  1958] .   (Spain :  Boletín  Oficial,  1 5  Mar .  1958 )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S  ),MaltaUnite d  Kingdo m,"Oct . 2 6 Agreemen t o n nationa l insurance . (Malta : Malta Government Gazette, 2 7 Oct. ; Unite d Kingdom : Statutory Instruments, No . 1897 )",,,1,,"Oct .  2 6   Agreemen t  o n  nationa l  insurance .   (Malta :  Malta  Government  Gazette,  2 7  Oct. ;  Unite d   Kingdom :  Statutory   Instruments,  No .  1897 )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S  ),NetherlandsUnite d  Kingdo m,"Jun e 1 2 Administrativ e Arrangemen t fo r th e applicatio n o f th e Conventio n o n socia l securit y signe d a t Th e Hagu e o n 1 1 Aug . 195 4 * . (Netherlands : Tractatenblad, No . 74 )",,,1,,"Jun e  1 2  Administrativ e  Arrangemen t  fo r  th e  applicatio n  o f  th e  Conventio n  o n  socia l  securit y  signe d  a t  Th e  Hagu e  o n  1 1  Aug .  195 4  * .  (Netherlands :  Tractatenblad,  No .  74 )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S  ),NetherlandsYugoslavi a,"Jun e 1 Genera l Conventio n respectin g socia l insurance . (Netherlands : Ibid. , No . 85 )",,,1,,"Jun e  1   Genera l  Conventio n  respectin g  socia l  insurance .   (Netherlands :  Ibid. ,  No .  85 )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S  ),SwedenUnite d  Kingdo m,"Jun e 9 Conventio n o n socia l security . (Sweden : Svensk Författnings- samling, 1957 , No . 154 ; Unite d Kingdom : Statutory Instruments, 1957 , No . 856 ) i L.S . 195 5 (Int . i) . ~ 2 L.S . 195 3 (Int . 5) . — 3 L.S . 195 ? (Int . 2) . — 4 L.S . 195 4",,,1,,"Jun e  9   Conventio n  o n  socia l  security .   (Sweden :  Svensk  Författnings- samling,  1957 ,  No .  154 ;  Unite d  Kingdom :  Statutory   Instruments,  1957 ,  No .  856 )  i  L.S .  195 5  (Int .  i) .  ~   2  L.S .  195 3  (Int .  5) .  —  3  L.S .  195 ?  (Int .  2) .  —  4  L.S .  195 4  "
YUGOSLAVI A  ),,"Ma y 1 5 Ac t concernin g healt h inspectio n [repeal s Ac t concernin g healt h inspectio n o f 3 0 Apr . 1948] . (Ibid. , 3 0 May )",,,2,,"Ma y  1 5   Ac t  concernin g  healt h  inspectio n  [repeal s  Ac t  concernin g  healt h  inspectio n  o f  3 0  Apr .  1948] .   (Ibid. ,  3 0  May )  "
YUGOSLAVI A  ),,"Ma y 2 3 Rule s o f th e Federa l Socia l Securit y Office . (Ibid. , 6 June )",,,2,,"Ma y  2 3   Rule s  o f  th e  Federa l  Socia l  Securit y  Office .   (Ibid. ,  6  June )  "
YUGOSLAVI A  ),,"Jun e 1 7 Decre e respectin g scholarship s fo r educatio n an d advance d trainin g abroad . (Ibid. , 1 July )",,,2,,"Jun e  1 7   Decre e  respectin g  scholarship s  fo r  educatio n  an d  advance d  trainin g  abroad .   (Ibid. ,  1  July )  "
YUGOSLAVI A  ),,"Aug . 8 Decre e t o amen d an d supplemen t th e Decre e [o f 2 6 Jan . 1954 ] respectin g agricultura l co-operatives . (Ibid. , 1 5 Aug. )",,,2,,"Aug .  8   Decre e  t o  amen d  an d  supplemen t  th e  Decre e  [o f  2 6  Jan .  1954 ]  respectin g  agricultura l  co-operatives .   (Ibid. ,  1 5  Aug. )  "
YUGOSLAVI A  ),,"Nov . 1 Regulation s t o amen d th e healt h an d safet y regulation s fo r sea - goin g vessels . (Ibid. , 6 Feb . 1957 )",,,2,,"Nov .  1   Regulation s  t o  amen d  th e  healt h  an d  safet y  regulation s  fo r  sea - goin g  vessels .  (Ibid. ,  6  Feb .  1957 )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S,AustraliaNetherland s,"Aug . 1 Agreemen t respectin g assiste d migration . (Netherlands : Trac- tatenblad, No . 92 )",,,2,,"Aug .  1   Agreemen t  respectin g  assiste d  migration .   (Netherlands :  Trac- tatenblad,  No .  92 )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S,AustriaBelgiu m,"Jan . 2 0 Conventio n respectin g th e exchang e o f trainees . (Austria : Bundesgesetzblatt, 1 5 June ; Belgium : Moniteur Belge, 6 Oct. )",,,2,,"Jan .  2 0   Conventio n  respectin g  th e  exchang e  o f  trainees .   (Austria :  Bundesgesetzblatt,  1 5  June ;  Belgium :  Moniteur  Belge,  6  Oct. )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S,AustriaSwitzerlan d,"Mar . 1 9 Agreemen t respectin g th e exchang e o f trainees . (Austria : Ibid. , 1 7 July ; Switzerland : Recueil des Lois Fédérales, 1 2 Apr. )",,,2,,"Mar .  1 9   Agreemen t  respectin g  th e  exchang e  o f  trainees .   (Austria :  Ibid. ,  1 7  July ;  Switzerland :  Recueil  des  Lois  Fédérales,  1 2  Apr. )  "
INTERNATIONA L  TREATIE S  AN D  AGREEMENT S,BelgiumFranc e,"Jul y 1 8 Protoco l respectin g th e old-ag e pension s o f self-employe d person s unde r Belgia n legislation . (Belgium : Moniteur Belge, 6 Oct . 1956 ) Belgium-France-Federa l Republi c o f Germany-Hungary-Italy-Luxembourg -",,,2,,"Jul y  1 8   Protoco l  respectin g  th e  old-ag e  pension s  o f  self-employe d  person s  unde r  Belgia n  legislation .   (Belgium :  Moniteur  Belge,  6  Oct .  1956 )  Belgium-France-Federa l  Republi c  o f  Germany-Hungary-Italy-Luxembourg - "
