country,region,text,date,year,page,extracted_date,full_text
INTERNATIONAL LABOUR OFFICE,,i ee i ae,,,1,,i ee i ae 
INTERNATIONAL LABOUR OFFICE,,b- of) the aan JT,,,1,,b- of) the aan JT 
INTERNATIONAL LABOUR OFFICE,,Le ee 198 31 ~ 4 ras,,,1,,Le ee 198 31 ~ 4 ras 
INTERNATIONAL LABOUR OFFICE,,"Ye See wu! x meee “a ies, pie OS i] », 4 L Sy AR Pe efiyy . + an . Set Wegcuk te” cnet GENEVA, SWITZERLAND 1935 LEGISLATIVE. SERIES, 1932 INDEXES",,,1,,"Ye See wu! x meee “a ies, pie OS i] », 4 L Sy AR Pe efiyy . + an . Set Wegcuk te” cnet GENEVA, SWITZERLAND 1935 LEGISLATIVE. SERIES, 1932 INDEXES "
INTERNATIONAL LABOUR OFFICE,,"I. Chronological Indexes:—’ Page A. Laws and Orders of 1932 in the Legislative Series of the International Labour Office, 1932, and other labour legislation passed during the year 1932 2. 6 we 3 (1123) B. Laws and Orders of years previous to 1932, reproduced in full or in part or summarised in connection with Laws and Orders of 1932 which are published in the Legislative Series for that year . . . 136 (1256) II. Subject Index to the Legislative Series, 1932... . . 1 1 1 6 6 +) 139 (1257)",,,2,,"I. Chronological Indexes:—’ Page A. Laws and Orders of 1932 in the Legislative Series of the International Labour Office, 1932, and other labour legislation passed during the year 1932 2. 6 we 3 (1123) B. Laws and Orders of years previous to 1932, reproduced in full or in part or summarised in connection with Laws and Orders of 1932 which are published in the Legislative Series for that year . . . 136 (1256) II. Subject Index to the Legislative Series, 1932... . . 1 1 1 6 6 +) 139 (1257) "
INTERNATIONAL LABOUR OFFICE,,"f Errata and Addenda... ...... 2... eee ee ee es) T6E (1281) INDEXES. I. CHRONOLOGICAL INDEXES. A) CHRONOLOGICAL INDEX OF LAWS AND ORDERS IN THE LEGISLATIVE SERIES OF THE INTERNATIONAL LABOUR OFFICE, 1932, AND OF OTHER LABOUR LEGISLATION PASSED DURING THE YEAR 1932",9.9.,1932,2,List o,"List of Errata and Addenda... ...... 2... eee ee ee es) T6E (1281) INDEXES. I. CHRONOLOGICAL INDEXES. A) CHRONOLOGICAL INDEX OF LAWS AND ORDERS IN THE LEGISLATIVE SERIES OF THE INTERNATIONAL LABOUR OFFICE, 1932, AND OF OTHER LABOUR LEGISLATION PASSED DURING THE YEAR 1932. "
INTERNATIONAL LABOUR OFFICE,,"ex covers the same range of subjects as the Legislative Series. It includes all important labour legislation in the narrower sense, excluding laws affecting the working classes in general apart from the question of employment—i.e. laws relating to housing, co-operation, land settlement, etc. The titles are arranged chronologically under the names of the countries, which are in alphabetical order, provinces and dependencies being placed under their mother country. Treaties and international agreements are grouped under the heading ‘‘ International’’ and placed after the national legislation. The Saar Territory and the territories administered by various Powers under mandates from the League of Nations are grouped together under the heading ‘‘ League of Nations”. In most cases the title alone is given, but brief notes are added within square brackets",1.9.,1932,3,The ind,"The index covers the same range of subjects as the Legislative Series. It includes all important labour legislation in the narrower sense, excluding laws affecting the working classes in general apart from the question of employment—i.e. laws relating to housing, co-operation, land settlement, etc. The titles are arranged chronologically under the names of the countries, which are in alphabetical order, provinces and dependencies being placed under their mother country. Treaties and international agreements are grouped under the heading ‘‘ International’’ and placed after the national legislation. The Saar Territory and the territories administered by various Powers under mandates from the League of Nations are grouped together under the heading ‘‘ League of Nations”. In most cases the title alone is given, but brief notes are added within square brackets "
INTERNATIONAL LABOUR OFFICE,wherever the title is not sufficiently selfexplanatory,"When a law has been published in the Legislative Series either fully or in part, the number of the brochure in the Legislative Series which contains it is given opposite the title, on the right hand side of the page, in black type: Text: Bel. 1 or Extract: Int. 6. The letters and unbracketed numbers after the word “‘ Text”’ or ‘‘ Extract’ are the references in the Legislative Series for 1932, which may be used in ordering copies of the documents in question or in referring to the Series for any other purpose. Letters in brackets refer to the position of texts in a series of consecutively lettered laws con- tained in the same brochure. Unless another year is given, the references to the various",,,3,,"When a law has been published in the Legislative Series either fully or in part, the number of the brochure in the Legislative Series which contains it is given opposite the title, on the right hand side of the page, in black type: Text: Bel. 1 or Extract: Int. 6. The letters and unbracketed numbers after the word “‘ Text”’ or ‘‘ Extract’ are the references in the Legislative Series for 1932, which may be used in ordering copies of the documents in question or in referring to the Series for any other purpose. Letters in brackets refer to the position of texts in a series of consecutively lettered laws con- tained in the same brochure. Unless another year is given, the references to the various "
INTERNATIONAL LABOUR OFFICE,wherever the title is not sufficiently selfexplanatory,official gazettes and journals are always to the year 1932. NATIONAL LEGISLATION,,,3,,official gazettes and journals are always to the year 1932. NATIONAL LEGISLATION. 
ALBANIA,,"Act to repeal the Act {of 14th March, 1929] respecting economic chambers and to re-introduce chambers of commerce. (F. Z. no. 20, p. 1)",16.1.,1932,3,Jan. 16,"Jan. 16 Act to repeal the Act {of 14th March, 1929] respecting economic chambers and to re-introduce chambers of commerce. (F. Z. no. 20, p. 1) "
